best_bid_amount,best_ask_amount,ask_iv,bid_iv,underlying_index,underlying_price,mark_iv,best_bid_price,best_ask_price,interest_rate,mark_price,open_interest,max_price,min_price,settlement_price,last_price,asks,bids,instrument_name,index_price,change_id,timestamp,greeks.rho,greeks.theta,greeks.vega,greeks.gamma,greeks.delta,stats.volume_usd,stats.volume,stats.price_change,stats.low,stats.high,settlement_period,Expiration Date,Strike Price,Time to Expiration
456.0,152.0,110.72,59.09,SYN.ETH-31JAN25,2778.7438,65.87,0.36,0.4075,0.0,0.3642,0.0,0.408,0.3315,0.353024,,"[[0.4075, 152.0]]","[[0.36, 456.0]]",ETH-31JAN25-1800-C,2634.07,14429658763,1730245621087,4.01502,-0.67141,1.90283,0.00015,0.92922,0.0,0.0,,,,month,31JAN25,1800,0.2547945205479452
0.0,0.0,0.0,0.0,SYN.ETH-31JAN25,2778.7438,85.43,0.0,0.0,0.0,0.0074,0.0,0.033,0.0001,0.008295,0.0099,[],[],ETH-31JAN25-1400-P,2634.07,14399554544,1730245621087,-0.31354,-0.50897,1.12369,7e-05,-0.03627,16172.41,626.0,-2.9412,0.0099,0.0102,month,31JAN25,1400,0.2547945205479452
0.0,0.0,0.0,0.0,SYN.ETH-31JAN25,2778.7438,83.76,0.0,0.0,0.0,0.4401,0.0,0.4845,0.4075,0.430517,,[],[],ETH-31JAN25-1600-C,2634.07,14252040059,1730245621087,3.69246,-0.81208,1.91499,0.00011,0.9312,0.0,0.0,,,,month,31JAN25,1600,0.2547945205479452
104.0,345.0,62.62,61.51,SYN.ETH-31JAN25,2778.7438,62.08,0.036,0.0375,0.0,0.0368,0.0,0.0885,0.0145,0.040989,,"[[0.0375, 345.0]]","[[0.036, 104.0]]",ETH-31JAN25-2200-P,2634.07,14429640531,1730245621087,-1.56755,-1.24233,3.7361,0.0003,-0.18382,0.0,0.0,,,,month,31JAN25,2200,0.2547945205479452
1107.0,722.0,64.49,62.49,SYN.ETH-31JAN25,2778.76,63.5,0.0205,0.0225,0.0,0.0215,0.0,0.063,0.0065,0.024239,0.0315,"[[0.0225, 722.0]]","[[0.0205, 1107.0]]",ETH-31JAN25-2000-P,2634.02,14429640893,1730245622094,-0.99192,-0.94535,2.77925,0.00022,-0.11808,0.0,0.0,,,,month,31JAN25,2000,0.2547945205479452
250.0,49.0,63.09,30.22,SYN.ETH-31JAN25,2778.76,61.64,0.1795,0.2215,0.0,0.2193,0.0,0.28,0.176,0.208553,,"[[0.2215, 49.0]]","[[0.1795, 250.0]]",ETH-31JAN25-2300-C,2634.02,14429677519,1730245622094,3.96393,-1.3841,4.1919,0.00034,0.77711,0.0,0.0,,,,month,31JAN25,2300,0.2547945205479452
119.0,302.0,62.29,60.97,SYN.ETH-31JAN25,2778.76,61.64,0.046,0.048,0.0,0.047,0.0,0.104,0.0205,0.052486,0.0775,"[[0.048, 302.0]]","[[0.046, 119.0]]",ETH-31JAN25-2300-P,2634.02,14429677970,1730245622094,-1.91797,-1.3841,4.1919,0.00034,-0.22289,0.0,0.0,,,,month,31JAN25,2300,0.2547945205479452
361.0,389.0,62.87,34.18,SYN.ETH-31JAN25,2778.76,61.41,0.154,0.198,0.0,0.1956,0.0,0.259,0.151,0.184863,,"[[0.198, 389.0]]","[[0.154, 361.0]]",ETH-31JAN25-2400-C,2634.02,14429653357,1730245622094,3.83136,-1.51474,4.60519,0.00038,0.73472,0.0,0.0,,,,month,31JAN25,2400,0.2547945205479452
100.0,132.0,61.69,61.16,SYN.ETH-31JAN25,2778.76,61.44,0.0895,0.0905,0.0,0.09,0.0,0.161,0.0505,0.098741,,"[[0.0905, 132.0]]","[[0.0895, 100.0]]",ETH-31JAN25-2600-P,2634.02,14429677971,1730245622094,-3.16906,-1.72336,5.23638,0.00043,-0.35593,0.0,0.0,,,,month,31JAN25,2600,0.2547945205479452
249.0,112.0,61.67,60.9,SYN.ETH-31JAN25,2778.76,61.34,0.107,0.1085,0.0,0.1078,0.0,0.1825,0.0645,0.118147,,"[[0.1085, 112.0]]","[[0.107, 249.0]]",ETH-31JAN25-2700-P,2634.02,14429681938,1730245622094,-3.62413,-1.78617,5.43653,0.00045,-0.40215,0.0,0.0,,,,month,31JAN25,2700,0.2547945205479452
544.0,201.0,61.75,60.98,SYN.ETH-31JAN25,2778.76,61.34,0.1355,0.137,0.0,0.1362,0.0,0.2045,0.0915,0.127453,0.103,"[[0.137, 201.0]]","[[0.1355, 544.0]]",ETH-31JAN25-2700-C,2634.02,14429675221,1730245622094,3.28067,-1.78617,5.43655,0.00045,0.59785,0.0,0.0,,,,month,31JAN25,2700,0.2547945205479452
450.0,271.0,62.12,61.12,SYN.ETH-31JAN25,2778.79,61.61,0.1195,0.1215,0.0,0.1205,0.0,0.1895,0.077,0.112202,0.1195,"[[0.1215, 271.0]]","[[0.1195, 450.0]]",ETH-31JAN25-2800-C,2634.03,14429603038,1730245623101,3.06842,-1.83415,5.55801,0.00046,0.55226,55321.11,176.0,3.0172,0.116,0.1195,month,31JAN25,2800,0.2547945205479452
100.0,100.0,62.55,61.05,SYN.ETH-31JAN25,2778.79,61.61,0.127,0.13,0.0,0.1281,0.0,0.2065,0.081,0.139593,,"[[0.13, 100.0]]","[[0.127, 100.0]]",ETH-31JAN25-2800-P,2634.03,14429650670,1730245623101,-4.0923,-1.83416,5.55797,0.00046,-0.44774,0.0,0.0,,,,month,31JAN25,2800,0.2547945205479452
112.0,107.0,62.17,61.43,SYN.ETH-31JAN25,2778.79,61.8,0.1055,0.107,0.0,0.1062,0.0,0.1755,0.0645,0.098633,0.1025,"[[0.107, 107.0]]","[[0.1055, 112.0]]",ETH-31JAN25-2900-C,2634.03,14429663605,1730245623101,2.85388,-1.85535,5.60503,0.00046,0.50783,1613.08,6.0,0.0,0.1025,0.1025,month,31JAN25,2900,0.2547945205479452
100.0,275.0,63.6,57.16,SYN.ETH-31JAN25,2778.79,61.8,0.1405,0.1535,0.0,0.1499,0.0,0.231,0.0995,0.162714,,"[[0.1535, 275.0]]","[[0.1405, 100.0]]",ETH-31JAN25-2900-P,2634.03,14429640806,1730245623101,-4.56251,-1.85534,5.60506,0.00046,-0.49217,0.0,0.0,,,,month,31JAN25,2900,0.2547945205479452
160.0,2432.0,63.06,62.55,SYN.ETH-31JAN25,2778.79,62.8,0.0725,0.0735,0.0,0.073,0.0,0.14,0.037,0.067013,0.071,"[[0.0735, 2432.0], [0.074, 4515.0], [0.0745, 7869.0], [0.075, 3738.0], [0.0755, 452.0], [0.076, 35.0], [0.0765, 1091.0], [0.077, 510.0], [0.078, 90.0]]","[[0.0725, 160.0]]",ETH-31JAN25-3200-C,2634.03,14429610111,1730245623101,2.23572,-1.81047,5.38213,0.00043,0.38759,54498.07,307.0,21.3675,0.0585,0.071,month,31JAN25,3200,0.2547945205479452
103.0,297.0,64.16,63.33,SYN.ETH-31JAN25,2778.79,63.74,0.0565,0.058,0.0,0.0572,0.0,0.122,0.026,0.052009,0.0545,"[[0.058, 297.0]]","[[0.0565, 103.0]]",ETH-31JAN25-3400-C,2634.03,14429605809,1730245623101,1.87483,-1.71815,5.0323,0.0004,0.32106,15724.41,110.0,0.0,0.0545,0.0545,month,31JAN25,3400,0.2547945205479452
307.0,284.0,62.73,61.48,SYN.ETH-31JAN25,2778.79,62.1,0.0925,0.095,0.0,0.0937,0.0,0.1625,0.0535,0.086765,0.09,"[[0.095, 284.0]]","[[0.0925, 307.0]]",ETH-31JAN25-3000-C,2634.03,14429605621,1730245623101,2.64107,-1.85771,5.58505,0.00046,0.46538,119449.36,541.0,16.129,0.04,0.144,month,31JAN25,3000,0.2547945205479452
198.0,193.0,63.54,24.49,SYN.ETH-31JAN25,2778.79,62.8,0.16,0.226,0.0,0.2246,0.0,0.3125,0.167,0.241172,0.3135,"[[0.226, 193.0], [0.2275, 194.0], [0.228, 1219.0], [0.2285, 1450.0], [0.229, 1567.0], [0.2295, 1406.0], [0.23, 1133.0], [0.2305, 953.0], [0.231, 191.0], [0.233, 191.0], [0.2335, 191.0], [0.237, 178.0], [0.2495, 200.0], [0.2505, 300.0], [0.251, 470.0], [0.2515, 541.0], [0.252, 1627.0], [0.2525, 300.0], [0.253, 300.0], [0.2535, 640.0]]","[[0.16, 198.0]]",ETH-31JAN25-3200-P,2634.03,14429677531,1730245623101,-5.94786,-1.81049,5.38204,0.00043,-0.61241,0.0,0.0,,,,month,31JAN25,3200,0.2547945205479452
100.0,100.0,111.37,26.73,SYN.ETH-31JAN25,2778.79,63.74,0.228,0.3735,0.0,0.2808,0.0,0.372,0.2195,0.299513,,"[[0.3735, 100.0]]","[[0.228, 100.0]]",ETH-31JAN25-3400-P,2634.03,14429658761,1730245623101,-6.82026,-1.71816,5.03222,0.0004,-0.67895,0.0,0.0,,,,month,31JAN25,3400,0.2547945205479452
0.0,0.0,0.0,0.0,SYN.ETH-31JAN25,2778.79,88.08,0.0,0.0,0.0,0.0918,0.0,0.1735,0.044,0.086513,,[],[],ETH-31JAN25-3600-C,2634.03,14252040006,1730245623101,2.08001,-2.43045,5.4499,0.0003,0.36843,0.0,0.0,,,,month,31JAN25,3600,0.2547945205479452
0.0,0.0,0.0,0.0,SYN.ETH-31JAN25,2778.79,88.08,0.0,0.0,0.0,0.3873,0.0,0.499,0.308,0.407445,,[],[],ETH-31JAN25-3600-P,2634.03,14252039901,1730245623101,-7.66047,-2.43045,5.4499,0.0003,-0.63157,0.0,0.0,,,,month,31JAN25,3600,0.2547945205479452
100.0,100.0,84.75,33.22,SYN.ETH-31JAN25,2778.79,62.1,0.1165,0.219,0.0,0.1734,0.0,0.2575,0.1205,0.187537,,"[[0.219, 100.0]]","[[0.1165, 100.0]]",ETH-31JAN25-3000-P,2634.03,14429658759,1730245623101,-5.03108,-1.85773,5.58499,0.00046,-0.53462,0.0,0.0,,,,month,31JAN25,3000,0.2547945205479452
0.0,0.0,0.0,0.0,SYN.ETH-31JAN25,2778.79,88.1,0.0,0.0,0.0,0.047,0.0,0.117,0.0155,0.043727,,[],[],ETH-31JAN25-4400-C,2634.03,14252039928,1730245623101,1.29727,-1.90661,4.27457,0.00023,0.21953,0.0,0.0,,,,month,31JAN25,4400,0.2547945205479452
0.0,0.0,0.0,0.0,SYN.ETH-31JAN25,2778.7562,88.1,0.0,0.0,0.0,0.0555,0.0,0.129,0.02,0.05184,,[],[],ETH-31JAN25-4200-C,2633.89,14252040046,1730245625115,1.46734,-2.05175,4.59997,0.00025,0.2507,0.0,0.0,,,,month,31JAN25,4200,0.2547945205479452
0.0,0.0,0.0,0.0,SYN.ETH-31JAN25,2778.7562,88.09,0.0,0.0,0.0,0.0776,0.0,0.157,0.034,0.072921,,[],[],ETH-31JAN25-3800-C,2633.89,14252039997,1730245625115,1.8592,-2.31974,5.20159,0.00028,0.3249,0.0,0.0,,,,month,31JAN25,3800,0.2547945205479452
135.0,897.0,69.74,67.67,SYN.ETH-31JAN25,2778.7562,69.73,0.0155,0.0175,0.0,0.0175,250.0,0.0645,0.0025,0.016004,0.0175,"[[0.0175, 897.0]]","[[0.0155, 135.0]]",ETH-31JAN25-4500-C,2633.89,14429605813,1730245625115,0.70635,-1.03071,2.7594,0.0002,0.11689,16131.38,380.0,20.6897,0.0145,0.0175,month,31JAN25,4500,0.2547945205479452
100.0,65.0,123.74,60.23,SYN.ETH-31JAN25,2778.7562,66.98,0.46,0.5665,0.0,0.4685,0.0,0.565,0.401,0.494203,,"[[0.5665, 65.0]]","[[0.46, 100.0]]",ETH-31JAN25-4000-P,2633.89,14429677505,1730245625115,-9.13898,-1.33416,3.71849,0.00028,-0.81756,0.0,0.0,,,,month,31JAN25,4000,0.2547945205479452
0.0,0.0,0.0,0.0,SYN.ETH-31JAN25,2778.7562,88.1,0.0,0.0,0.0,0.6304,0.0,0.7475,0.5465,0.658199,,[],[],ETH-31JAN25-4400-P,2633.89,14252040075,1730245625115,-10.60782,-1.90655,4.27443,0.00023,-0.78048,0.0,0.0,,,,month,31JAN25,4400,0.2547945205479452
0.0,0.0,0.0,0.0,SYN.ETH-31JAN25,2778.7562,88.09,0.0,0.0,0.0,0.4451,0.0,0.5585,0.3645,0.467238,,[],[],ETH-31JAN25-3800-P,2633.89,14252040010,1730245625115,-8.42242,-2.31974,5.20159,0.00028,-0.6751,0.0,0.0,,,,month,31JAN25,3800,0.2547945205479452
100.0,940.0,66.98,65.47,SYN.ETH-31JAN25,2778.7562,66.98,0.027,0.029,0.0,0.029,0.0,0.084,0.009,0.026506,0.0295,"[[0.029, 940.0]]","[[0.027, 100.0]]",ETH-31JAN25-4000-C,2633.89,14429605769,1730245625115,1.09046,-1.33416,3.71861,0.00028,0.18244,43702.44,581.0,22.9167,0.024,0.0295,month,31JAN25,4000,0.2547945205479452
373.0,56.0,135.11,55.26,SYN.ETH-31JAN25,2778.7562,69.73,0.6255,0.7385,0.0,0.6369,0.0,0.7365,0.5655,0.667165,,"[[0.7385, 56.0]]","[[0.6255, 373.0]]",ETH-31JAN25-4500-P,2633.89,14429677503,1730245625115,-10.80175,-1.03069,2.75928,0.0002,-0.88311,0.0,0.0,,,,month,31JAN25,4500,0.2547945205479452
0.0,0.0,0.0,0.0,SYN.ETH-31JAN25,2778.7562,88.1,0.0,0.0,0.0,0.567,0.0,0.683,0.484,0.592928,,[],[],ETH-31JAN25-4200-P,2633.89,14252040070,1730245625115,-9.89655,-2.05175,4.59997,0.00025,-0.7493,0.0,0.0,,,,month,31JAN25,4200,0.2547945205479452
369.0,49.0,146.74,54.35,SYN.ETH-31JAN25,2778.7562,72.18,0.8015,0.916,0.0,0.8105,0.0,0.913,0.7345,0.84446,,"[[0.916, 49.0]]","[[0.8015, 369.0]]",ETH-31JAN25-5000-P,2633.95,14429677522,1730245626122,-12.31893,-0.78335,2.02595,0.00014,-0.92317,0.0,0.0,,,,month,31JAN25,5000,0.2547945205479452
1063.0,567.0,72.18,70.05,SYN.ETH-31JAN25,2778.7562,72.18,0.0095,0.011,0.0,0.011,0.0,0.0505,0.0001,0.009836,0.009,"[[0.011, 567.0]]","[[0.0095, 1063.0]]",ETH-31JAN25-5000-C,2633.95,14429606068,1730245626122,0.46783,-0.78337,2.02606,0.00014,0.07683,1972.62,294.0,12.5,0.0001,0.009,month,31JAN25,5000,0.2547945205479452
0.0,0.0,0.0,0.0,SYN.ETH-31JAN25,2778.7562,88.14,0.0,0.0,0.0,0.019,0.0,0.0695,0.0035,0.017421,,[],[],ETH-31JAN25-5500-C,2633.95,14252039954,1730245626122,0.63781,-1.16347,2.60726,0.00014,0.10384,0.0,0.0,,,,month,31JAN25,5500,0.2547945205479452
0.0,0.0,0.0,0.0,SYN.ETH-31JAN25,2778.7562,88.14,0.0,0.0,0.0,0.9984,0.0,1.1185,0.9095,1.035512,,[],[],ETH-31JAN25-5500-P,2633.95,14252040002,1730245626122,-14.24347,-1.16347,2.60726,0.00014,-0.89616,0.0,0.0,,,,month,31JAN25,5500,0.2547945205479452
0.0,0.0,0.0,0.0,SYN.ETH-31JAN25,2778.7562,88.16,0.0,0.0,0.0,0.0127,0.0,0.0555,0.0001,0.01159,,[],[],ETH-31JAN25-6000-C,2633.95,14252039969,1730245626122,0.45782,-0.90036,2.01724,0.00011,0.07362,0.0,0.0,,,,month,31JAN25,6000,0.2547945205479452
0.0,0.0,0.0,0.0,SYN.ETH-31JAN25,2778.7562,88.19,0.0,0.0,0.0,0.0086,0.0,0.0445,0.0001,0.007778,,[],[],ETH-31JAN25-6500-C,2633.95,14252040029,1730245626122,0.32848,-0.68966,1.5446,8e-05,0.05228,0.0,0.0,,,,month,31JAN25,6500,0.2547945205479452
0.0,0.0,0.0,0.0,SYN.ETH-31JAN25,2778.7562,88.19,0.0,0.0,0.0,0.0058,0.0,0.036,0.0001,0.00525,,[],[],ETH-31JAN25-7000-C,2633.95,14257686548,1730245626122,0.23552,-0.52371,1.17293,6e-05,0.03716,0.0,0.0,,,,month,31JAN25,7000,0.2547945205479452
0.0,0.0,0.0,0.0,SYN.ETH-31JAN25,2778.7562,88.16,0.0,0.0,0.0,1.1721,0.0,1.294,1.08,1.213143,,[],[],ETH-31JAN25-6000-P,2633.95,14252039991,1730245626122,-15.77631,-0.90036,2.01724,0.00011,-0.92638,0.0,0.0,,,,month,31JAN25,6000,0.2547945205479452
0.0,0.0,0.0,0.0,SYN.ETH-31JAN25,2778.7562,88.19,0.0,0.0,0.0,1.3479,0.0,1.472,1.2515,1.392794,,[],[],ETH-31JAN25-6500-P,2633.95,14252040003,1730245626122,-17.25849,-0.68966,1.5446,8e-05,-0.94772,0.0,0.0,,,,month,31JAN25,6500,0.2547945205479452
0.0,0.0,0.0,0.0,SYN.ETH-31JAN25,2778.6123,88.19,0.0,0.0,0.0,1.525,0.0,1.652,1.4235,1.573729,,[],[],ETH-31JAN25-7000-P,2633.99,14252040066,1730245627129,-18.70437,-0.52358,1.17263,6e-05,-0.96285,0.0,0.0,,,,month,31JAN25,7000,0.2547945205479452
68.0,68.0,90.59,57.65,ETH-28MAR25,2851.91,82.1,0.6495,0.654,0.0,0.6519,60.0,0.6755,0.6355,0.643491,0.6165,"[[0.654, 68.0]]","[[0.6495, 68.0]]",ETH-28MAR25-1000-C,2633.99,14429634581,1730245627233,3.92165,-0.15625,0.56846,2e-05,0.98803,0.0,0.0,,,,month,28MAR25,1000,0.40821917808219177
222.0,168.0,82.1,78.23,ETH-28MAR25,2851.91,82.1,0.0019,0.0026,0.0,0.0026,1190.0,0.0175,0.0001,0.002598,0.005,"[[0.0026, 168.0]]","[[0.0019, 222.0]]",ETH-28MAR25-1000-P,2633.99,14429646848,1730245627233,-0.17,-0.15625,0.56846,2e-05,-0.01197,0.0,0.0,,,,month,28MAR25,1000,0.40821917808219177
0.0,0.0,0.0,0.0,ETH-28MAR25,2851.91,124.18,0.0,0.0,0.0,0.5653,0.0,0.633,0.5215,0.557244,0.4645,[],[],ETH-28MAR25-1400-C,2633.99,14252040623,1730245627129,4.05316,-1.30312,3.24788,8e-05,0.90047,0.0,0.0,,,,month,28MAR25,1400,0.40821917808219177
0.0,0.0,0.0,0.0,ETH-28MAR25,2851.91,102.6,0.0,0.0,0.0,0.4889,0.0,0.5565,0.447,0.47938,0.507,[],[],ETH-28MAR25-1600-C,2633.99,14398447624,1730245627233,4.66817,-1.2026,3.52441,0.0001,0.88628,325303.88,250.0,0.0,0.507,0.507,month,28MAR25,1600,0.40821917808219177
0.0,0.0,0.0,0.0,ETH-28MAR25,2851.91,102.6,0.0,0.0,0.0,0.0499,250.0,0.1155,0.022,0.053935,0.0635,[],[],ETH-28MAR25-1600-P,2633.99,14399616302,1730245627233,-1.92136,-1.20265,3.5237,0.0001,-0.1137,40907.18,250.0,0.0,0.0635,0.0635,month,28MAR25,1600,0.40821917808219177
0.0,0.0,0.0,0.0,ETH-28MAR25,2851.91,124.18,0.0,0.0,0.0,0.0555,0.0,0.1235,0.0245,0.05932,0.119,[],[],ETH-28MAR25-1400-P,2633.99,14308547712,1730245627129,-1.85316,-1.30543,3.22386,8e-05,-0.09915,0.0,0.0,,,,month,28MAR25,1400,0.40821917808219177
0.0,0.0,0.0,0.0,ETH-28MAR25,2851.91,65.59,0.0,0.0,0.0,0.0314,0.0,0.078,0.0115,0.035201,,[],[],ETH-28MAR25-1900-P,2633.99,14252040495,1730245627129,-1.8563,-0.79689,3.76059,0.00017,-0.12211,0.0,0.0,,,,month,28MAR25,1900,0.40821917808219177
129.0,166.0,101.62,58.13,ETH-28MAR25,2851.91,67.84,0.384,0.4395,0.0,0.394,1262.0,0.4465,0.358,0.382086,0.3325,"[[0.4395, 166.0]]","[[0.384, 129.0]]",ETH-28MAR25-1800-C,2633.99,14429684852,1730245627129,5.89566,-0.73104,3.21842,0.00014,0.89928,0.0,0.0,,,,month,28MAR25,1800,0.40821917808219177
1228.0,0.0,0.0,67.24,ETH-28MAR25,2851.91,67.84,0.0245,0.0,0.0,0.0252,100.0,0.07,0.009,0.028478,0.0245,[],"[[0.0245, 1228.0], [0.024, 6091.0], [0.0235, 2745.0], [0.023, 6450.0], [0.0225, 3051.0], [0.022, 3067.0], [0.0215, 10722.0], [0.021, 16230.0], [0.0205, 18971.0], [0.02, 21003.0], [0.0195, 7252.0], [0.019, 1158.0], [0.0185, 384.0], [0.013, 468.0], [0.0125, 255.0], [0.012, 157.0], [0.01, 171.0]]",ETH-28MAR25-1800-P,2633.99,14429685089,1730245627233,-1.46917,-0.73104,3.21842,0.00014,-0.10072,412224.18,5676.0,-28.9855,0.0235,0.0345,month,28MAR25,1800,0.40821917808219177
0.0,0.0,0.0,0.0,ETH-28MAR25,2851.95,65.55,0.0,0.0,0.0,0.3138,0.0,0.3755,0.2685,0.301702,0.218,[],[],ETH-28MAR25-2100-C,2634.03,14252040347,1730245628136,6.16807,-1.01773,4.80541,0.00021,0.82394,0.0,0.0,,,,month,28MAR25,2100,0.40821917808219177
0.0,0.0,0.0,0.0,ETH-28MAR25,2851.95,65.59,0.0,0.0,0.0,0.3648,0.0,0.419,0.3255,0.352478,0.262,[],[],ETH-28MAR25-1900-C,2634.03,14308547764,1730245628136,6.15591,-0.79737,3.72844,0.00017,0.87859,0.0,0.0,,,,month,28MAR25,1900,0.40821917808219177
531.0,524.0,67.52,58.73,ETH-28MAR25,2851.95,63.92,0.3275,0.34,0.0,0.3347,509.0,0.393,0.2945,0.321754,0.3385,"[[0.34, 524.0]]","[[0.3275, 531.0]]",ETH-28MAR25-2000-C,2634.03,14429683635,1730245628136,6.10854,-0.87647,4.09548,0.00019,0.85821,0.0,0.0,,,,month,28MAR25,2000,0.40821917808219177
0.0,0.0,0.0,0.0,ETH-28MAR25,2851.95,65.55,0.0,0.0,0.0,0.0502,0.0,0.1075,0.022,0.055825,0.197,[],[],ETH-28MAR25-2100-P,2634.03,14252040516,1730245628239,-2.73579,-1.01773,4.80541,0.00021,-0.17606,0.0,0.0,,,,month,28MAR25,2100,0.40821917808219177
100.0,116.0,63.92,62.87,ETH-28MAR25,2851.95,63.92,0.0345,0.036,0.0,0.036,8563.0,0.088,0.015,0.039969,0.069,"[[0.036, 116.0]]","[[0.0345, 100.0]]",ETH-28MAR25-2000-P,2634.03,14429671426,1730245628239,-2.07462,-0.87647,4.0955,0.00019,-0.14179,0.0,0.0,,,,month,28MAR25,2000,0.40821917808219177
555.0,528.0,66.87,59.02,ETH-28MAR25,2851.95,62.77,0.2765,0.2905,0.0,0.2831,382.0,0.348,0.2385,0.270921,0.269,"[[0.2905, 528.0]]","[[0.2765, 555.0]]",ETH-28MAR25-2200-C,2634.03,14429683801,1730245628136,6.04992,-1.06817,5.08318,0.00024,0.80156,70586.39,98.0,-1.6453,0.269,0.2805,month,28MAR25,2200,0.40821917808219177
111.0,1170.0,62.35,61.87,ETH-28MAR25,2851.95,62.35,0.0785,0.0795,0.0,0.0795,493.0,0.1505,0.043,0.087644,0.0815,"[[0.0795, 1170.0], [0.08, 2854.0], [0.0805, 6969.0], [0.081, 4425.0], [0.0815, 4993.0], [0.082, 3674.0], [0.0825, 5307.0], [0.083, 3708.0], [0.0835, 2071.0], [0.084, 2132.0], [0.085, 313.0], [0.0855, 364.0], [0.086, 286.0], [0.0865, 979.0], [0.087, 137.0], [0.0875, 2172.0], [0.088, 3318.0], [0.0885, 1658.0], [0.089, 1277.0], [0.0895, 6436.0]]","[[0.0785, 111.0]]",ETH-28MAR25-2400-P,2634.03,14429683955,1730245628239,-4.0046,-1.2442,5.96018,0.00029,-0.26369,78109.88,325.0,-13.7566,0.0815,0.0945,month,28MAR25,2400,0.40821917808219177
107.0,139.0,62.8,61.9,ETH-28MAR25,2851.95,62.35,0.0935,0.0955,0.0,0.0945,11128.0,0.17,0.0545,0.103683,0.1345,"[[0.0955, 139.0]]","[[0.0935, 107.0]]",ETH-28MAR25-2500-P,2634.03,14429651429,1730245628136,-4.58218,-1.3204,6.32531,0.0003,-0.29817,0.0,0.0,,,,month,28MAR25,2500,0.40821917808219177
406.0,213.0,62.62,61.49,ETH-28MAR25,2851.95,62.35,0.216,0.2185,0.0,0.2179,105.0,0.291,0.1695,0.205915,0.197,"[[0.2185, 213.0]]","[[0.216, 406.0]]",ETH-28MAR25-2500-C,2634.03,14429684577,1730245628136,5.64683,-1.32041,6.32526,0.0003,0.70183,0.0,0.0,,,,month,28MAR25,2500,0.40821917808219177
0.0,0.0,0.0,0.0,ETH-28MAR25,2851.95,63.12,0.0,0.0,0.0,0.0678,250.0,0.1345,0.0345,0.075249,0.0897,[],[],ETH-28MAR25-2300-P,2634.03,14399564720,1730245628136,-3.51631,-1.17135,5.57884,0.00026,-0.23161,57740.79,250.0,0.0,0.0897,0.0897,month,28MAR25,2300,0.40821917808219177
0.0,0.0,0.0,0.0,ETH-28MAR25,2851.95,63.12,0.0,0.0,0.0,0.263,0.0,0.3295,0.2145,0.251022,0.1405,[],[],ETH-28MAR25-2300-C,2634.03,14276791984,1730245628136,6.07928,-1.15957,5.67097,0.00026,0.76708,0.0,0.0,,,,month,28MAR25,2300,0.40821917808219177
204.0,100.0,62.76,61.92,ETH-28MAR25,2851.95,62.77,0.053,0.0545,0.0,0.0545,159.0,0.1165,0.026,0.060956,0.065,"[[0.0545, 100.0]]","[[0.053, 204.0]]",ETH-28MAR25-2200-P,2634.03,14429649299,1730245628136,-2.95159,-1.06817,5.08323,0.00024,-0.19844,18711.48,110.0,0.0,0.065,0.065,month,28MAR25,2200,0.40821917808219177
2452.0,0.0,0.0,62.68,ETH-28MAR25,2851.95,62.68,0.2,0.0,0.0,0.2,2.0,0.275,0.151,0.1897,0.2,[],"[[0.2, 2452.0], [0.1995, 4459.0], [0.199, 4060.0], [0.1985, 10042.0], [0.198, 14558.0], [0.1975, 17584.0], [0.197, 3302.0], [0.1965, 1174.0], [0.196, 104.0], [0.1955, 100.0], [0.195, 100.0], [0.1945, 1605.0], [0.194, 4.0], [0.1895, 280.0], [0.187, 29.0], [0.175, 1.0]]",ETH-28MAR25-2600-C,2634.03,14429683956,1730245628136,5.44737,-1.39163,6.63178,0.00032,0.66682,1302250.9,2608.0,15.942,0.1725,0.207,month,28MAR25,2600,0.40821917808219177
403.0,218.0,62.85,61.41,ETH-28MAR25,2851.95,62.35,0.236,0.239,0.0,0.238,102.0,0.3085,0.1905,0.225789,0.173,"[[0.239, 218.0]]","[[0.236, 403.0]]",ETH-28MAR25-2400-C,2634.03,14429636759,1730245628136,5.81526,-1.24419,5.96024,0.00029,0.73631,0.0,0.0,,,,month,28MAR25,2400,0.40821917808219177
107.0,128.0,62.83,61.97,ETH-28MAR25,2851.96,62.68,0.11,0.112,0.0,0.1117,10594.0,0.192,0.0675,0.123377,0.1265,"[[0.112, 128.0]]","[[0.11, 107.0]]",ETH-28MAR25-2600-P,2634.04,14429651431,1730245629143,-5.19078,-1.39164,6.63182,0.00032,-0.33317,26130.4,83.0,5.4167,0.1075,0.131,month,28MAR25,2600,0.40821917808219177
0.0,0.0,0.0,0.0,ETH-28MAR25,2851.96,63.48,0.0,0.0,0.0,0.1874,0.0,0.262,0.135,0.176905,0.108,[],[],ETH-28MAR25-2700-C,2634.04,14252040724,1730245629247,5.38523,-1.43462,6.99451,0.00032,0.63275,0.0,0.0,,,,month,28MAR25,2700,0.40821917808219177
9.0,5.0,62.8,62.19,ETH-28MAR25,2851.96,62.52,0.1655,0.167,0.0,0.1663,96.0,0.244,0.1175,0.156468,0.1617,"[[0.167, 5.0]]","[[0.1655, 9.0]]",ETH-28MAR25-2800-C,2634.04,14429646895,1730245629143,5.02727,-1.478,7.06102,0.00034,0.59713,16530.96,39.0,0.0,0.1617,0.1617,month,28MAR25,2800,0.40821917808219177
