best_bid_amount,best_ask_amount,bid_iv,ask_iv,underlying_index,underlying_price,mark_iv,interest_rate,best_bid_price,best_ask_price,open_interest,max_price,min_price,last_price,asks,bids,settlement_price,instrument_name,mark_price,index_price,change_id,timestamp,greeks.rho,greeks.theta,greeks.vega,greeks.gamma,greeks.delta,stats.volume_usd,stats.volume,stats.price_change,stats.low,stats.high,settlement_period
177.0,89.0,36.21,38.23,ETH-16FEB24,2309.12,37.21,0.0,0.025,0.0265,56.0,0.0945,0.011,0.026,"[[0.0265, 89.0], [0.027, 331.0], [0.029, 964.0]]","[[0.025, 177.0], [0.0245, 417.0], [0.0235, 482.0]]",0.024511,ETH-16FEB24-2300-P,0.0257,2302.79,5968325720,1706969656363,-0.39431,-2.50298,1.71386,0.00247,-0.46347,254772.32,4016.0,-16.129,0.023,0.031,week
176.0,4.0,37.45,38.97,ETH-16FEB24,2309.12,38.49,0.0,0.013,0.014,983.0,0.0755,0.0001,0.0155,"[[0.014, 4.0], [0.0155, 1076.0], [0.029, 6.0]]","[[0.013, 176.0], [0.0125, 225.0], [0.011, 1086.0], [0.0001, 50.0]]",0.014667,ETH-16FEB24-2400-C,0.0137,2302.79,5968328916,1706969656361,0.23742,-2.2936,1.51823,0.00212,0.30825,112539.73,3073.0,3.3333,0.013,0.017,week
480.0,960.0,32.98,46.59,ETH-16FEB24,2309.12,38.49,0.0,0.0495,0.0585,497.0,0.123,0.038,0.064,"[[0.0585, 960.0]]","[[0.0495, 480.0], [0.049, 480.0]]",0.049886,ETH-16FEB24-2400-P,0.053,2302.79,5968326833,1706969656360,-0.60029,-2.2936,1.51823,0.00212,-0.69175,0.0,0.0,,,,week
300.0,444.0,39.46,42.76,ETH-16FEB24,2309.12,41.11,0.0,0.0055,0.007,767.0,0.0585,0.0001,0.006,"[[0.007, 444.0], [0.0075, 733.0], [0.0105, 100.0], [0.011, 200.0], [0.012, 300.0], [0.0175, 6.0]]","[[0.0055, 300.0], [0.005, 779.0], [0.0046, 16.0], [0.0038, 638.0], [0.0011, 10.0]]",0.006236,ETH-16FEB24-2500-C,0.0062,2302.79,5968329492,1706969656361,0.1237,-1.69165,1.04844,0.00137,0.15971,13.87,1.0,0.0,0.006,0.006,week
0.0,14.0,0.0,499.28,ETH-16FEB24,2309.12,41.11,0.0,0.0,0.4165,0.0,0.1545,0.0655,,"[[0.4165, 14.0]]",[],0.084589,ETH-16FEB24-2500-P,0.0889,2302.79,5968328250,1706969656361,-0.74892,-1.69165,1.04844,0.00137,-0.84029,0.0,0.0,,,,week
1.0,31.0,43.26,43.62,ETH-16FEB24,2309.12,42.63,0.0,0.0027,0.0028,709.0,0.0445,0.0001,0.0025,"[[0.0028, 31.0], [0.0029, 10.0], [0.0032, 14.0], [0.0033, 345.0], [0.0046, 684.0], [0.014, 240.0], [0.0145, 206.0], [0.015, 500.0]]","[[0.0027, 1.0], [0.0026, 1.0], [0.0025, 1.0], [0.0019, 345.0], [0.0018, 11.0], [0.0016, 2052.0], [0.0001, 19.0]]",0.002898,ETH-16FEB24-2600-C,0.0025,2302.79,5968329301,1706969656360,0.05723,-1.00647,0.6016,0.00076,0.07354,6901.39,929.0,-34.2105,0.0025,0.0039,week
0.0,12.0,0.0,499.23,ETH-16FEB24,2309.12,42.63,0.0,0.0,0.4475,0.0,0.189,0.0995,0.0585,"[[0.4475, 12.0]]",[],0.124385,ETH-16FEB24-2600-P,0.1285,2302.79,5968328328,1706969656361,-0.85029,-1.00647,0.6016,0.00076,-0.92646,0.0,0.0,,,,week
414.0,14.0,44.18,46.25,ETH-16FEB24,2309.12,45.24,0.0,0.001,0.0013,442.0,0.0335,0.0001,0.0017,"[[0.0013, 14.0], [0.0014, 15.0], [0.0016, 278.0], [0.002, 354.0], [0.019, 2.0]]","[[0.001, 414.0], [0.0009, 554.0], [0.0008, 386.0], [0.0007, 12.0]]",0.001291,ETH-16FEB24-2700-C,0.0011,2302.79,5968328928,1706969656361,0.02753,-0.59597,0.33568,0.0004,0.0353,238.42,56.0,-15.0,0.0017,0.0022,week
0.0,11.0,0.0,499.05,ETH-16FEB24,2309.12,45.24,0.0,0.0,0.479,0.0,0.226,0.138,,"[[0.479, 11.0]]",[],0.165913,ETH-16FEB24-2700-P,0.1704,2302.79,5968329333,1706969656360,-0.91491,-0.59597,0.33568,0.0004,-0.9647,0.0,0.0,,,,week
340.0,31.0,45.87,48.52,ETH-16FEB24,2309.11,47.2,0.0,0.0004,0.0006,14.0,0.025,0.0001,0.0012,"[[0.0006, 31.0], [0.0008, 312.0], [0.0018, 23.0], [0.0022, 2145.0], [0.003, 8.0], [0.02, 4.0]]","[[0.0004, 340.0], [0.0001, 249.0]]",0.000604,ETH-16FEB24-2800-C,0.0005,2302.81,5968329192,1706969660389,0.01258,-0.32152,0.17359,0.0002,0.0161,0.0,0.0,,,,week
0.0,11.0,0.0,499.48,ETH-16FEB24,2309.11,47.2,0.0,0.0,0.5115,0.0,0.2645,0.1785,,"[[0.5115, 11.0]]",[],0.208359,ETH-16FEB24-2800-P,0.2131,2302.81,5968327743,1706969660388,-0.96476,-0.32152,0.17359,0.0002,-0.9839,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,ETH-16FEB24,2309.11,100.0,0.0,0.0,0.0,0.0,0.0525,0.0001,,[],[],0.012146,ETH-16FEB24-2900-C,0.0113,2302.81,5961676711,1706969660388,0.09575,-3.58263,0.91287,0.00049,0.13005,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,ETH-16FEB24,2309.11,100.0,0.0,0.0,0.0,0.0,0.3335,0.223,,[],[],0.263035,ETH-16FEB24-2900-P,0.2671,2302.81,5961676421,1706969660388,-0.91649,-3.58263,0.91287,0.00049,-0.86995,0.0,0.0,,,,week
42.0,5.0,51.08,59.61,ETH-16FEB24,2309.11,100.0,0.0,0.0001,0.0004,20.0,0.0445,0.0001,0.0004,"[[0.0004, 5.0], [0.0008, 720.0], [0.0013, 1.0], [0.0015, 1440.0]]","[[0.0001, 42.0]]",0.008458,ETH-16FEB24-3000-C,0.0078,2302.81,5968328248,1706969660389,0.07072,-2.87279,0.732,0.00039,0.0955,0.0,0.0,,,,week
0.0,10.0,0.0,499.57,ETH-16FEB24,2309.11,100.0,0.0,0.0,0.5775,0.0,0.3715,0.2635,,"[[0.5775, 10.0]]",[],0.302481,ETH-16FEB24-3000-P,0.307,2302.81,5968327667,1706969660390,-0.97643,-2.87279,0.732,0.00039,-0.9045,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,ETH-16FEB24,2309.17,100.0,0.0,0.0,0.0,0.0,0.0375,0.0001,0.0001,[],[],0.005822,ETH-16FEB24-3100-C,0.0053,2302.79,5961676507,1706969662402,0.05138,-2.2493,0.57314,0.00031,0.06904,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,ETH-16FEB24,2309.15,100.0,0.0,0.0,0.0,500.0,0.4105,0.3045,0.3411,[],[],0.34298,ETH-16FEB24-3100-P,0.3478,2302.79,5967325807,1706969662403,-1.03068,-2.24913,0.57309,0.00031,-0.93097,395253.04,500.0,0.0,0.3411,0.3411,week
0.0,0.0,0.0,0.0,ETH-16FEB24,2309.17,100.0,0.0,0.0,0.0,0.0,0.0315,0.0001,,[],[],0.003965,ETH-16FEB24-3200-C,0.0036,2302.79,5961676782,1706969662403,0.03675,-1.72318,0.43908,0.00024,0.04917,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,ETH-16FEB24,2309.15,100.0,0.0,0.0,0.0,0.0,0.4505,0.346,,[],[],0.384257,ETH-16FEB24-3200-P,0.3894,2302.73,5961676518,1706969663409,-1.08021,-1.72304,0.43904,0.00024,-0.95083,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,ETH-16FEB24,2309.15,100.0,0.0,0.0,0.0,0.0,0.026,0.0001,,[],[],0.002675,ETH-16FEB24-3300-C,0.0024,2302.73,5961676557,1706969663409,0.02593,-1.29469,0.32989,0.00018,0.03456,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,ETH-16FEB24,2309.15,100.0,0.0,0.0,0.0,500.0,0.4915,0.388,0.4278,[],[],0.426101,ETH-16FEB24-3300-P,0.4315,2302.73,5967340695,1706969663410,-1.12593,-1.29469,0.32989,0.00018,-0.96544,496656.55,500.0,0.0,0.4278,0.4278,week
0.0,0.0,0.0,0.0,ETH-16FEB24,2309.09,100.0,0.0,0.0,0.0,0.0,0.022,0.0001,,[],[],0.001789,ETH-16FEB24-3400-C,0.0016,2302.69,5961676701,1706969664417,0.01806,-0.95577,0.24354,0.00013,0.02399,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,ETH-16FEB24,2309.09,100.0,0.0,0.0,0.0,0.0,0.533,0.43,0.568,[],[],0.468349,ETH-16FEB24-3400-P,0.474,2302.69,5961676654,1706969664417,-1.16871,-0.95577,0.24354,0.00013,-0.97601,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,ETH-16FEB24,2309.07,100.0,0.0,0.0,0.0,0.0,0.018,0.0001,0.0001,[],[],0.001186,ETH-16FEB24-3500-C,0.001,2302.63,5961676589,1706969665423,0.01244,-0.69474,0.17702,0.0001,0.01647,0.0,0.0,,,,week
0.0,0.0,0.0,0.0,ETH-16FEB24,2309.07,100.0,0.0,0.0,0.0,0.0,0.575,0.472,0.3595,[],[],0.510881,ETH-16FEB24-3500-P,0.5168,2302.63,5961676559,1706969665424,-1.20923,-0.69474,0.17702,0.0001,-0.98353,0.0,0.0,,,,week
0.0,31.0,0.0,499.42,ETH-23FEB24,2311.01,100.0,0.0,0.0,0.663,0.0,0.582,0.5525,0.6703,"[[0.663, 31.0]]",[],0.569261,ETH-23FEB24-1000-C,0.5673,2302.63,5968304996,1706969665424,0.5407,-0.0054,0.00213,0.0,0.9999,0.0,0.0,,,,month
1.0,3.0,123.98,146.37,ETH-23FEB24,2311.01,100.0,0.0,0.0001,0.0005,0.0,0.015,0.0001,0.0001,"[[0.0005, 3.0], [0.0007, 720.0], [0.99, 592.0]]","[[0.0001, 1.0]]",6e-06,ETH-23FEB24-1000-P,0.0,2302.63,5968316470,1706969665423,-0.00013,-0.0054,0.00213,0.0,-0.0001,0.0,0.0,,,,month
0.0,26.0,0.0,499.06,ETH-23FEB24,2311.01,99.92,0.0,0.0,0.6175,39.0,0.4985,0.465,0.574,"[[0.6175, 26.0]]",[],0.483225,ETH-23FEB24-1200-C,0.4809,2302.63,5968329282,1706969665423,0.64677,-0.07278,0.02876,1e-05,0.99834,0.0,0.0,,,,month
1.0,2.0,98.35,119.19,ETH-23FEB24,2311.01,99.92,0.0,0.0001,0.0006,88.0,0.015,0.0001,0.0001,"[[0.0006, 2.0], [0.0007, 2.0], [0.0008, 360.0], [0.0015, 720.0]]","[[0.0001, 1.0]]",0.000118,ETH-23FEB24-1200-P,0.0001,2302.63,5968329482,1706969665424,-0.00222,-0.07278,0.02876,1e-05,-0.00166,0.0,0.0,,,,month
480.0,480.0,0.0,124.67,ETH-23FEB24,2310.93,81.22,0.0,0.3905,0.398,199.0,0.415,0.3755,0.39,"[[0.398, 480.0], [0.3985, 480.0], [0.6, 1.0]]","[[0.3905, 480.0]]",0.397168,ETH-23FEB24-1400-C,0.3944,2302.65,5968325668,1706969667438,0.75319,-0.1011,0.04915,2e-05,0.997,0.0,0.0,,,,month
600.0,1.0,76.56,85.84,ETH-23FEB24,2310.95,81.22,0.0,0.0001,0.0003,30.0,0.015,0.0001,0.0032,"[[0.0003, 1.0], [0.0008, 720.0], [0.0016, 1640.0]]","[[0.0001, 600.0]]",0.000211,ETH-23FEB24-1400-P,0.0002,2302.65,5968326236,1706969667440,-0.00397,-0.10109,0.04914,2e-05,-0.003,0.0,0.0,,,,month
240.0,484.0,0.0,98.36,ETH-23FEB24,2310.95,74.63,0.0,0.3465,0.353,500.0,0.3735,0.331,0.352,"[[0.353, 484.0]]","[[0.3465, 240.0], [0.3435, 480.0]]",0.354274,ETH-23FEB24-1500-C,0.3512,2302.66,5968327308,1706969668445,0.80465,-0.14649,0.07749,4e-05,0.99502,194587.94,240.0,0.0,0.352,0.352,month
23.0,307.0,71.66,77.59,ETH-23FEB24,2310.95,74.63,0.0,0.0002,0.0004,52.0,0.015,0.0001,0.0002,"[[0.0004, 307.0], [0.0006, 1.0], [0.0009, 720.0], [0.0016, 720.0], [0.007, 1.0]]","[[0.0002, 23.0], [0.0001, 664.0]]",0.000391,ETH-23FEB24-1500-P,0.0003,2302.66,5968321926,1706969668444,-0.00659,-0.14649,0.07749,4e-05,-0.00498,21.36,46.0,0.0,0.0002,0.0002,month
0.0,19.0,0.0,499.16,ETH-23FEB24,2310.95,67.73,0.0,0.0,0.541,0.0,0.332,0.2865,,"[[0.541, 19.0]]",[],0.311344,ETH-23FEB24-1600-C,0.3081,2302.66,5968328668,1706969668444,0.8549,-0.20007,0.11663,6e-05,0.99209,0.0,0.0,,,,month
155.0,457.0,64.76,70.68,ETH-23FEB24,2310.96,67.72,0.0,0.0003,0.0006,238.0,0.015,0.0001,0.0004,"[[0.0006, 457.0], [0.0007, 140.0], [0.001, 360.0], [0.0017, 720.0]]","[[0.0003, 155.0], [0.0001, 682.0]]",0.000536,ETH-23FEB24-1600-P,0.0004,2302.69,5968327833,1706969669459,-0.01042,-0.20003,0.11661,6e-05,-0.00791,0.0,0.0,,,,month
0.0,17.0,0.0,499.25,ETH-23FEB24,2310.96,56.29,0.0,0.0,0.5085,0.0,0.2505,0.1975,0.0001,"[[0.5085, 17.0]]",[],0.226004,ETH-23FEB24-1800-C,0.2223,2302.69,5968312248,1706969669458,0.94173,-0.43524,0.30529,0.00019,0.97583,0.0,0.0,,,,month
98.0,21.0,55.14,57.42,ETH-23FEB24,2310.99,56.28,0.0,0.0011,0.0014,262.0,0.016,0.0001,0.0015,"[[0.0014, 21.0], [0.0022, 100.0], [0.0023, 2151.0], [0.0027, 10.0], [0.003, 10.0], [0.004, 500.0], [0.0215, 6.0]]","[[0.0011, 98.0], [0.0009, 140.0], [0.0007, 52.0], [0.0005, 5.0], [0.0004, 359.0], [0.0002, 20.0], [0.0001, 1.0]]",0.001345,ETH-23FEB24-1800-P,0.0012,2302.72,5968329678,1706969670465,-0.03175,-0.43511,0.30521,0.00019,-0.02416,0.0,0.0,,,,month
480.0,480.0,0.0,60.2,ETH-23FEB24,2310.99,50.53,0.0,0.1715,0.1825,255.0,0.2105,0.1535,0.182,"[[0.1825, 480.0], [0.185, 480.0]]","[[0.1715, 480.0]]",0.183732,ETH-23FEB24-1900-C,0.1799,2302.72,5968327043,1706969670465,0.97213,-0.61967,0.48416,0.00033,0.95775,42468.49,101.0,0.0,0.182,0.182,month
480.0,10.0,49.49,51.41,ETH-23FEB24,2310.99,50.53,0.0,0.0019,0.0023,276.0,0.017,0.0001,0.002,"[[0.0023, 10.0], [0.0024, 58.0], [0.0027, 42.0], [0.0032, 711.0], [0.004, 100.0], [0.012, 3.0], [0.015, 4.0]]","[[0.0019, 480.0], [0.0015, 1.0], [0.0011, 710.0], [0.0002, 2133.0], [0.0001, 1.0]]",0.002147,ETH-23FEB24-1900-P,0.0021,2302.72,5968329411,1706969670465,-0.05545,-0.61967,0.48416,0.00033,-0.04225,101.78,22.0,0.0,0.002,0.002,month
240.0,224.0,40.68,50.93,ETH-23FEB24,2311.02,45.83,0.0,0.137,0.1405,210.0,0.1715,0.11,0.137,"[[0.1405, 224.0], [0.143, 480.0], [0.196, 1.0], [0.25, 2.0]]","[[0.137, 240.0], [0.1365, 240.0], [0.09, 5.0], [0.062, 10.0]]",0.142104,ETH-23FEB24-2000-C,0.1386,2302.73,5968328810,1706969671471,0.97745,-0.92189,0.79411,0.0006,0.92065,248447.07,763.0,-2.1429,0.137,0.143,month
412.0,54.0,45.25,46.41,ETH-23FEB24,2311.02,45.83,0.0,0.0038,0.0042,1604.0,0.023,0.0001,0.0035,"[[0.0042, 54.0], [0.0043, 521.0], [0.0044, 202.0], [0.0045, 42.0], [0.005, 693.0], [0.0075, 994.0], [0.009, 200.0]]","[[0.0038, 412.0], [0.0037, 445.0], [0.0036, 190.0], [0.0034, 38.0], [0.003, 345.0], [0.0015, 1.0]]",0.003594,ETH-23FEB24-2000-P,0.004,2302.73,5968328914,1706969671472,-0.10418,-0.92189,0.79411,0.0006,-0.07935,5338.62,581.0,-18.6047,0.0032,0.0043,month
2.0,480.0,37.42,45.77,ETH-23FEB24,2311.03,41.91,0.0,0.097,0.1015,27.0,0.134,0.07,0.096,"[[0.1015, 480.0], [0.104, 480.0], [0.1045, 480.0]]","[[0.097, 2.0], [0.0935, 480.0]]",0.102827,ETH-23FEB24-2100-C,0.0993,2302.76,5968329087,1706969672479,0.93674,-1.33718,1.25974,0.00104,0.8488,0.0,0.0,,,,month
225.0,1665.0,40.99,42.82,ETH-23FEB24,2311.03,41.91,0.0,0.0075,0.0085,499.0,0.0325,0.0001,0.0085,"[[0.0085, 1665.0], [0.009, 418.0], [0.0115, 5.0], [0.029, 4.0]]","[[0.0075, 225.0], [0.007, 454.0], [0.0065, 319.0], [0.005, 646.0], [0.0015, 4.0]]",0.007391,ETH-23FEB24-2100-P,0.008,2302.76,5968328104,1706969672478,-0.19896,-1.33718,1.25974,0.00104,-0.1512,13715.32,738.0,-5.5556,0.0075,0.009,month
34.0,480.0,33.88,46.01,ETH-23FEB24,2311.06,39.5,0.0,0.0605,0.07,173.0,0.101,0.0365,0.0625,"[[0.07, 480.0], [0.135, 15.0], [0.1435, 100.0]]","[[0.0605, 34.0], [0.0585, 480.0]]",0.06711,ETH-23FEB24-2200-C,0.0648,2302.76,5968327039,1706969672481,0.81855,-1.81117,1.81003,0.00159,0.71972,0.0,0.0,,,,month
27.0,916.0,38.55,40.47,ETH-23FEB24,2311.06,39.5,0.0,0.016,0.0175,299.0,0.048,0.0018,0.017,"[[0.0175, 916.0], [0.0185, 17.0], [0.0195, 548.0], [0.027, 1.0], [0.028, 2.0], [0.04, 16.0], [0.0425, 10.0], [0.0445, 10.0]]","[[0.016, 27.0], [0.0135, 1674.0], [0.0001, 20.0]]",0.014749,ETH-23FEB24-2200-P,0.0167,2302.71,5968327966,1706969673485,-0.37123,-1.81118,1.81003,0.00159,-0.28028,142662.03,3603.0,-19.0476,0.0145,0.021,month
1175.0,20.0,37.35,38.43,ETH-23FEB24,2311.06,38.04,0.0,0.037,0.038,1283.0,0.0725,0.015,0.0375,"[[0.038, 20.0], [0.0385, 179.0], [0.039, 36.0], [0.041, 960.0], [0.065, 5.0], [0.12, 75.0], [0.1735, 10.0]]","[[0.037, 1175.0], [0.0335, 2.0]]",0.040535,ETH-23FEB24-2300-C,0.0376,2302.71,5968329299,1706969673485,0.62689,-2.05596,2.13373,0.00194,0.53922,293876.54,3171.0,-7.4074,0.0375,0.043,month
126.0,36.0,37.66,38.74,ETH-23FEB24,2311.06,38.04,0.0,0.0325,0.0335,2115.0,0.0695,0.012,0.032,"[[0.0335, 36.0], [0.034, 126.0], [0.0435, 1.0], [0.077, 2.0], [0.09, 4.0], [0.1085, 2.0]]","[[0.0325, 126.0], [0.032, 454.0], [0.0315, 22.0], [0.0305, 483.0], [0.022, 10.0]]",0.031248,ETH-23FEB24-2300-P,0.0329,2302.71,5968329001,1706969673485,-0.61697,-2.05596,2.13373,0.00194,-0.46078,353907.13,4354.0,-17.9487,0.029,0.039,month
52.0,195.0,38.11,39.84,ETH-23FEB24,2311.06,38.98,0.0,0.02,0.0215,1233.0,0.0525,0.0055,0.022,"[[0.0215, 195.0], [0.022, 374.0], [0.0225, 20.0], [0.023, 1018.0], [0.0335, 30.0], [0.1235, 2.0], [0.2, 1.0]]","[[0.02, 52.0], [0.019, 128.0], [0.018, 1018.0], [0.01, 100.0], [0.0001, 26.0]]",0.022498,ETH-23FEB24-2400-C,0.0207,2302.71,5968325731,1706969673485,0.41803,-1.97595,2.0013,0.00178,0.35522,155951.87,2908.0,-10.2041,0.021,0.0245,month
95.0,1536.0,36.96,41.01,ETH-23FEB24,2311.06,38.98,0.0,0.0575,0.061,295.0,0.1005,0.0305,0.0585,"[[0.061, 1536.0], [0.0615, 32.0], [0.11, 1.0]]","[[0.0575, 95.0], [0.0555, 480.0]]",0.056286,ETH-23FEB24-2400-P,0.0592,2302.71,5968328746,1706969673485,-0.87991,-1.97595,2.0013,0.00178,-0.64478,4445.93,33.0,0.0,0.0585,0.0585,month
267.0,176.0,40.4,41.85,ETH-23FEB24,2311.06,41.13,0.0,0.011,0.012,888.0,0.039,0.0001,0.0125,"[[0.012, 176.0], [0.031, 1.0], [0.038, 30.0], [0.045, 4.0], [0.06, 2.0]]","[[0.011, 267.0], [0.0105, 592.0], [0.01, 1000.0]]",0.012498,ETH-23FEB24-2500-C,0.0115,2302.71,5968328989,1706969673485,0.25998,-1.65562,1.58931,0.00134,0.21951,46906.85,1442.0,-13.7931,0.0125,0.015,month
480.0,960.0,30.96,49.01,ETH-23FEB24,2311.01,41.13,0.0,0.087,0.099,984.0,0.1365,0.0605,0.0855,"[[0.099, 960.0]]","[[0.087, 480.0], [0.0855, 960.0], [0.0825, 1.0], [0.069, 6.0]]",0.08936,ETH-23FEB24-2500-P,0.0933,2302.76,5968329039,1706969675500,-1.09214,-1.65521,1.58896,0.00134,-0.78056,0.0,0.0,,,,month
9.0,262.0,43.57,45.52,ETH-23FEB24,2311.01,44.34,0.0,0.0065,0.0075,2638.0,0.0305,0.0001,0.007,"[[0.0075, 262.0], [0.0105, 100.0], [0.0115, 300.0], [0.0125, 200.0], [0.013, 300.0]]","[[0.0065, 9.0], [0.006, 445.0], [0.0055, 5.0], [0.005, 1290.0], [0.0025, 2.0], [0.0001, 15.0]]",0.00713,ETH-23FEB24-2600-C,0.0069,2302.76,5968329343,1706969675500,0.16339,-1.32796,1.18232,0.00092,0.13762,13358.53,773.0,-22.2222,0.007,0.009,month
1.0,19.0,43.48,45.43,ETH-23FEB24,2311.01,44.34,0.0,0.1315,0.1325,427.0,0.1765,0.097,0.1305,"[[0.1325, 19.0], [0.133, 287.0], [0.1375, 960.0]]","[[0.1315, 1.0], [0.131, 68.0], [0.1305, 19.0], [0.0425, 1.0]]",0.127067,ETH-23FEB24-2600-P,0.1319,2302.76,5968329831,1706969675499,-1.24271,-1.32796,1.18232,0.00092,-0.86238,563893.92,1863.0,-7.1174,0.123,0.1405,month
1.0,150.0,47.52,48.57,ETH-23FEB24,2311.01,47.79,0.0,0.0043,0.0047,1115.0,0.025,0.0001,0.0044,"[[0.0047, 150.0], [0.006, 1404.0], [0.007, 300.0], [0.016, 520.0], [0.017, 270.0], [0.018, 560.0]]","[[0.0043, 1.0], [0.0041, 186.0], [0.004, 176.0], [0.0038, 14.0], [0.0036, 1.0], [0.0034, 684.0], [0.0027, 682.0], [0.0015, 8.0]]",0.004326,ETH-23FEB24-2700-C,0.0044,2302.76,5968328073,1706969675499,0.10626,-1.05134,0.86858,0.00063,0.08942,11317.85,992.0,-20.0,0.004,0.006,month
959.0,480.0,27.68,55.39,ETH-23FEB24,2311.01,47.79,0.0,0.1685,0.176,0.0,0.218,0.1365,0.182,"[[0.176, 480.0], [0.1785, 480.0]]","[[0.1685, 959.0], [0.166, 480.0]]",0.167338,ETH-23FEB24-2700-P,0.1727,2302.76,5968329652,1706969675499,-1.35393,-1.05134,0.86858,0.00063,-0.91058,0.0,0.0,,,,month
126.0,1564.0,50.63,52.4,ETH-23FEB24,2311.01,51.51,0.0,0.0028,0.0033,517.0,0.0215,0.0001,0.0029,"[[0.0033, 1564.0], [0.0043, 700.0], [0.012, 221.0], [0.013, 920.0], [0.014, 242.0]]","[[0.0028, 126.0], [0.0025, 176.0], [0.002, 10.0], [0.0019, 351.0], [0.0011, 2100.0], [0.0008, 1.0]]",0.002934,ETH-23FEB24-2800-C,0.003,2302.76,5968326954,1706969675500,0.07304,-0.8514,0.65256,0.00044,0.06148,2484.87,344.0,-21.6216,0.0029,0.0037,month
458.0,480.0,0.0,59.94,ETH-23FEB24,2311.01,51.51,0.0,0.2115,0.2175,229.0,0.261,0.1775,0.2315,"[[0.2175, 480.0], [0.22, 480.0]]","[[0.2115, 458.0], [0.21, 480.0]]",0.20902,ETH-23FEB24-2800-P,0.2146,2302.76,5968329372,1706969675500,-1.44123,-0.8514,0.65256,0.00044,-0.93852,0.0,0.0,,,,month
290.0,356.0,53.67,55.12,ETH-23FEB24,2311.01,54.39,0.0,0.0019,0.0022,39.0,0.018,0.0001,0.0018,"[[0.0022, 356.0], [0.0023, 454.0], [0.0024, 454.0], [0.0026, 32.0], [0.0033, 710.0], [0.005, 200.0], [0.008, 3.0], [0.013, 1.0]]","[[0.0019, 290.0], [0.0018, 158.0], [0.0016, 25.0], [0.0015, 11.0], [0.001, 356.0], [0.0002, 710.0]]",0.001994,ETH-23FEB24-2900-C,0.002,2302.76,5968329761,1706969675500,0.04953,-0.65967,0.47881,0.0003,0.04168,233.5,48.0,-28.0,0.0018,0.0025,month
0.0,10.0,0.0,499.14,ETH-23FEB24,2311.01,54.39,0.0,0.0,0.63,0.0,0.3035,0.219,0.1295,"[[0.63, 10.0]]",[],0.251149,ETH-23FEB24-2900-P,0.2569,2302.76,5968326884,1706969675499,-1.51882,-0.65967,0.47881,0.0003,-0.95832,0.0,0.0,,,,month
10.0,148.0,57.05,58.31,ETH-23FEB24,2311.01,57.22,0.0,0.0014,0.0016,254.0,0.016,0.0001,0.0019,"[[0.0016, 148.0], [0.0018, 680.0], [0.0019, 153.0], [0.002, 16.0], [0.0022, 10.0], [0.0026, 715.0], [0.007, 1.0], [0.008, 1.0]]","[[0.0014, 10.0], [0.001, 193.0], [0.0009, 20.0], [0.0008, 1.0], [0.0005, 358.0], [0.0002, 10.0], [0.0001, 92.0]]",0.001437,ETH-23FEB24-3000-C,0.0014,2302.76,5968325670,1706969675500,0.03459,-0.51683,0.35656,0.00022,0.0291,0.0,0.0,,,,month
0.0,10.0,0.0,499.18,ETH-23FEB24,2311.06,57.23,0.0,0.0,0.664,86.0,0.347,0.261,0.0001,"[[0.664, 10.0]]",[],0.293671,ETH-23FEB24-3000-P,0.2996,2302.75,5968326982,1706969679528,-1.58783,-0.51706,0.35671,0.00022,-0.97089,0.0,0.0,,,,month
300.0,173.0,61.97,65.09,ETH-23FEB24,2311.06,63.53,0.0,0.0007,0.001,94.0,0.0155,0.0001,0.001,"[[0.001, 173.0], [0.0011, 500.0], [0.0012, 517.0], [0.0019, 1438.0], [0.05, 2.0]]","[[0.0007, 300.0], [0.0005, 365.0], [0.0004, 19.0], [0.0001, 341.0]]",0.000691,ETH-23FEB24-3200-C,0.0008,2302.75,5968329275,1706969679527,0.01974,-0.35794,0.22242,0.00012,0.01664,0.0,0.0,,,,month
0.0,9.0,0.0,499.15,ETH-23FEB24,2311.06,63.53,0.0,0.0,0.733,100.0,0.4345,0.3445,0.226,"[[0.733, 9.0]]",[],0.379075,ETH-23FEB24-3200-P,0.3855,2302.75,5968328616,1706969679527,-1.71085,-0.35794,0.22242,0.00012,-0.98336,0.0,0.0,,,,month
43.0,141.0,66.92,70.25,ETH-23FEB24,2310.99,68.58,0.0,0.0004,0.0006,75.0,0.015,0.0001,0.019,"[[0.0006, 141.0], [0.0007, 1.0], [0.0008, 720.0], [0.0016, 720.0], [0.0023, 1.0], [0.1, 12.0]]","[[0.0004, 43.0], [0.0003, 173.0], [0.0002, 242.0], [0.0001, 201.0]]",0.00035,ETH-23FEB24-3400-C,0.0005,2302.76,5968329374,1706969680534,0.0114,-0.24036,0.13837,7e-05,0.00961,0.0,0.0,,,,month
