best_bid_amount,best_ask_amount,bid_iv,ask_iv,underlying_index,underlying_price,mark_iv,interest_rate,best_bid_price,best_ask_price,open_interest,max_price,min_price,last_price,asks,bids,settlement_price,instrument_name,mark_price,index_price,change_id,timestamp,greeks.rho,greeks.theta,greeks.vega,greeks.gamma,greeks.delta,stats.volume_usd,stats.volume,stats.price_change,stats.low,stats.high,settlement_period
0.0,0.0,0.0,0.0,ETH-28JUN24,2386.66,100.0,0.0,0.0,0.0,0.0,0.185,0.0385,0.0001,[],[],0.083266,ETH-28JUN24-4200-C,0.0825,2302.63,5961677121,1706969759081,1.89609,-1.74609,5.08946,0.00022,0.28146,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-28JUN24,2386.66,100.0,0.0,0.0,0.0,98.0,0.9845,0.756,0.594,[],[],0.837937,ETH-28JUN24-4200-P,0.8423,2302.63,5961677839,1706969759081,-14.87386,-1.74609,5.08946,0.00022,-0.71854,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-28JUN24,2386.66,100.0,0.0,0.0,0.0,0.0,0.1735,0.0325,0.689,[],[],0.074316,ETH-28JUN24-4400-C,0.0736,2302.63,5961677461,1706969759081,1.74929,-1.66876,4.86405,0.00021,0.25716,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-28JUN24,2386.66,100.0,0.0,0.0,0.0,0.0,1.0595,0.8305,,[],[],0.912544,ETH-28JUN24-4400-P,0.9172,2302.63,5961677274,1706969759081,-15.81924,-1.66876,4.86405,0.00021,-0.74284,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-28JUN24,2386.66,100.0,0.0,0.0,0.0,0.0,0.1625,0.0275,,[],[],0.066426,ETH-28JUN24-4600-C,0.0658,2302.63,5961677316,1706969759081,1.61284,-1.58999,4.63447,0.0002,0.235,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-28JUN24,2386.66,100.0,0.0,0.0,0.0,0.0,1.136,0.906,1.12,[],[],0.988209,ETH-28JUN24-4600-P,0.9932,2302.63,5961677246,1706969759082,-16.75425,-1.58999,4.63447,0.0002,-0.765,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-28JUN24,2386.66,100.0,0.0,0.0,0.0,0.0,0.153,0.0235,0.06,[],[],0.05946,ETH-28JUN24-4800-C,0.0588,2302.63,5961677902,1706969759081,1.4864,-1.51104,4.40435,0.00019,0.21482,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-28JUN24,2386.66,100.0,0.0,0.0,0.0,0.0,1.213,0.982,0.9905,[],[],1.064799,ETH-28JUN24-4800-P,1.0701,2302.63,5961677543,1706969759081,-17.67926,-1.51104,4.40435,0.00019,-0.78518,0.0,0.0,,,,month
22.0,379.0,66.58,77.62,ETH-28JUN24,2386.65,100.0,0.0,0.0095,0.02,1253.0,0.144,0.02,0.014,"[[0.02, 379.0], [0.024, 134.0]]","[[0.0095, 22.0], [0.008, 2.0], [0.007, 6.0], [0.0065, 1.0], [0.006, 1.0], [0.0025, 12.0], [0.0001, 1.0]]",0.0533,ETH-28JUN24-5000-C,0.0527,2302.64,5968331333,1706969762102,1.36949,-1.43287,4.1765,0.00018,0.19643,8074.33,250.0,0.0,0.014,0.014,month
0.0,6.0,0.0,499.26,ETH-28JUN24,2386.65,100.0,0.0,0.0,1.932,1072.0,1.291,1.0595,1.111,"[[1.932, 6.0]]",[],1.142195,ETH-28JUN24-5000-P,1.1477,2302.64,5968331455,1706969762102,-18.59474,-1.43287,4.1765,0.00018,-0.80357,5111.07,2.0,0.0,1.111,1.111,month
1.0,176.0,68.47,89.66,ETH-28JUN24,2386.67,100.0,0.0,0.004,0.019,74.0,0.1075,0.009,0.006,"[[0.019, 176.0]]","[[0.004, 1.0], [0.001, 20.0], [0.0001, 26.0]]",0.03149,ETH-28JUN24-6000-C,0.0311,2302.67,5968329193,1706969763109,0.90946,-1.07417,3.13096,0.00014,0.12653,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-28JUN24,2386.67,100.0,0.0,0.0,0.0,0.0,1.689,1.4525,,[],[],1.538164,ETH-28JUN24-6000-P,1.5451,2302.67,5961677360,1706969763110,-23.04761,-1.07417,3.13096,0.00014,-0.87347,0.0,0.0,,,,month
20.0,183.0,65.36,84.04,ETH-28JUN24,2386.67,100.0,0.0,0.001,0.007,317.0,0.0825,0.004,0.0192,"[[0.007, 183.0], [0.08, 2.0]]","[[0.001, 20.0], [0.0001, 41.0]]",0.019204,ETH-28JUN24-7000-C,0.0189,2302.67,5968328724,1706969763110,0.60804,-0.78896,2.29965,0.0001,0.08274,11099.57,250.0,0.0,0.0192,0.0192,month
0.0,0.0,0.0,0.0,ETH-28JUN24,2386.67,100.0,0.0,0.0,0.0,0.0,2.0975,1.8535,,[],[],1.943657,ETH-28JUN24-7000-P,1.9519,2302.67,5961677774,1706969763110,-27.34189,-0.78896,2.29965,0.0001,-0.91726,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-28JUN24,2386.67,100.0,0.0,0.0,0.0,50.0,0.064,0.0001,0.0001,[],[],0.012046,ETH-28JUN24-8000-C,0.0119,2302.67,5961677730,1706969763110,0.4111,-0.57554,1.67757,7e-05,0.055,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-28JUN24,2386.67,100.0,0.0,0.0,0.0,0.0,2.5125,2.2575,,[],[],2.354278,ETH-28JUN24-8000-P,2.3638,2302.67,5961677582,1706969763109,-31.53167,-0.57554,1.67757,7e-05,-0.945,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-28JUN24,2386.7,100.0,0.0,0.0,0.0,0.0,0.0505,0.0001,0.0001,[],[],0.007749,ETH-28JUN24-9000-C,0.0076,2302.6,5961677208,1706969765124,0.28157,-0.41993,1.22399,5e-05,0.03716,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-28JUN24,2386.7,100.0,0.0,0.0,0.0,0.0,2.932,2.663,2.587,[],[],2.76776,ETH-28JUN24-9000-P,2.7786,2302.6,5961677726,1706969765124,-35.65404,-0.41993,1.22399,5e-05,-0.96284,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-28JUN24,2386.64,100.0,0.0,0.0,0.0,0.0,0.0405,0.0001,,[],[],0.005097,ETH-28JUN24-10000-C,0.005,2302.65,5961677732,1706969766131,0.19539,-0.30751,0.89633,4e-05,0.02551,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-28JUN24,2386.64,100.0,0.0,0.0,0.0,100.0,3.355,3.069,4.2605,[],[],3.182887,ETH-28JUN24-10000-P,3.1949,2302.65,5961677621,1706969766130,-39.73307,-0.30751,0.89633,4e-05,-0.97449,0.0,0.0,,,,month
0.0,42.0,0.0,500.33,ETH-27SEP24,2430.17,72.07,0.0,0.0,0.9755,206.0,0.695,0.6595,0.665,"[[0.9755, 42.0]]",[],0.676003,ETH-27SEP24-800-C,0.6742,2302.65,5968075679,1706969766131,4.91807,-0.10463,0.68739,2e-05,0.98626,316263.33,206.0,0.0,0.665,0.665,month
40.0,138.0,70.48,73.66,ETH-27SEP24,2430.22,72.07,0.0,0.003,0.0039,495.0,0.018,0.0001,0.0034,"[[0.0039, 138.0], [0.004, 69.0], [0.0042, 1.0]]","[[0.003, 40.0], [0.0023, 5.0], [0.0002, 50.0], [0.0001, 804.0]]",0.003557,ETH-27SEP24-800-P,0.0034,2302.54,5968326275,1706969767138,-0.2707,-0.10462,0.68735,2e-05,-0.01374,7458.0,958.0,-12.8205,0.0002,0.0042,month
185.0,34.0,0.0,499.11,ETH-27SEP24,2430.22,67.46,0.0,0.5885,0.972,211.0,0.6245,0.5785,0.5865,"[[0.972, 34.0]]","[[0.5885, 185.0]]",0.597519,ETH-27SEP24-1000-C,0.5958,2302.54,5968328732,1706969767137,5.92522,-0.18083,1.26927,5e-05,0.97168,285704.85,211.0,0.0,0.5865,0.5865,month
12.0,1.0,64.92,93.01,ETH-27SEP24,2430.22,67.46,0.0,0.006,0.0265,826.0,0.029,0.0001,0.007,"[[0.0265, 1.0], [0.027, 1.0]]","[[0.006, 12.0], [0.003, 4.0], [0.0002, 100.0], [0.0001, 1054.0]]",0.00696,ETH-27SEP24-1000-P,0.0073,2302.54,5968330018,1706969767138,-0.56077,-0.18083,1.26927,5e-05,-0.02832,33681.74,2212.0,-12.5,0.0001,0.0085,month
231.0,30.0,53.45,500.4,ETH-27SEP24,2430.15,64.06,0.0,0.5125,0.9695,952.0,0.5575,0.4975,0.511,"[[0.9695, 30.0]]","[[0.5125, 231.0]]",0.521628,ETH-27SEP24-1200-C,0.5202,2302.58,5968331538,1706969768145,6.74393,-0.28175,2.08255,8e-05,0.948,283461.49,241.0,0.0,0.511,0.511,month
100.0,1.0,59.11,499.39,ETH-27SEP24,2430.15,64.06,0.0,0.01,0.463,1304.0,0.0445,0.0001,0.013,"[[0.463, 1.0], [14.0, 1.0]]","[[0.01, 100.0]]",0.012958,ETH-27SEP24-1200-P,0.0139,2302.58,5968330703,1706969768146,-1.03927,-0.28175,2.08255,8e-05,-0.052,37269.0,1198.0,-10.3448,0.0115,0.015,month
247.0,28.0,53.27,499.82,ETH-27SEP24,2430.15,58.78,0.0,0.475,0.968,998.0,0.5185,0.456,0.4685,"[[0.968, 28.0]]","[[0.475, 247.0]]",0.484695,ETH-27SEP24-1300-C,0.4798,2302.58,5968329022,1706969768145,7.25964,-0.28792,2.31915,0.0001,0.9404,267156.98,247.0,0.0,0.4685,0.4685,month
3.0,2.0,50.69,59.02,ETH-27SEP24,2430.15,58.78,0.0,0.008,0.015,1705.0,0.046,0.0001,0.0195,"[[0.015, 2.0], [0.0155, 1.0]]","[[0.008, 3.0]]",0.016969,ETH-27SEP24-1300-P,0.0148,2302.54,5968331546,1706969769154,-1.17215,-0.28792,2.31915,0.0001,-0.0596,19129.46,456.0,11.4286,0.0175,0.02,month
224.0,27.0,53.79,499.12,ETH-27SEP24,2430.15,58.78,0.0,0.4395,0.9665,1621.0,0.489,0.418,0.4375,"[[0.9665, 27.0]]","[[0.4395, 224.0]]",0.449002,ETH-27SEP24-1400-C,0.4451,2302.54,5968325924,1706969769153,7.47635,-0.36298,2.92374,0.00013,0.91949,249761.5,248.0,0.0,0.4375,0.4375,month
3.0,2.0,49.12,65.58,ETH-27SEP24,2430.15,58.78,0.0,0.011,0.03,1300.0,0.059,0.0065,0.025,"[[0.03, 2.0], [0.0305, 2.0]]","[[0.011, 3.0]]",0.022221,ETH-27SEP24-1400-P,0.0213,2302.54,5968330685,1706969769153,-1.60405,-0.36298,2.92374,0.00013,-0.08051,33917.08,621.0,6.383,0.023,0.025,month
195.0,26.0,53.7,499.82,ETH-27SEP24,2430.11,58.27,0.0,0.405,0.9655,1184.0,0.46,0.381,0.404,"[[0.9655, 26.0]]","[[0.405, 195.0]]",0.414566,ETH-27SEP24-1500-C,0.4113,2302.53,5968326001,1706969770158,7.64969,-0.43286,3.51755,0.00016,0.89667,178597.99,192.0,0.0,0.404,0.404,month
50.0,10.0,53.12,70.26,ETH-27SEP24,2430.11,58.27,0.0,0.0215,0.0475,1301.0,0.072,0.012,0.0315,"[[0.0475, 10.0], [0.048, 10.0]]","[[0.0215, 50.0]]",0.028728,ETH-27SEP24-1500-P,0.0286,2302.53,5968331527,1706969770159,-2.07931,-0.43286,3.51755,0.00016,-0.10333,35195.85,503.0,6.7797,0.0295,0.0315,month
216.0,26.0,53.51,500.35,ETH-27SEP24,2430.11,57.13,0.0,0.372,0.9645,1666.0,0.4305,0.345,0.3857,"[[0.9645, 26.0]]","[[0.372, 216.0]]",0.381627,ETH-27SEP24-1600-C,0.3779,2302.53,5968325926,1706969770160,7.79554,-0.49285,4.08441,0.00019,0.87252,651097.84,708.0,4.2432,0.37,0.4335,month
50.0,1.0,53.26,58.7,ETH-27SEP24,2430.09,57.13,0.0,0.03,0.039,1014.0,0.0845,0.0165,0.038,"[[0.039, 1.0], [0.0395, 1.0]]","[[0.03, 50.0], [0.0001, 140.0]]",0.036733,ETH-27SEP24-1600-P,0.0363,2302.47,5968331391,1706969771167,-2.58211,-0.49286,4.08446,0.00019,-0.12749,43416.27,489.0,0.0,0.038,0.04,month
185.0,26.0,53.5,499.31,ETH-27SEP24,2430.09,57.13,0.0,0.341,0.963,1369.0,0.4055,0.3115,0.3541,"[[0.963, 26.0]]","[[0.341, 185.0]]",0.349933,ETH-27SEP24-1700-C,0.3479,2302.47,5968326096,1706969771165,7.80243,-0.56766,4.70438,0.00021,0.84293,358160.6,446.0,4.4543,0.3335,0.3541,month
200.0,100.0,48.18,62.2,ETH-27SEP24,2430.09,57.13,0.0,0.031,0.0575,865.0,0.1015,0.0235,0.0469,"[[0.0575, 100.0], [0.058, 100.0]]","[[0.031, 200.0], [0.006, 1.0]]",0.045984,ETH-27SEP24-1700-P,0.0475,2302.47,5968326004,1706969771166,-3.22377,-0.56766,4.70438,0.00021,-0.15707,108477.45,979.0,-2.2917,0.0469,0.05,month
227.0,29.0,53.55,80.22,ETH-27SEP24,2430.11,55.17,0.0,0.312,0.3725,1193.0,0.3755,0.2775,0.3095,"[[0.3725, 29.0], [0.3735, 3.0], [0.3845, 4.0], [0.385, 4.0], [0.4085, 2.0], [0.4325, 4.0], [0.444, 1.0]]","[[0.312, 227.0]]",0.320243,ETH-27SEP24-1800-C,0.3154,2302.54,5968331598,1706969772174,7.87876,-0.60807,5.21845,0.00025,0.81532,146789.02,206.0,0.0,0.3095,0.3095,month
200.0,100.0,48.63,61.71,ETH-27SEP24,2430.11,55.17,0.0,0.0425,0.0705,1040.0,0.1135,0.0295,0.059,"[[0.0705, 100.0], [0.071, 100.0]]","[[0.0425, 200.0]]",0.057238,ETH-27SEP24-1800-P,0.0562,2302.54,5968327783,1706969772174,-3.79603,-0.60807,5.21845,0.00025,-0.18468,49525.87,363.0,-0.8403,0.059,0.0595,month
261.0,26.0,51.09,499.78,ETH-27SEP24,2430.11,54.98,0.0,0.279,0.961,1567.0,0.352,0.248,0.281,"[[0.961, 26.0]]","[[0.279, 261.0]]",0.292796,ETH-27SEP24-1900-C,0.2881,2302.51,5968326006,1706969773179,7.77573,-0.67025,5.77252,0.00027,0.78147,126163.84,195.0,0.0,0.281,0.281,month
100.0,100.0,48.33,61.62,ETH-27SEP24,2430.11,54.98,0.0,0.0545,0.086,1179.0,0.1325,0.0395,0.0705,"[[0.086, 100.0], [0.0865, 100.0], [0.19, 1.0]]","[[0.0545, 100.0], [0.054, 100.0]]",0.070736,ETH-27SEP24-1900-P,0.07,2302.51,5968331296,1706969773179,-4.54766,-0.67025,5.77252,0.00027,-0.21853,117513.32,704.0,-4.0816,0.0705,0.074,month
1.0,28.0,35.05,75.14,ETH-27SEP24,2430.11,53.33,0.0,0.214,0.316,453.0,0.3245,0.2175,0.3661,"[[0.316, 28.0], [0.317, 2.0], [0.33, 1.0], [0.356, 1.0]]","[[0.214, 1.0], [0.2125, 1.0], [0.04, 1.0]]",0.267353,ETH-27SEP24-2000-C,0.2588,2302.51,5968331953,1706969773180,7.71015,-0.70341,6.24519,0.00031,0.74802,0.0,0.0,,,,month
100.0,2.0,48.08,58.4,ETH-27SEP24,2430.07,53.33,0.0,0.0685,0.095,736.0,0.1475,0.0485,0.0905,"[[0.095, 2.0], [0.096, 1.0]]","[[0.0685, 100.0], [0.068, 200.0], [0.0001, 75.0]]",0.086237,ETH-27SEP24-2000-P,0.0819,2302.41,5968330336,1706969774187,-5.26203,-0.70341,6.24525,0.00031,-0.25199,75304.73,367.0,0.5556,0.088,0.0905,month
0.0,350.0,0.0,359.22,ETH-27SEP24,2430.07,53.07,0.0,0.0,0.8625,872.0,0.303,0.1915,0.8625,"[[0.8625, 350.0], [0.959, 28.0]]",[],0.242911,ETH-27SEP24-2100-C,0.2346,2302.41,5968081681,1706969774186,7.50337,-0.75004,6.69215,0.00033,0.71064,0.0,0.0,,,,month
100.0,100.0,48.05,61.65,ETH-27SEP24,2430.07,53.07,0.0,0.085,0.1225,1062.0,0.169,0.0615,0.1075,"[[0.1225, 100.0], [0.124, 100.0]]","[[0.085, 100.0], [0.0845, 200.0], [0.05, 1.0]]",0.102738,ETH-27SEP24-2100-P,0.0988,2302.41,5968329835,1706969774187,-6.11722,-0.75004,6.69215,0.00033,-0.28936,97755.17,395.0,-0.463,0.1065,0.1085,month
0.0,30.0,0.0,163.09,ETH-27SEP24,2429.97,53.04,0.0,0.0,0.514,240.0,0.2835,0.1685,0.2668,"[[0.514, 30.0], [0.515, 1.0]]",[],0.221716,ETH-27SEP24-2200-C,0.2127,2302.51,5968331410,1706969775195,7.24379,-0.79165,7.0671,0.00035,0.67232,0.0,0.0,,,,month
1.0,100.0,48.37,62.47,ETH-27SEP24,2429.97,53.04,0.0,0.1045,0.1455,468.0,0.1925,0.0775,0.127,"[[0.1455, 100.0], [0.1465, 100.0], [0.2385, 1.0]]","[[0.1045, 1.0], [0.104, 2.0]]",0.122488,ETH-27SEP24-2200-P,0.1181,2302.51,5968331419,1706969775195,-7.0254,-0.79165,7.0671,0.00035,-0.32768,92870.85,320.0,0.3953,0.125,0.127,month
1.0,31.0,54.63,499.7,ETH-27SEP24,2429.97,56.35,0.0,0.1975,0.957,811.0,0.2785,0.1565,0.2075,"[[0.957, 31.0]]","[[0.1975, 1.0], [0.0585, 2.0]]",0.202521,ETH-27SEP24-2300-C,0.2027,2302.51,5968326002,1706969775193,6.83044,-0.8746,7.34845,0.00034,0.6361,0.0,0.0,,,,month
100.0,100.0,47.87,62.42,ETH-27SEP24,2430.07,56.35,0.0,0.1235,0.1675,282.0,0.231,0.103,0.149,"[[0.1675, 100.0], [0.169, 100.0], [0.24, 1.0]]","[[0.1235, 100.0], [0.123, 100.0]]",0.144237,ETH-27SEP24-2300-P,0.1492,2302.46,5968329555,1706969776201,-8.08681,-0.8746,7.34852,0.00034,-0.36387,107375.81,316.0,1.0169,0.1465,0.149,month
1.0,33.0,55.02,499.52,ETH-27SEP24,2430.07,56.39,0.0,0.1805,0.956,309.0,0.262,0.1385,0.1815,"[[0.956, 33.0]]","[[0.1805, 1.0], [0.1795, 1.0], [0.15, 1.0], [0.111, 1.0]]",0.185012,ETH-27SEP24-2400-C,0.1848,2302.46,5968330913,1706969776200,6.55141,-0.9003,7.55879,0.00035,0.60045,236061.47,570.0,0.0,0.172,0.182,month
100.0,100.0,47.93,62.71,ETH-27SEP24,2430.07,56.39,0.0,0.146,0.192,433.0,0.2575,0.1235,0.1725,"[[0.192, 100.0], [0.1935, 100.0], [0.234, 1.0]]","[[0.146, 100.0], [0.145, 100.0]]",0.167672,ETH-27SEP24-2400-P,0.1724,2302.46,5968326008,1706969776200,-9.01499,-0.9003,7.55879,0.00035,-0.39955,106579.25,271.0,0.8772,0.1695,0.1725,month
20.0,40.0,55.23,65.21,ETH-27SEP24,2430.02,60.22,0.0,0.1645,0.196,240.0,0.2625,0.132,0.1665,"[[0.196, 40.0], [0.1965, 5.0], [0.37, 2.0], [0.515, 2.0]]","[[0.1645, 20.0], [0.1635, 10.0], [0.15, 10.0]]",0.168762,ETH-27SEP24-2500-C,0.1803,2302.51,5968330135,1706969777207,6.18925,-0.97628,7.67648,0.00033,0.57297,269756.66,702.0,-0.2994,0.164,0.168,month
100.0,100.0,48.07,63.36,ETH-27SEP24,2430.02,60.22,0.0,0.1705,0.219,467.0,0.3015,0.155,0.1995,"[[0.219, 100.0], [0.2205, 100.0]]","[[0.1705, 100.0], [0.1695, 100.0]]",0.192366,ETH-27SEP24-2500-P,0.2091,2302.51,5968330705,1706969777208,-10.02575,-0.97628,7.67648,0.00033,-0.42703,183062.95,397.0,1.7857,0.1955,0.2125,month
1.0,37.0,38.33,499.05,ETH-27SEP24,2430.07,55.84,0.0,0.095,0.954,720.0,0.2295,0.106,0.1515,"[[0.954, 37.0]]","[[0.095, 1.0], [0.094, 1.0], [0.0001, 1.0]]",0.153761,ETH-27SEP24-2600-C,0.1512,2302.46,5968325750,1706969778214,5.96585,-0.91829,7.78591,0.00036,0.52972,194263.87,551.0,-0.6557,0.1515,0.1555,month
88.0,19.0,54.86,499.22,ETH-27SEP24,2430.07,55.84,0.0,0.218,1.024,143.0,0.311,0.1675,0.2215,"[[1.024, 19.0]]","[[0.218, 88.0]]",0.21831,ETH-27SEP24-2600-P,0.2212,2302.46,5968331537,1706969778214,-10.89774,-0.91829,7.78591,0.00036,-0.47028,199139.01,380.0,-0.2252,0.221,0.2405,month
49.0,49.0,54.04,58.4,ETH-27SEP24,2430.07,56.22,0.0,0.1315,0.1455,480.0,0.2175,0.094,0.1398,"[[0.1455, 49.0]]","[[0.1315, 49.0]]",0.14126,ETH-27SEP24-2700-C,0.1385,2302.46,5968325998,1706969778215,5.65834,-0.92701,7.80744,0.00036,0.4975,270118.17,841.0,0.9386,0.138,0.14,month
87.0,17.0,55.1,499.65,ETH-27SEP24,2430.02,56.22,0.0,0.246,1.0645,62.0,0.342,0.194,0.2505,"[[1.0645, 17.0]]","[[0.246, 87.0]]",0.246753,ETH-27SEP24-2700-P,0.2496,2302.51,5968330274,1706969779223,-11.85414,-0.92699,7.80728,0.00036,-0.50252,212184.82,366.0,0.2,0.25,0.2565,month
49.0,49.0,54.41,58.78,ETH-27SEP24,2430.02,56.59,0.0,0.12,0.134,355.0,0.206,0.083,0.1265,"[[0.134, 49.0]]","[[0.12, 49.0]]",0.129509,ETH-27SEP24-2800-C,0.127,2302.51,5968321172,1706969779223,5.35747,-0.92998,7.78055,0.00036,0.4669,177428.5,603.0,-1.1719,0.1265,0.1285,month
86.0,1.0,55.27,94.38,ETH-27SEP24,2430.02,56.59,0.0,0.275,0.4,153.0,0.374,0.2215,0.2795,"[[0.4, 1.0], [0.402, 1.0]]","[[0.275, 86.0]]",0.275946,ETH-27SEP24-2800-P,0.2792,2302.51,5968331532,1706969779222,-12.80332,-0.92998,7.78055,0.00036,-0.5331,283788.76,429.0,-2.7826,0.2795,0.3145,month
100.0,100.0,51.24,64.62,ETH-27SEP24,2430.07,57.93,0.0,0.0985,0.141,467.0,0.2,0.076,0.1155,"[[0.141, 100.0], [0.142, 100.0]]","[[0.0985, 100.0], [0.0975, 100.0]]",0.118758,ETH-27SEP24-2900-C,0.1196,2302.48,5968329021,1706969780228,5.08228,-0.94517,7.72519,0.00035,0.44209,164820.67,615.0,0.0,0.114,0.1175,month
84.0,14.0,12.32,499.42,ETH-27SEP24,2430.07,57.93,0.0,0.195,1.145,1.0,0.4105,0.253,0.2505,"[[1.145, 14.0]]","[[0.195, 84.0]]",0.306139,ETH-27SEP24-2900-P,0.313,2302.48,5968331417,1706969780229,-13.72711,-0.94517,7.72519,0.00035,-0.55791,144475.88,250.0,0.0,0.2505,0.2505,month
100.0,101.0,51.65,66.93,ETH-27SEP24,2430.07,55.91,0.0,0.0895,0.1375,3868.0,0.18,0.062,0.1075,"[[0.1375, 101.0], [0.138, 1.0], [0.25, 2.0], [0.493, 35.0]]","[[0.0895, 100.0], [0.089, 100.0], [0.0775, 5.0], [0.0655, 19.0]]",0.109007,ETH-27SEP24-3000-C,0.1027,2302.48,5968331418,1706969780228,4.75033,-0.89511,7.58077,0.00035,0.40407,156221.57,631.0,-0.463,0.1065,0.108,month
121.0,14.0,53.74,499.74,ETH-27SEP24,2430.05,55.91,0.0,0.3305,1.1855,4.0,0.4335,0.2775,0.308,"[[1.1855, 14.0]]","[[0.3305, 121.0]]",0.337332,ETH-27SEP24-3000-P,0.3372,2302.49,5968331533,1706969781236,-14.70778,-0.8951,7.58068,0.00035,-0.59594,0.0,0.0,,,,month
100.0,100.0,52.08,65.37,ETH-27SEP24,2430.05,58.72,0.0,0.0815,0.1225,1156.0,0.182,0.0605,0.0965,"[[0.1225, 100.0], [0.123, 100.0]]","[[0.0815, 100.0], [0.0805, 100.0]]",0.099673,ETH-27SEP24-3100-C,0.1018,2302.49,5968330391,1706969781236,4.54868,-0.9315,7.51074,0.00033,0.39035,145785.78,644.0,-2.0305,0.0965,0.099,month
0.0,13.0,0.0,500.04,ETH-27SEP24,2430.05,58.72,0.0,0.0,1.226,1014.0,0.4785,0.3145,0.425,"[[1.226, 13.0]]",[],0.368942,ETH-27SEP24-3100-P,0.3774,2302.49,5968332203,1706969781236,-15.55791,-0.9315,7.51074,0.00033,-0.60965,241928.15,260.0,10.1036,0.3855,0.425,month
100.0,100.0,52.55,66.41,ETH-27SEP24,2430.05,59.48,0.0,0.0745,0.1165,1394.0,0.175,0.055,0.0915,"[[0.1165, 100.0], [0.117, 100.0]]","[[0.0745, 100.0], [0.074, 200.0]]",0.092253,ETH-27SEP24-3200-C,0.0952,2302.5,5968331355,1706969782243,4.31293,-0.92732,7.38141,0.00032,0.3688,143974.47,689.0,0.0,0.089,0.0915,month
0.0,12.0,0.0,499.26,ETH-27SEP24,2430.05,59.48,0.0,0.0,1.266,1120.0,0.515,0.348,0.4415,"[[1.266, 12.0]]",[],0.402467,ETH-27SEP24-3200-P,0.412,2302.5,5968331539,1706969782243,-16.44226,-0.92732,7.38141,0.00032,-0.6312,236478.93,240.0,6.3855,0.415,0.4415,month
10.0,100.0,58.78,66.42,ETH-27SEP24,2430.06,62.57,0.0,0.0775,0.1,92.0,0.1705,0.049,0.078,"[[0.1, 100.0], [0.1005, 100.0]]","[[0.0775, 10.0], [0.077, 10.0], [0.0765, 10.0], [0.069, 100.0]]",0.079253,ETH-27SEP24-3400-C,0.0885,2302.56,5968331174,1706969783249,3.95165,-0.94687,7.16483,0.0003,0.33925,90982.69,507.0,-0.6369,0.077,0.0785,month
0.0,11.0,0.0,499.71,ETH-27SEP24,2430.06,62.57,0.0,0.0,1.347,1081.0,0.596,0.42,0.504,"[[1.347, 11.0]]",[],0.471355,ETH-27SEP24-3400-P,0.4877,2302.56,5968330392,1706969783249,-18.10074,-0.94687,7.16483,0.0003,-0.66075,383246.79,333.0,3.4908,0.4865,0.5185,month
0.0,0.0,0.0,0.0,ETH-27SEP24,2430.06,100.0,0.0,0.0,0.0,42.0,0.3195,0.1215,0.85,[],[],0.191212,ETH-27SEP24-3600-C,0.1896,2302.56,5961677861,1706969783249,4.35586,-1.64299,7.77919,0.0002,0.466,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-27SEP24,2430.13,100.0,0.0,0.0,0.0,0.0,0.8305,0.5755,,[],[],0.665202,ETH-27SEP24-3600-P,0.6711,2302.7,5961677698,1706969784259,-18.99351,-1.64304,7.77944,0.0002,-0.53398,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-27SEP24,2430.13,100.0,0.0,0.0,0.0,0.0,0.305,0.1085,,[],[],0.176529,ETH-27SEP24-3800-C,0.175,2302.7,5961677278,1706969784259,4.16744,-1.62998,7.71761,0.0002,0.43943,0.0,0.0,,,,month
0.0,0.0,0.0,0.0,ETH-27SEP24,2430.27,100.0,0.0,0.0,0.0,80.0,0.901,0.641,1.2495,[],[],0.732408,ETH-27SEP24-3800-P,0.7387,2302.67,5961677619,1706969785262,-20.47891,-1.6301,7.71814,0.0002,-0.56055,0.0,0.0,,,,month
15.0,223.0,60.32,67.15,ETH-27SEP24,2430.27,100.0,0.0,0.0485,0.0655,1224.0,0.2915,0.097,0.058,"[[0.0655, 223.0], [0.1545, 2.0]]","[[0.0485, 15.0], [0.044, 100.0], [0.0425, 105.0], [0.039, 5.0], [0.025, 10.0]]",0.163206,ETH-27SEP24-4000-C,0.1618,2302.67,5968321051,1706969785264,3.98324,-1.61108,7.62812,0.0002,0.41448,0.0,0.0,,,,month
