,index,best_bid_amount,best_ask_amount,bid_iv,ask_iv,underlying_index,underlying_price,mark_iv,interest_rate,best_bid_price,best_ask_price,open_interest,max_price,min_price,last_price,asks,bids,settlement_price,instrument_name,mark_price,index_price,change_id,timestamp,greeks.rho,greeks.theta,greeks.vega,greeks.gamma,greeks.delta,stats.volume_usd,stats.volume,stats.price_change,stats.low,stats.high,settlement_period,Expiration Date,Strike Price,Expiration_Date,Time to Expiration,Implied Volatility,SMA Volatility,BS Price,BS Price_1,Market Price,Calculated_BS_Price,Error,Optimized_BS_Price,Residual,gross_profit_loss,management_fee,incentive_fee,net_profit_loss,Ending_Net_Asset_Value,Monthly_Rate_of_Return,Unrealized_Gain_Loss,Change_in_Open_Trade_Equity,Net_Performance_wo_Fees,Net_Performance,Additions_Withdrawals,Additions,Withdrawals,VAMI
354,355,5.0,1.1,69.37,72.22,BTC-29MAR24,43633.14,70.79,0.0,0.0009,0.0012,1214.0,0.501,0.0001,0.0012,"[[0.0012, 1.1], [0.0013, 29.0], [0.0014, 28.0], [0.0016, 5.0], [0.0023, 19.0], [0.0024, 43.0], [0.0085, 9.5], [0.0155, 16.7], [0.035, 2.0]]","[[0.0009, 5.0], [0.0008, 12.6], [0.0007, 7.0], [0.0002, 24.0], [0.0001, 48.0]]",0.00094304,BTC-29MAR24-24000-P,0.001,43021.19,20963042714,1706969497654,-0.73817,-2.97225,4.59687,0.0,-0.01024,1964.1,38.9,9.0909,0.0011,0.0012,month,2024-03-29,24000,2024-03-29,0.1506849315068493,0.70795,0.5300733333333334,19750.156408809988,19708.70880558685,0.0012,19679.418115550143,19679.416915550144,19669.277150103968,19669.27595010397,19679.416915550144,393.58836231100287,3935.883383110029,15349.945170129113,1015349.9451701291,0.015349945170129112,-19669.27595010397,-0.43879999999990105,15349.506370129113,11020.034624708082,4329.910545420986,4329.910545420986,0.0,2811370.371665502
355,356,25.0,50.0,0.0,87.97,BTC-29MAR24,43633.14,67.67,0.0,0.423,0.4325,137.5,0.928,0.0001,0.425,"[[0.4325, 50.0], [0.82, 0.8], [1.0, 25.0]]","[[0.423, 25.0], [0.0001, 1.0]]",0.42803833,BTC-29MAR24-25000-C,0.4282,43021.19,20963043062,1706969497656,36.62933,-3.26908,5.28894,0.0,0.98797,0.0,0.0,,,,month,2024-03-29,25000,2024-03-29,0.1506849315068493,0.43985,0.544735,18709.14094254594,18717.078068070867,0.425,18633.96628426699,18633.54128426699,18670.78286469163,18670.357864691632,18633.54128426699,372.6793256853398,3726.7082568533983,14534.15370172825,1014534.1537017282,0.01453415370172825,-18670.357864691632,998.918085412337,15533.071787140587,11433.684204601848,3100.4694971263616,3100.4694971263616,0.0,2852231.260759773
356,357,16.0,3.5,66.03,69.33,BTC-29MAR24,43633.53,67.67,0.0,0.001,0.0014,152.3,0.501,0.0001,0.0014,"[[0.0014, 3.5], [0.0016, 29.0], [0.0024, 38.0], [0.0025, 129.0], [0.0044, 1.0], [0.2185, 0.1], [0.22, 0.1]]","[[0.001, 16.0], [0.0009, 14.1], [0.0008, 2.0], [0.0002, 40.0]]",0.00108912,BTC-29MAR24-25000-P,0.0012,43021.18,20963045313,1706969498662,-0.86495,-3.26908,5.28887,0.0,-0.01203,119.66,2.0,0.0,0.0014,0.0014,month,2024-03-29,25000,2024-03-29,0.1506849315068493,0.6768000000000001,0.567295,18759.771645969857,18721.430737651437,0.0014,18686.2773978941,18686.2759978941,18671.17286469163,18671.17146469163,18686.2759978941,373.72554795788204,3737.25519957882,14575.295250357398,1014575.2952503574,0.014575295250357398,-18671.17146469163,-0.8135999999976775,14574.4816503574,10463.500902820699,4111.794347536663,4111.794347536663,0.0,2893803.3735076464
357,358,3.7,50.0,0.0,82.38,BTC-29MAR24,43633.53,64.88,0.0,0.404,0.4095,253.3,0.9055,0.0001,0.406,"[[0.4095, 50.0], [0.41, 7.0]]","[[0.404, 3.7], [0.403, 7.0], [0.4, 25.0], [0.0001, 1.0]]",0.40541949,BTC-29MAR24-26000-C,0.4055,43021.18,20963044092,1706969498661,37.96028,-3.66325,6.18117,0.0,0.98559,0.0,0.0,,,,month,2024-03-29,26000,2024-03-29,0.1506849315068493,0.4119,0.581025,17712.571562516954,17738.69158792904,0.406,17634.393514771244,17633.987514771245,17672.678579279298,17672.2725792793,17633.987514771245,352.6878702954249,3526.797502954249,13754.502141521572,1013754.5021415215,0.013754502141521572,-17672.2725792793,998.8988854123309,14753.401026933903,10873.91565368423,2880.586487837316,2880.586487837316,0.0,2933606.1982056997
358,359,5.0,0.2,63.48,66.3,BTC-29MAR24,43633.53,64.88,0.0,0.0012,0.0016,320.4,0.501,0.0001,0.0012,"[[0.0016, 0.2], [0.0018, 58.0], [0.0026, 19.0], [0.005, 2.0], [0.145, 2.0]]","[[0.0012, 5.0], [0.0011, 11.0], [0.001, 21.0], [0.0009, 8.0], [0.0005, 19.0], [0.0004, 22.0]]",0.00139232,BTC-29MAR24-26000-P,0.0014,43021.18,20963044850,1706969498661,-1.03379,-3.66325,6.18117,0.0,-0.01441,5.19,0.1,0.0,0.0012,0.0012,month,2024-03-29,26000,2024-03-29,0.1506849315068493,0.6489,0.602655,17771.334792468628,17747.271909593823,0.0012,17695.16762999009,17695.16642999009,17672.678579279298,17672.6773792793,17695.16642999009,353.9033525998018,3539.0332859980185,13802.22979139227,1013802.2297913922,0.01380222979139227,-17672.6773792793,-0.4048000000002503,13801.82499139227,9908.888352794449,3893.341438597774,3893.341438597774,0.0,2974096.5050707874
359,360,3.6,75.0,0.0,74.6,BTC-29MAR24,43633.88,60.47,0.0,0.358,0.3645,461.1,0.86,0.0001,0.349,"[[0.3645, 75.0], [0.5045, 10.0], [1.0, 125.0]]","[[0.358, 3.6], [0.355, 32.0], [0.078, 1.0], [0.0775, 2.0], [0.0002, 100.0]]",0.36022608,BTC-29MAR24-28000-C,0.3604,43020.98,20963043749,1706969499668,40.40786,-4.92464,8.91617,1e-05,0.97786,0.0,0.0,,,,month,2024-03-29,28000,2024-03-29,0.1506849315068493,0.373,0.6150883333333333,15719.5604204404,15816.977054255156,0.349,15635.4169274419,15635.0679274419,15676.040008454627,15675.691008454629,15635.0679274419,312.708338548838,3127.01358548838,12195.34600340468,1012195.3460034047,0.01219534600340468,-15675.691008454627,1996.9863708246721,14192.332374229352,10752.610450192135,1442.7355532125675,1442.7355532125675,0.0,3010366.6409976427
360,361,17.9,49.2,59.5,61.45,BTC-29MAR24,43633.88,60.47,0.0,0.0019,0.0023,289.6,0.502,0.0001,0.0028,"[[0.0023, 49.2], [0.0025, 3.0], [0.0026, 2.0], [0.0033, 129.0], [0.019, 10.0], [0.029, 0.1], [0.03, 1.0]]","[[0.0019, 17.9], [0.0017, 14.0], [0.0015, 2.0], [0.0011, 1.0], [0.0005, 21.0], [0.0002, 2.0]]",0.00204297,BTC-29MAR24-28000-P,0.0021,43020.98,20963045381,1706969499668,-1.58575,-4.92464,8.91617,1e-05,-0.02214,0.0,0.0,,,,month,2024-03-29,28000,2024-03-29,0.1506849315068493,0.60475,0.6352466666666667,15807.61417827614,15836.861352607517,0.0028,15726.528747738424,15726.525947738422,15676.040008454627,15676.037208454629,15726.525947738424,314.5305749547685,3145.305189547685,12266.69018323597,1012266.6901832359,0.01226669018323597,-15676.037208454627,-0.34619999999995343,12266.34398323597,8806.508218733517,3460.181964502397,3460.181964502397,0.0,3047293.8759207097
361,362,3.6,75.0,0.0,67.94,BTC-29MAR24,43633.68,56.26,0.0,0.312,0.32,338.2,0.8155,0.0001,0.301,"[[0.32, 75.0], [0.3205, 7.0], [0.7, 1.0]]","[[0.312, 3.6], [0.3095, 32.0], [0.2, 9.9], [0.0001, 1.0]]",0.31533866,BTC-29MAR24-30000-C,0.3156,43020.96,20963045220,1706969500675,42.57966,-6.51115,12.6709,1e-05,0.96626,0.0,0.0,,,,month,2024-03-29,30000,2024-03-29,0.1506849315068493,0.3397,0.6465700000000001,13726.870066342468,13985.386998704442,0.301,13636.835739566215,13636.534739566216,13678.85143762996,13678.55043762996,13636.534739566216,272.7367147913243,2727.306947913243,10636.491076861648,1010636.4910768616,0.010636491076861649,-13678.550437629961,1997.4867708246657,12633.977847686314,9633.934184981747,1002.5568918798781,1002.5568918798781,0.0,3079706.3900405155
362,363,1.1,27.6,55.06,57.47,BTC-29MAR24,43633.68,56.26,0.0,0.0028,0.0035,271.4,0.503,0.0001,0.003,"[[0.0035, 27.6], [0.0036, 6.0], [0.0042, 18.0], [0.0043, 1.0], [0.0044, 43.0], [0.005, 1.0], [0.006, 30.0], [0.0155, 2.0], [0.06, 4.4], [0.25, 5.0]]","[[0.0028, 1.1], [0.0027, 7.0], [0.0025, 14.0], [0.0023, 1.0], [0.0022, 2.0], [0.0011, 18.0], [0.0009, 43.0], [0.0001, 6.0]]",0.00299962,BTC-29MAR24-30000-P,0.0031,43020.96,20963045374,1706969500676,-2.41349,-6.51115,12.6709,1e-05,-0.03374,0.0,0.0,,,,month,2024-03-29,30000,2024-03-29,0.1506849315068493,0.56265,0.6653249999999999,13857.734913715434,14020.034835134533,0.003,13772.27877469072,13772.27577469072,13678.85143762996,13678.84843762996,13772.27577469072,275.4455754938144,2754.455154938144,10742.375044258763,1010742.3750442588,0.010742375044258762,-13678.84843762996,-0.29799999999886495,10742.077044258764,7712.176313826805,3030.198730431972,3030.198730431972,0.0,3112789.751108531
363,364,7.0,50.0,38.55,61.81,BTC-29MAR24,43633.68,52.12,0.0,0.2675,0.276,316.5,0.771,0.0001,0.2565,"[[0.276, 50.0], [0.2765, 7.0], [0.7805, 32.4]]","[[0.2675, 7.0], [0.267, 8.0], [0.266, 7.0], [0.265, 25.0], [0.0001, 175.0]]",0.27109797,BTC-29MAR24-32000-C,0.2713,43020.96,20963044849,1706969500677,44.36443,-8.40241,17.64934,1e-05,0.9492,0.0,0.0,,,,month,2024-03-29,32000,2024-03-29,0.1506849315068493,0.5018,0.6820516666666666,11895.378416907955,12300.870292180018,0.2565,11805.490132585688,11805.233632585689,11681.862866805292,11681.606366805292,11805.233632585689,236.10980265171378,2361.046726517138,9208.077103416837,1009208.0771034168,0.009208077103416838,-11681.606366805292,1997.2420708246682,11205.319174241506,8608.162645072654,599.9144583441303,599.9144583441303,0.0,3141452.559143464
364,365,9.3,6.0,51.51,52.75,BTC-29MAR24,43634.02,52.12,0.0,0.0044,0.0049,221.1,0.5045,0.0001,0.0048,"[[0.0049, 6.0], [0.005, 6.0], [0.0055, 9.0], [0.0065, 84.0], [0.0125, 2.0], [0.0145, 5.0], [0.015, 1.0], [0.0275, 3.0], [0.074, 10.0]]","[[0.0044, 9.3], [0.0043, 14.0], [0.0042, 1.0], [0.0035, 42.0], [0.0028, 6.0], [0.0023, 42.0], [0.0015, 3.0], [0.0001, 10.0]]",0.00460299,BTC-29MAR24-32000-P,0.0046,43020.73,20963045311,1706969501682,-3.62817,-8.40237,17.64898,1e-05,-0.0508,0.0,0.0,,,,month,2024-03-29,32000,2024-03-29,0.1506849315068493,0.5213,0.6994283333333333,11928.042966694493,12351.493391573593,0.0048,11838.983377765147,11838.978577765149,11682.202866805288,11682.198066805287,11838.978577765147,236.77966755530295,2367.7957155530294,9234.403194656814,1009234.4031946568,0.009234403194656814,-11682.198066805287,-0.5916999999953987,9233.811494656818,6629.2361115484855,2605.167083108343,2605.167083108343,0.0,3170461.998691481
365,366,31.0,75.0,30.88,56.53,BTC-29MAR24,43634.02,49.21,0.0,0.2215,0.233,328.6,0.728,0.0001,0.211,"[[0.233, 75.0]]","[[0.2215, 31.0], [0.221, 31.0], [0.08, 1.0], [0.045, 1.0], [0.04, 1.0], [0.035, 1.0], [0.03, 1.0], [0.025, 1.0], [0.02, 1.0], [0.0001, 1.0]]",0.22815175,BTC-29MAR24-34000-C,0.2283,43020.73,20963045012,1706969501682,45.25958,-11.30372,25.14804,2e-05,0.91989,145060.77,16.3,0.0,0.211,0.211,month,2024-03-29,34000,2024-03-29,0.1506849315068493,0.43705,0.7139966666666667,9932.218197928349,10779.285618039772,0.211,9838.253180478994,9838.042180478997,9685.214295980615,9685.003295980616,9838.042180478995,196.7650636095799,1967.608436095799,7673.668680773615,1007673.6686807736,0.007673668680773615,-9685.003295980616,1997.1947708246717,9670.863451598287,7506.489951892908,167.1787288806745,167.1787288806745,0.0,3194791.073634423
366,367,13.1,29.0,48.35,50.08,BTC-29MAR24,43634.02,49.21,0.0,0.007,0.008,165.0,0.507,0.0001,0.0075,"[[0.008, 29.0], [0.0085, 28.4], [0.02, 3.0], [0.0295, 1.0], [0.038, 2.0], [0.095, 10.0], [0.15, 1.0], [0.2, 2.0]]","[[0.007, 13.1], [0.006, 62.0], [0.005, 58.0], [0.002, 1.0], [0.0001, 12.0]]",0.00750083,BTC-29MAR24-34000-P,0.0075,43020.73,20963045310,1706969501682,-5.73266,-11.30372,25.14804,2e-05,-0.08011,1360.57,4.1,-6.25,0.0075,0.008,month,2024-03-29,34000,2024-03-29,0.1506849315068493,0.49215,0.7304016666666667,10054.7328124387,10843.77592937765,0.0075,9963.836384773716,9963.828884773717,9685.214295980615,9685.206795980615,9963.828884773717,199.27672769547434,1992.7657769547434,7771.786380123499,1007771.7863801235,0.007771786380123499,-9685.206795980615,-0.20349999999962165,7771.582880123499,5579.5403754732815,2192.246004650182,2192.246004650182,0.0,3219620.307387835
367,368,30.0,31.0,33.51,54.78,BTC-29MAR24,43634.02,47.87,0.0,0.2,0.2125,264.8,0.707,0.0001,0.197,"[[0.2125, 31.0], [0.449, 4.0], [0.5, 0.1]]","[[0.2, 30.0], [0.1, 2.0], [0.035, 1.0], [0.03, 2.0], [0.025, 2.0], [0.02, 2.0], [0.0155, 1.0]]",0.20714331,BTC-29MAR24-35000-C,0.2074,43020.73,20963045376,1706969501682,45.33316,-12.95671,29.63484,2e-05,0.9001,0.0,0.0,,,,month,2024-03-29,35000,2024-03-29,0.1506849315068493,0.4414499999999999,0.7451166666666666,9040.253560047471,10153.830737052996,0.197,8946.85341758031,8946.65641758031,8686.720010568286,8686.523010568286,8946.65641758031,178.93706835160623,1789.3312835160623,6978.388065712642,1006978.3880657126,0.006978388065712642,-8686.523010568286,998.6837854123296,7977.0718511249715,6008.803499257303,969.5845664553399,969.5845664553399,0.0,3242088.067317036
368,369,38.1,111.0,47.14,48.61,BTC-29MAR24,43634.02,47.87,0.0,0.009,0.01,331.0,0.509,0.0001,0.01,"[[0.01, 111.0], [0.0105, 12.0], [0.011, 32.0], [0.0115, 40.0], [0.0165, 1.0], [0.0185, 1.0], [0.035, 1.0], [0.048, 2.0]]","[[0.009, 38.1], [0.0085, 8.0], [0.008, 41.0], [0.0065, 56.0], [0.005, 2.0], [0.003, 1.0], [0.0005, 500.0], [0.0001, 11.0]]",0.00941442,BTC-29MAR24-35000-P,0.0095,43020.73,20963045360,1706969501683,-7.15885,-12.95671,29.63484,2e-05,-0.0999,16489.36,41.5,11.1111,0.009,0.01,month,2024-03-29,35000,2024-03-29,0.1506849315068493,0.47875,0.7610750000000001,9142.793055818496,10225.058235609562,0.01,9051.72404515028,9051.71404515028,8686.720010568286,8686.710010568286,9051.71404515028,181.0344809030056,1810.342809030056,7060.336755217219,1007060.3367552172,0.007060336755217219,-8686.710010568286,-0.18699999999989814,7060.1497552172195,5068.772465284158,1991.5642899330114,1991.5642899330114,0.0,3264978.3008623654
369,370,62.0,62.0,36.36,53.13,BTC-29MAR24,43634.02,46.59,0.0,0.18,0.1925,470.2,0.6865,0.0001,0.1745,"[[0.1925, 62.0]]","[[0.18, 62.0], [0.1795, 31.0], [0.045, 1.0], [0.02, 3.0], [0.015, 3.0]]",0.18631553,BTC-29MAR24-36000-C,0.1869,43020.73,20963044268,1706969501682,45.10486,-14.70321,34.55315,3e-05,0.87619,0.0,0.0,,,,month,2024-03-29,36000,2024-03-29,0.1506849315068493,0.44745,0.7759900000000001,8190.421059640288,9587.660661065573,0.1745,8098.527904215873,8098.353404215873,7688.225725155949,7688.051225155949,8098.353404215873,161.97055808431745,1619.6706808431745,6316.712165288381,1006316.7121652884,0.006316712165288381,-7688.0512251559485,998.6587854123372,7315.370950700718,5533.729711773226,782.9824535151683,782.9824535151683,0.0,3285602.229014825
370,371,23.4,27.0,45.96,47.23,BTC-29MAR24,43634.15,46.59,0.0,0.0115,0.0125,262.6,0.5115,0.0001,0.0115,"[[0.0125, 27.0], [0.013, 26.2], [0.0135, 24.0], [0.014, 54.0], [0.035, 1.0], [0.0375, 1.0], [0.0395, 2.0], [0.0635, 1.0], [0.1215, 9.0]]","[[0.0115, 23.4], [0.011, 7.0], [0.009, 17.0], [0.003, 4.0], [0.0001, 20.6]]",0.01150868,BTC-29MAR24-36000-P,0.012,43021.13,20963043967,1706969503697,-8.88732,-14.70422,34.55416,3e-05,-0.12381,8300.78,16.0,0.0,0.0115,0.0125,month,2024-03-29,36000,2024-03-29,0.1506849315068493,0.46595,0.7915216666666667,8252.07295037209,9664.327705610274,0.0115,8161.4284044858,8161.4169044858,7688.355725155954,7688.344225155954,8161.4169044858,163.228568089716,1632.28338089716,6365.904955498924,1006365.9049554989,0.006365904955498924,-7688.3442251559545,-0.29300000000603177,6365.611955498918,4570.1000065120425,1795.8049489868317,1795.8049489868317,0.0,3306518.060526309
371,372,7.0,7.0,39.15,47.94,BTC-29MAR24,43634.15,44.79,0.0,0.143,0.152,504.5,0.6485,0.0001,0.1375,"[[0.152, 7.0], [0.1535, 7.0], [0.1545, 25.0], [0.2725, 9.0]]","[[0.143, 7.0], [0.1405, 25.0], [0.035, 1.0], [0.0001, 2.0]]",0.1482286,BTC-29MAR24-38000-C,0.1486,43021.13,20963044487,1706969503696,43.38613,-18.65955,45.61575,4e-05,0.81161,0.0,0.0,,,,month,2024-03-29,38000,2024-03-29,0.1506849315068493,0.43545,0.8060366666666667,6522.210764588839,8444.098373190693,0.1375,6434.043247564521,6433.905747564521,5691.3671543312885,5691.229654331289,6433.905747564521,128.68086495129043,1286.7811495129044,5018.443733100326,1005018.4437331003,0.005018443733100326,-5691.229654331289,1997.1145708246659,7015.558303924992,5600.096289460797,-581.6525563604837,0.0,581.6525563604837,3323111.63536554
372,373,6.2,25.0,44.3,45.25,BTC-29MAR24,43634.5,44.78,0.0,0.019,0.02,305.0,0.5195,0.0001,0.02,"[[0.02, 25.0], [0.0205, 25.0], [0.021, 19.0], [0.03, 10.0], [0.088, 105.0], [0.17, 2.0]]","[[0.019, 6.2], [0.0185, 13.0], [0.018, 2.0], [0.0175, 18.0], [0.0165, 96.0], [0.01, 2.0], [0.0085, 1.0], [0.004, 1.0], [0.0029, 2.0], [0.0001, 1.0]]",0.01926581,BTC-29MAR24-38000-P,0.0195,43020.87,20963045290,1706969504704,-13.60359,-18.6574,45.6128,4e-05,-0.18837,3441.79,4.0,0.0,0.02,0.02,month,2024-03-29,38000,2024-03-29,0.1506849315068493,0.44775,0.8209616666666667,6577.439066679388,8528.325030375312,0.02,6490.147260078091,6490.12726007809,5691.717154331287,5691.697154331287,6490.12726007809,129.8029452015618,1298.0254520156182,5062.298862860911,1005062.2988628609,0.005062298862860911,-5691.697154331287,-0.46749999999792635,5061.831362860913,3634.0029656437328,1428.2958972171546,1428.2958972171546,0.0,3339934.219618411
373,374,7.0,31.9,40.1,47.83,BTC-29MAR24,43634.76,43.65,0.0,0.11,0.12,1136.0,0.6145,0.0001,0.1185,"[[0.12, 31.9], [0.137, 1.0], [0.36, 1.0], [0.43, 1.0], [0.47, 1.0], [0.52, 2.0]]","[[0.11, 7.0], [0.109, 7.0], [0.107, 25.0], [0.08, 2.0], [0.025, 31.1], [0.0001, 3.0]]",0.11439656,BTC-29MAR24-40000-C,0.1145,43020.87,20963044488,1706969504703,39.97759,-22.46367,56.34248,5e-05,0.72542,510.88,0.1,0.0,0.1185,0.1185,month,2024-03-29,40000,2024-03-29,0.1506849315068493,0.43965,0.8356166666666667,5101.746095912906,7461.31646408981,0.1185,5021.397458810076,5021.278958810076,3694.988583506616,3694.870083506616,5021.278958810077,100.42794917620154,1004.2557917620154,3916.59521787186,1003916.5952178718,0.00391659521787186,-3694.870083506616,1996.8270708246705,5913.422288696531,4808.738547758314,-892.1433298864849,0.0,892.1433298864849,3353015.390010975
374,375,30.6,15.3,43.08,44.24,BTC-29MAR24,43634.76,43.65,0.0,0.0305,0.032,327.7,0.531,0.0001,0.0325,"[[0.032, 15.3], [0.0325, 1.0], [0.0345, 12.0], [0.05, 2.0], [0.0545, 2.0], [0.23, 1.0], [0.26, 3.0]]","[[0.0305, 30.6], [0.03, 7.0], [0.029, 14.0], [0.028, 42.0], [0.0001, 2.2]]",0.03127784,BTC-29MAR24-40000-P,0.0312,43020.87,20963043618,1706969504703,-20.01328,-22.46367,56.34248,5e-05,-0.27458,10350.96,7.4,-1.5152,0.0325,0.033,month,2024-03-29,40000,2024-03-29,0.1506849315068493,0.4366,0.8501700000000001,5084.678522048562,7550.638981932996,0.0325,5004.145832949325,5004.113332949325,3694.988583506616,3694.956083506616,5004.113332949325,100.0829166589865,1000.8226665898651,3903.2077497004734,1003903.2077497005,0.0039032077497004733,-3694.9560835066163,-0.0860000000002401,3903.121749700473,2802.2161664516216,1100.9915832489014,1100.9915832489014,0.0,3366102.905666131
375,376,58.0,50.0,40.59,44.67,BTC-29MAR24,43634.76,42.76,0.0,0.082,0.088,156.4,0.585,0.0001,0.0914,"[[0.088, 50.0], [0.09, 16.0]]","[[0.082, 58.0], [0.0815, 25.0], [0.03, 1.0], [0.0001, 1.0]]",0.08492706,BTC-29MAR24-42000-C,0.0852,43020.87,20963044697,1706969504704,35.19487,-25.07047,64.18462,5e-05,0.623,98920.62,25.0,0.0,0.0914,0.0914,month,2024-03-29,42000,2024-03-29,0.1506849315068493,0.4263,0.7812016666666667,3786.597100916071,6080.265255921375,0.0914,3715.5158730487055,3715.4244730487057,1698.0000126819432,1697.9086126819432,3715.4244730487057,74.31031746097412,743.0848946097412,2898.0292609779904,1002898.029260978,0.0028980292609779904,-1697.9086126819432,1997.0474708246732,4895.076731802664,4077.6815197319484,-1179.652258753962,0.0,1179.652258753962,3375857.9703822145
376,377,23.3,14.0,42.26,42.94,BTC-29MAR24,43634.76,42.76,0.0,0.047,0.048,135.9,0.5475,0.0001,0.047,"[[0.048, 14.0], [0.049, 24.0], [0.0505, 27.0], [0.052, 18.0], [0.1585, 4.0], [0.18, 1.0], [0.217, 13.0]]","[[0.047, 23.3], [0.0465, 15.0], [0.0455, 14.0], [0.0005, 200.0], [0.0001, 0.2]]",0.0476524,BTC-29MAR24-42000-P,0.0477,43020.87,20963045546,1706969504704,-27.79554,-25.07047,64.18462,5e-05,-0.377,35841.96,16.9,-2.0833,0.047,0.0515,month,2024-03-29,42000,2024-03-29,0.1506849315068493,0.4259999999999999,0.7502666666666667,3784.678437362676,5879.674278880306,0.047,3713.5858982882055,3713.5388982882055,1698.0000126819432,1697.9530126819432,3713.5388982882055,74.27171796576411,742.7077796576411,2896.5594006648,1002896.5594006648,0.0028965594006648,-1697.9530126819432,-0.044399999999996,2896.5150006648,2079.535503041395,817.0238976233641,817.0238976233641,0.0,3385636.343521634
377,378,20.0,4.0,42.33,42.98,BTC-29MAR24,43634.76,42.66,0.0,0.0615,0.0625,298.7,0.562,0.0001,0.062,"[[0.0625, 4.0], [0.0635, 6.0], [0.0665, 20.0], [0.1085, 1.0], [0.109, 2.0], [0.24, 1.0]]","[[0.0615, 20.0], [0.061, 9.9], [0.0575, 50.0], [0.0075, 3.0], [0.0001, 0.1]]",0.06236025,BTC-29MAR24-44000-C,0.062,43020.87,20963045452,1706969504704,29.50226,-26.25737,67.37993,6e-05,0.51283,57083.12,21.2,-0.8,0.062,0.0665,month,2024-03-29,44000,2024-03-29,0.1506849315068493,0.42655,0.7019533333333334,2771.8165390693102,4625.819911472689,0.062,2712.1498239948123,2712.0878239948124,0.0,0.062,2712.0878239948124,54.24299647989625,542.4175647989625,2115.4272627159535,1002115.427262716,0.0021154272627159536,0.062,1698.015012681943,3813.4422753978965,3216.781714119038,-1101.3544514030427,0.0,1101.3544514030427,3392798.4109443617
378,379,24.5,6.0,41.12,42.74,BTC-29MAR24,43634.76,42.66,0.0,0.068,0.0705,194.4,0.57,0.0001,0.0685,"[[0.0705, 6.0], [0.071, 2.2], [0.0735, 25.0], [0.076, 8.0], [0.078, 5.0], [0.185, 6.0]]","[[0.068, 24.5], [0.0665, 75.0], [0.0001, 0.1]]",0.07092965,BTC-29MAR24-44000-P,0.0704,43020.87,20963045372,1706969504703,-36.4877,-26.25737,67.37993,6e-05,-0.48717,130283.46,43.0,-7.4324,0.0685,0.0745,month,2024-03-29,44000,2024-03-29,0.1506849315068493,0.4193,0.6823316666666667,2722.88602144078,4494.095944984874,0.0685,2663.182925934594,2663.1144259345942,0.0,0.0685,2663.1144259345942,53.263658518691884,532.6228851869189,2077.2278822289836,1002077.227882229,0.0020772278822289835,0.0685,0.006500000000000006,2077.2343822289836,1491.347838523373,585.8800437056516,585.8800437056516,0.0,3399846.0264023575
379,380,5.0,12.8,42.09,43.07,BTC-29MAR24,43634.76,42.59,0.0,0.0515,0.053,638.7,0.552,0.0001,0.0525,"[[0.053, 12.8], [0.0535, 54.0], [0.0545, 5.0], [0.098, 2.0], [0.101, 2.0]]","[[0.0515, 5.0], [0.0505, 5.0], [0.05, 27.0], [0.0495, 1.0], [0.0485, 36.0], [0.033, 1.0], [0.031, 3.0], [0.01, 193.8], [0.005, 10.0]]",0.05321118,BTC-29MAR24-45000-C,0.0523,43020.87,20963044853,1706969504704,26.5817,-26.08059,67.04883,6e-05,0.45845,41272.8,18.0,0.0,0.0525,0.056,month,2024-03-29,45000,2024-03-29,0.1506849315068493,0.4257999999999999,0.633765,2340.617127208672,3744.57056266896,0.0525,2286.795835676596,2286.743335676596,0.0,0.0525,2286.7433356765964,45.73591671353193,457.3486671353193,1783.6587518277452,1001783.6587518278,0.001783658751827745,0.0525,-0.016000000000000007,1783.642751827745,1280.5581679788938,503.10058384888725,503.10058384888725,0.0,3405910.1915222174
380,381,7.0,25.0,40.6,44.83,BTC-29MAR24,43634.72,42.58,0.0,0.0805,0.087,293.5,0.5835,0.0001,0.0795,"[[0.087, 25.0], [0.0875, 25.0], [0.09, 7.0], [0.296, 10.0]]","[[0.0805, 7.0], [0.0795, 50.0], [0.03, 1.0], [0.004, 280.0], [0.0001, 1.0]]",0.08470261,BTC-29MAR24-45000-P,0.0835,43020.16,20963043494,1706969507725,-40.90843,-26.07798,67.04855,6e-05,-0.54156,41848.45,12.2,-0.625,0.0795,0.08,month,2024-03-29,45000,2024-03-29,0.1506849315068493,0.42715,0.6203649999999999,2349.687937002,3654.0044059797983,0.0795,2295.8513571857948,2295.771857185795,0.0,0.0795,2295.771857185795,45.9170271437159,459.154371437159,1790.70045860492,1001790.700458605,0.00179070045860492,0.0795,0.027000000000000003,1790.72745860492,1285.656060024045,505.0443985809138,505.0443985809138,0.0,3412009.156464143
