	best_bid_amount	best_ask_amount	bid_iv	ask_iv	underlying_index	underlying_price	mark_iv	best_bid_price	best_ask_price	open_interest	max_price	min_price	last_price	asks	bids	settlement_price	instrument_name	mark_price	index_price	change_id	timestamp	greeks.rho	greeks.theta	greeks.vega	greeks.gamma	greeks.delta	stats.volume_usd	stats.volume	stats.price_change	stats.low	stats.high	settlement_period	Expiration Date	Strike Price
879	8	13	62.27	64.6	BTC-27DEC24	57456.25	63.48	0.2835	0.2915	145.4	0.525	0.1505	0.201	"[[0.2915, 13.0]]"	"[[0.2835, 8.0], [0.0005, 435.3]]"	0.22622687	BTC-27DEC24-65000-P	0.2874	59355.75	23400074348	1.7147E+12	-292.93089	-24.66842	185.16943	1.00E-05	-0.49365	132623.44	11.2	-0.495	0.201	0.2035	month	27-Dec-24	65000
880	0	0	68.95	0	BTC-27DEC24	57456.25	66.09	0	0	1.3	0.291	0.0685	0.2571	[]	[]	0.18653753	BTC-27DEC24-66000-C	0.1593	59355.75	23398362749	1.7147E+12	129.01119	-25.67423	185.25618	1.00E-05	0.50301	0	0				month	27-Dec-24	66000
881	0.2	0	27.58	73.18	BTC-27DEC24	57457.19	66.07	0.1875	0	1	0.5525	0.1655	0.1875	[]	"[[0.1875, 0.2]]"	0.22905865	BTC-27DEC24-66000-P	0.3081	59357.74	23394414950	1.7147E+12	-302.57015	-25.64963	185.39498	1.00E-05	-0.49688	0	0				month	27-Dec-24	66000
882	0	0	70.99	0	BTC-27DEC24	57457.19	69.2	0	0	0.1	0.2935	0.0685	0.3093	[]	[]	0.18653351	BTC-27DEC24-68000-C	0.1592	59357.74	23398445280	1.7147E+12	124.6721	-26.87875	185.22007	1.00E-05	0.4914	0	0				month	27-Dec-24	68000
883	4.1	0	0	0	BTC-27DEC24	57457.19	69.2	0.005	0	4.1	0.5995	0.191	0.1075	[]	"[[0.005, 4.1]]"	0.26041525	BTC-27DEC24-68000-P	0.3427	59357.74	23399122228	1.7147E+12	-319.40878	-26.8837	185.18511	1.00E-05	-0.50864	252960.47	25	-55.3015	0.1075	0.2405	month	27-Dec-24	68000
884	8	18	63.37	64.93	BTC-27DEC24	57459.24	63.86	0.131	0.1355	378	0.261	0.051	0.1855	"[[0.1355, 18.0]]"	"[[0.131, 8.0]]"	0.17350092	BTC-27DEC24-70000-C	0.1326	59360.96	23400072037	1.7147E+12	119.20799	-24.62705	183.76869	1.00E-05	0.45039	47128.99	4	2.7701	0.1805	0.23	month	27-Dec-24	70000
885	8	8	62.82	65.01	BTC-27DEC24	57459.24	63.86	0.347	0.3545	302.1	0.609	0.196	0.2015	"[[0.3545, 8.0]]"	"[[0.347, 8.0], [0.005, 235.3]]"	0.27920545	BTC-27DEC24-70000-P	0.3508	59360.96	23400074667	1.7147E+12	-337.72447	-24.62705	183.76869	1.00E-05	-0.54961	0	0				month	27-Dec-24	70000
886	0	0	69.86	0	BTC-27DEC24	57456.05	67.56	0	0	236.2	0.267	0.053	0.1555	[]	[]	0.16249958	BTC-27DEC24-72000-C	0.1357	59359.07	23398362750	1.7147E+12	115.83251	-25.99096	183.44917	1.00E-05	0.44425	0	0				month	27-Dec-24	72000
887	0	0	68.84	0	BTC-27DEC24	57456.05	67.56	0	0	0	0.659	0.225	0.319	[]	[]	0.29979504	BTC-27DEC24-72000-P	0.3889	59359.07	23394426349	1.7147E+12	-355.00825	-25.97374	183.5967	1.00E-05	-0.55555	0	0				month	27-Dec-24	72000
888	0	0	71.23	0	BTC-27DEC24	57456.05	69.67	0	0	0.3	0.267	0.052	0.302	[]	[]	0.15910723	BTC-27DEC24-74000-C	0.1341	59359.07	23398445281	1.7147E+12	112.34701	-26.68939	182.66941	1.00E-05	0.43337	0	0				month	27-Dec-24	74000
889	0	0	67.72	69.3	BTC-27DEC24	57453.14	69.67	0	0	0	0.7025	0.2505	0.3245	[]	[]	0.32799455	BTC-27DEC24-74000-P	0.4221	59357.07	23394426350	1.7147E+12	-371.59428	-26.66689	182.80678	1.00E-05	-0.56649	0	0				month	27-Dec-24	74000
890	9	8	63.64	65.08	BTC-27DEC24	57453.14	69.67	0.111	0.115	220.6	0.262	0.0495	0.162	"[[0.115, 8.0]]"	"[[0.111, 9.0]]"	0.15125152	BTC-27DEC24-75000-C	0.1299	59357.07	23400073938	1.7147E+12	110.22295	-26.57827	181.79765	1.00E-05	0.42384	43538.85	4	3.1847	0.157	0.2105	month	27-Dec-24	75000
891	7	12.9	62.54	65.43	BTC-27DEC24	57453.14	69.67	0.4135	0.422	323.2	0.7195	0.2605	0.38	"[[0.422, 12.9]]"	"[[0.4135, 7.0], [0.0065, 15.6], [0.005, 96.6]]"	0.3359343	BTC-27DEC24-75000-P	0.4353	59357.07	23400073728	1.7147E+12	-379.34754	-26.57827	181.79765	1.00E-05	-0.57616	157099	7	0	0.38	0.38	month	27-Dec-24	75000
892	0	0	71.2	0	BTC-27DEC24	57452.54	69.66	0	0	0	0.258	0.0475	0.024	[]	[]	0.14257423	BTC-27DEC24-76000-C	0.1261	59357.19	23398445282	1.7147E+12	108.30432	-26.43856	180.99757	1.00E-05	0.4147	0	0				month	27-Dec-24	76000
893	0	0	0	0	BTC-27DEC24	57452.54	69.66	0	0	0	0.737	0.271	0.2105	[]	[]	0.3430534	BTC-27DEC24-76000-P	0.4501	59357.19	23371619542	1.7147E+12	-391.94951	-26.32702	182.07074	1.00E-05	-0.58376	0	0				month	27-Dec-24	76000
894	0.1	0	71.17	0	BTC-27DEC24	57455.32	69.65	0.005	0	0.2	0.2495	0.043	0.392	[]	"[[0.005, 0.1]]"	0.14241423	BTC-27DEC24-78000-C	0.1187	59360.65	23398445283	1.7147E+12	104.36046	-26.14726	179.02457	1.00E-05	0.39681	0	0				month	27-Dec-24	78000
895	0	0	0	0	BTC-27DEC24	57455.32	69.65	0	0	0.1	0.7715	0.292	0.212	[]	[]	0.37398031	BTC-27DEC24-78000-P	0.477	59360.65	23384005362	1.7147E+12	-407.29651	-26.09075	179.62466	1.00E-05	-0.60232	0	0				month	27-Dec-24	78000
896	1	0	24.96	49.92	BTC-27DEC24	57455.32	69.65	0.2685	0	190.1	0.241	0.039	0.1405	[]	"[[0.2685, 1.0], [0.005, 3.5]]"	0.13349911	BTC-27DEC24-80000-C	0.1118	59360.65	23399124013	1.7147E+12	100.44052	-25.81881	176.70981	1.00E-05	0.37952	406625.55	61.1	6.3588	0.0545	0.1415	month	27-Dec-24	80000
897	1	1	60.44	69.25	BTC-27DEC24	57452	69.64	0.4765	0.5035	193.8	0.8065	0.314	0.3645	"[[0.5035, 1.0]]"	"[[0.4765, 1.0], [0.005, 99.8]]"	0.39716108	BTC-27DEC24-80000-P	0.5041	59358.19	23400074240	1.7147E+12	-421.82831	-25.81795	176.65185	1.00E-05	-0.6206	0	0				month	27-Dec-24	80000
898	0	0	0	50.14	BTC-27DEC24	57452	69.64	0	0	0.1	0.2335	0.0355	0.0505	[]	[]	0.12669944	BTC-27DEC24-82000-C	0.1062	59358.19	23377304554	1.7147E+12	97.65346	-25.37247	175.12225	1.00E-05	0.36431	0	0				month	27-Dec-24	82000
899	0.1	0	0	0	BTC-27DEC24	57452	69.64	0.065	0	0.1	0.842	0.336	0.5115	[]	"[[0.065, 0.1]]"	0.42218423	BTC-27DEC24-82000-P	0.5336	59358.19	23371623900	1.7147E+12	-443.19243	-25.35379	175.37053	1.00E-05	-0.63532	0	0				month	27-Dec-24	82000
900	0.1	0	27.6	0	BTC-27DEC24	57451.62	69.64	0.005	0	0.2	0.2255	0.032	0.2865	[]	"[[0.005, 0.1]]"	0.12316629	BTC-27DEC24-84000-C	0.1003	59358.45	23371621211	1.7147E+12	94.20346	-24.95673	172.64035	1.00E-05	0.34875	0	0				month	27-Dec-24	84000
901	0	0	0	0	BTC-27DEC24	57451.62	69.64	0	0	0.1	0.878	0.359	0.55	[]	[]	0.45001135	BTC-27DEC24-84000-P	0.5624	59358.45	23371622328	1.7147E+12	-460.10385	-24.95673	172.64035	1.00E-05	-0.65125	0	0				month	27-Dec-24	84000
902	8	13.9	64.57	66.14	BTC-27DEC24	57451.01	69.63	0.0815	0.0855	75.2	0.222	0.0305	0.1125	"[[0.0855, 13.9]]"	"[[0.0815, 8.0]]"	0.11954659	BTC-27DEC24-85000-C	0.0962	59358.46	23400072325	1.7147E+12	91.07267	-24.82631	169.89679	1.00E-05	0.33907	0	0				month	27-Dec-24	85000
903	1	19.7	60.66	69.89	BTC-27DEC24	57451.62	69.63	0.5505	0.5765	113.6	0.8955	0.3705	0.3545	"[[0.5765, 19.7]]"	"[[0.5505, 1.0], [0.005, 100.0]]"	0.46218743	BTC-27DEC24-85000-P	0.5757	59358.46	23400074939	1.7147E+12	-463.77129	-24.82677	169.89992	1.00E-05	-0.66092	0	0				month	27-Dec-24	85000
904	0	7	0	134.22	BTC-27DEC24	57450.09	70.18	0	0.3	7.3	0.22	0.031	0.2415	"[[0.3, 7.0]]"	[]	0.11711356	BTC-27DEC24-86000-C	0.0961	59358.12	23371623380	1.7147E+12	91.04082	-24.80533	170.2733	1.00E-05	0.33627	0	0				month	27-Dec-24	86000
905	0	0	0	0	BTC-27DEC24	57450.09	70.18	0	0	0.1	0.9155	0.384	0.251	[]	[]	0.47555048	BTC-27DEC24-86000-P	0.593	59358.12	23371620158	1.7147E+12	-476.46557	-24.80531	170.27365	1.00E-05	-0.66372	0	0				month	27-Dec-24	86000
906	14.7	0	25.22	0	BTC-27DEC24	57450.09	70.18	0.0017	0	0.8	0.213	0.028	0.1155	[]	"[[0.0017, 14.7]]"	0.11134658	BTC-27DEC24-88000-C	0.0904	59358.12	23380224749	1.7147E+12	87.15137	-24.38836	166.82994	1.00E-05	0.32105	0	0				month	27-Dec-24	88000
907	0	0	0	0	BTC-27DEC24	57447.57	70.14	0	0	0	0.952	0.4075	0.1465	[]	[]	0.50174594	BTC-27DEC24-88000-P	0.6224	59356.13	23371623096	1.7147E+12	-493.17924	-24.34696	167.20765	1.00E-05	-0.67852	0	0				month	27-Dec-24	88000
908	7	7	65.12	66.4	BTC-27DEC24	57447.57	70.14	0.07	0.074	270.8	0.207	0.025	0.04	"[[0.074, 7.0], [0.34, 0.5]]"	"[[0.07, 7.0]]"	0.10498392	BTC-27DEC24-90000-C	0.0844	59356.13	23400074243	1.7147E+12	82.87475	-23.9466	162.68137	1.00E-05	0.30544	0	0				month	27-Dec-24	90000
909	1	14.6	60.71	69.58	BTC-27DEC24	57447.57	70.14	0.626	0.6495	328.6	0.9885	0.4315	0.4025	"[[0.6495, 14.6]]"	"[[0.626, 1.0]]"	0.52660027	BTC-27DEC24-90000-P	0.651	59356.13	23400073779	1.7147E+12	-504.60984	-23.9466	162.68137	1.00E-05	-0.69456	0	0				month	27-Dec-24	90000
910	7	8.1	65.54	67.09	BTC-27DEC24	57448.09	70.04	0.061	0.0645	204.5	0.191	0.0195	0.123	"[[0.0645, 8.1]]"	"[[0.061, 7.0], [0.0015, 2.0], [0.0001, 18.0]]"	0.09209242	BTC-27DEC24-95000-C	0.0728	59357.01	23400063503	1.7147E+12	74.81049	-22.65248	154.11362	1.00E-05	0.27229	0	0				month	27-Dec-24	95000
911	1	16.3	60.81	70.43	BTC-27DEC24	57448.09	70.04	0.7035	0.7275	57.7	1.0805	0.4935	0.457	"[[0.7275, 16.3]]"	"[[0.7035, 1.0], [0.2155, 25.0]]"	0.59268806	BTC-27DEC24-95000-P	0.7265	59357.01	23400075044	1.7147E+12	-545.31246	-22.65248	154.11324	1.00E-05	-0.72772	0	0				month	27-Dec-24	95000
912	6	7.1	66.16	67.81	BTC-27DEC24	57448.09	70.38	0.0535	0.057	265.5	0.1785	0.0155	0.1105	"[[0.057, 7.1]]"	"[[0.0535, 6.0], [0.0045, 1.0]]"	0.08249534	BTC-27DEC24-100000-C	0.0639	59357.01	23400063482	1.7147E+12	67.88055	-21.5456	145.88628	1.00E-05	0.24492	0	0				month	27-Dec-24	100000
913	18.4	18.6	62.64	70.72	BTC-27DEC24	57447.8	70.79	0.7865	0.8055	405.2	1.176	0.5595	0.514	"[[0.8055, 18.6]]"	"[[0.7865, 18.4]]"	0.66206964	BTC-27DEC24-100000-P	0.8057	59357.11	23400075333	1.7147E+12	-584.40121	-21.78425	146.63151	1.00E-05	-0.75274	0	0				month	27-Dec-24	100000
914	6	7.1	66.92	68.24	BTC-27DEC24	57447.8	71.41	0.047	0.0505	158.4	0.169	0.014	0.108	"[[0.0505, 7.1]]"	"[[0.047, 6.0]]"	0.07399368	BTC-27DEC24-105000-C	0.058	59357.11	23400073923	1.7147E+12	62.464	-20.83715	139.04922	1.00E-05	0.22457	0	0				month	27-Dec-24	105000
915	18.5	18.7	61.19	73.55	BTC-27DEC24	57447.8	71.41	0.8635	0.891	18.4	1.273	0.6265	0.574	"[[0.891, 18.7]]"	"[[0.8635, 18.5]]"	0.73254697	BTC-27DEC24-105000-P	0.8857	59357.11	23400074938	1.7147E+12	-622.93469	-20.83715	139.04922	1.00E-05	-0.77543	0	0				month	27-Dec-24	105000
916	12.2	6.2	67	68.88	BTC-27DEC24	57445.62	71.77	0.041	0.0445	289.9	0.16	0.0105	0.065	"[[0.0445, 6.2]]"	"[[0.041, 12.2]]"	0.06623933	BTC-27DEC24-110000-C	0.0514	59355.3	23400072496	1.7147E+12	56.88945	-19.75459	131.15973	1.00E-05	0.20315	0	0				month	27-Dec-24	110000
917	12.5	12.8	61.22	74.43	BTC-27DEC24	57445.62	71.77	0.945	0.9725	166.2	1.3705	0.694	0.745	"[[0.9725, 12.8]]"	"[[0.945, 12.5]]"	0.80377161	BTC-27DEC24-110000-P	0.9662	59355.3	23400075293	1.7147E+12	-661.14727	-19.75459	131.15973	1.00E-05	-0.79685	22549.18	0.5	0	0.745	0.745	month	27-Dec-24	110000
918	5	12.2	68.4	70.26	BTC-27DEC24	57446.92	71.55	0.033	0.036	282.8	0.138	0.007	0.0805	"[[0.036, 12.2]]"	"[[0.033, 5.0]]"	0.05423415	BTC-27DEC24-120000-C	0.039	59356.84	23400063502	1.7147E+12	46.20181	-17.10945	113.95451	1.00E-05	0.16223	0	0				month	27-Dec-24	120000
919	16.3	16.8	60.96	74.76	BTC-27DEC24	57446.92	71.55	1.1095	1.135	76.2	1.5625	0.8315	0.8025	"[[1.135, 16.8]]"	"[[1.1095, 16.3]]"	0.94972439	BTC-27DEC24-120000-P	1.128	59356.84	23400075038	1.7147E+12	-737.11124	-17.10944	113.95409	1.00E-05	-0.83777	0	0				month	27-Dec-24	120000
920	4	4	69.39	71.2	BTC-27DEC24	57446.92	71.55	0.0265	0.029	245.6	0.12	0.0044	0.0675	"[[0.029, 4.0]]"	"[[0.0265, 4.0]]"	0.04498287	BTC-27DEC24-130000-C	0.0301	59356.84	23400075332	1.7147E+12	37.6706	-14.78484	98.47153	1.00E-05	0.13055	0	0				month	27-Dec-24	130000
921	13.3	13.4	59.98	78.72	BTC-27DEC24	57446.36	71.22	1.277	1.3065	122	1.757	0.9725	0.928	"[[1.3065, 13.4]]"	"[[1.277, 13.3]]"	1.09843108	BTC-27DEC24-130000-P	1.2925	59356.59	23400074940	1.7147E+12	-811.33105	-14.58674	97.60068	1.00E-05	-0.87111	0	0				month	27-Dec-24	130000
922	4	11	70.62	72.32	BTC-27DEC24	57446.36	72.02	0.0215	0.0245	186.6	0.107	0.0031	0.058	"[[0.0245, 11.0]]"	"[[0.0215, 4.0]]"	0.03747718	BTC-27DEC24-140000-C	0.0241	59356.59	23400074173	1.7147E+12	31.29411	-12.97528	85.84675	1.00E-05	0.10751	0	0				month	27-Dec-24	140000
923	12.4	12.6	58.06	81.09	BTC-27DEC24	57446.36	72.02	1.4455	1.477	95.5	1.957	1.1175	1.061	"[[1.477, 12.6]]"	"[[1.4455, 12.4]]"	1.24888356	BTC-27DEC24-140000-P	1.4611	59356.59	23400075505	1.7147E+12	-882.5708	-12.97528	85.84675	1.00E-05	-0.89249	0	0				month	27-Dec-24	140000
924	14.5	7	70.96	73.29	BTC-27DEC24	57445.11	72.65	0.018	0.0205	81.8	0.096	0.0023	0.048	"[[0.0205, 7.0]]"	"[[0.018, 14.5]]"	0.03147057	BTC-27DEC24-150000-C	0.0196	59355.62	23399911332	1.7147E+12	26.33195	-11.47792	75.28773	0	0.08987	0	0				month	27-Dec-24	150000
925	13.9	14.1	61.92	79.88	BTC-27DEC24	57445.11	72.65	1.62	1.6415	57.5	2.158	1.2635	1.1855	"[[1.6415, 14.1]]"	"[[1.62, 13.9]]"	1.40083656	BTC-27DEC24-150000-P	1.6308	59355.62	23400075394	1.7147E+12	-952.81411	-11.47723	75.2775	0	-0.91015	0	0				month	27-Dec-24	150000
926	2.9	0	72.63	0	BTC-27DEC24	57445.11	74.46	0.015	0	102.7	0.0915	0.002	0.0255	[]	"[[0.015, 2.9]]"	0.02696355	BTC-27DEC24-160000-C	0.0176	59355.62	23400008902	1.7147E+12	23.56254	-10.82866	69.30258	0	0.08046	178485.27	58	-3.4091	0.0255	0.1135	month	27-Dec-24	160000
927	11.5	11.7	52.4	85.28	BTC-27DEC24	57446.04	74.46	1.7875	1.8185	40.5	2.363	1.412	1.6	"[[1.8185, 11.7]]"	"[[1.7875, 11.5]]"	1.55428559	BTC-27DEC24-160000-P	1.8029	59356.75	23400075294	1.7147E+12	-1020.85428	-10.82919	69.30378	0	-0.91953	0	0				month	27-Dec-24	160000
928	0	0	0	60.93	BTC-27DEC24	57446.04	75.83	0	0	3	0.086	0.0007	0.004	[]	[]	0.02354358	BTC-27DEC24-170000-C	0.0156	59356.75	23399122586	1.7147E+12	20.9823	-10.08498	63.39712	0	0.07157	40277.8	50	-83.1933	0.004	0.0238	month	27-Dec-24	170000
929	0	0	0	0	BTC-27DEC24	57446.02	75.83	0	0	0.1	2.5675	1.56	1.5495	[]	[]	1.70882525	BTC-27DEC24-170000-P	1.9754	59356.99	23371623526	1.7147E+12	-1100.20815	-10.19297	64.75266	0	-0.92693	0	0				month	27-Dec-24	170000
930	0.5	8	74	76.66	BTC-27DEC24	57446.02	75.83	0.0115	0.0135	99	0.0775	0.0001	0.031	"[[0.0135, 8.0], [0.116, 31.0]]"	"[[0.0115, 0.5], [0.005, 48.9]]"	0.01997603	BTC-27DEC24-180000-C	0.0127	59356.99	23399910203	1.7147E+12	17.60878	-8.75652	55.03058	0	0.05964	0	0				month	27-Dec-24	180000
931	0	144.3	0	0	BTC-27DEC24	57445.58	75.83	0	1.967	169.1	2.7695	1.708	1.967	"[[1.967, 144.3], [2.161, 13.0]]"	[]	1.86321371	BTC-27DEC24-180000-P	2.1461	59356.81	23400075037	1.7147E+12	-1157.36469	-8.75561	55.02054	0	-0.94037	116257.94	1	0	1.967	1.967	month	27-Dec-24	180000
932	0	0	0	0	BTC-27DEC24	57445.58	77.31	0	0	0	0.0745	0.0001	0.113	[]	[]	0.01996918	BTC-27DEC24-190000-C	0.012	59356.81	23371623863	1.7147E+12	16.61609	-8.43095	52.5338	0	0.05584	0	0				month	27-Dec-24	190000
933	0	0	0	0	BTC-27DEC24	57445.3	77.31	0	0	2.7	2.9755	1.8575	1.7	[]	[]	2.02116649	BTC-27DEC24-190000-P	2.3195	59356.76	23371620089	1.7147E+12	-1237.17805	-8.43084	52.53324	0	-0.94416	0	0				month	27-Dec-24	190000
934	100	0.1	96.87	104.05	BTC-28MAR25	58670.7	87.45	0.005	1	70	0.7455	0.612	0.6965	"[[1.0, 0.1]]"	"[[0.005, 100.0]]"	0.70341449	BTC-28MAR25-20000-C	0.6801	59356.76	23399144013	1.7147E+12	146.28464	-6.83107	51.45073	0	0.95645	164753.73	4	0	0.6965	0.6965	month	28-Mar-25	20000
935	6.5	6.4	67.62	75.96	BTC-28MAR25	58670.7	87.45	0.0075	0.012	35.6	0.0795	0.005	0.0001	"[[0.012, 6.4]]"	"[[0.0075, 6.5]]"	0.01327574	BTC-28MAR25-20000-P	0.021	59356.76	23400071347	1.7147E+12	-34.15695	-6.83063	51.43442	0	-0.04354	0	0				month	28-Mar-25	20000
936	0	0	0	0	BTC-28MAR25	58670.7	87.45	0	0	0	0.697	0.532	0.643	[]	[]	0.64006682	BTC-28MAR25-25000-C	0.615	59356.76	23371623397	1.7147E+12	165.4217	-10.42816	79.14425	0	0.92506	0	0				month	28-Mar-25	25000
937	0	0	0	0	BTC-28MAR25	58670.7	87.45	0	0	0	0.1255	0.0125	0.088	[]	[]	0.02739258	BTC-28MAR25-25000-P	0.0411	59356.76	23371622256	1.7147E+12	-61.87948	-10.42816	79.14425	0	-0.07494	0	0				month	28-Mar-25	25000
938	4	12	63.71	70.47	BTC-28MAR25	58670.7	87.45	0.517	0.527	65.2	0.6535	0.461	0.597	"[[0.527, 12.0], [0.5275, 4.0], [0.528, 4.0], [0.5285, 12.0], [0.529, 4.0], [0.5295, 24.0], [0.53, 16.0], [0.5305, 8.0], [0.531, 12.0], [0.5315, 8.0], [0.532, 4.0], [0.5325, 16.0], [0.533, 16.0], [0.5335, 8.0], [0.534, 4.0], [0.5345, 8.0], [0.536, 14.6], [0.5375, 4.0], [0.538, 4.0], [0.5385, 4.0]]"	"[[0.517, 4.0]]"	0.581852	BTC-28MAR25-30000-C	0.5556	59356.76	23400075532	1.7147E+12	176.59675	-13.97824	105.25565	0	0.8893	0	0				month	28-Mar-25	30000
939	6	0.1	64.89	66.95	BTC-28MAR25	58670.7	87.45	0.0305	0.033	36.9	0.178	0.024	0.028	"[[0.033, 0.1]]"	"[[0.0305, 6.0]]"	0.04664357	BTC-28MAR25-30000-P	0.067	59356.76	23400073515	1.7147E+12	-94.02596	-13.97824	105.25565	0	-0.1107	0	0				month	28-Mar-25	30000
940	0	0	0	0	BTC-28MAR25	58670.7	87.45	0	0	0	0.6145	0.399	0.5635	[]	[]	0.52984492	BTC-28MAR25-35000-C	0.5038	59356.76	23371621219	1.7147E+12	184.65193	-17.1865	130.43644	0	0.85	0	0				month	28-Mar-25	35000
941	0	0	0	0	BTC-28MAR25	58670.7	87.45	0	0	4	0.237	0.041	0.064	[]	[]	0.07210098	BTC-28MAR25-35000-P	0.1004	59356.76	23371622085	1.7147E+12	-133.56972	-17.1865	130.43644	0	-0.15	0	0				month	28-Mar-25	35000
942	0	0	77.61	81.32	BTC-28MAR25	58670.7	87.45	0	0	76	0.579	0.346	0.4405	[]	[]	0.48209102	BTC-28MAR25-40000-C	0.4563	59356.76	23399144025	1.7147E+12	187.04875	-20.1043	151.42292	1.00E-05	0.80962	78148.62	3	0	0.4405	0.4405	month	28-Mar-25	40000
943	0.1	5.3	64.38	66.81	BTC-28MAR25	58670.7	87.45	0.08	0.0855	179	0.3005	0.0625	0.08	"[[0.0855, 5.3]]"	"[[0.08, 0.1]]"	0.10181224	BTC-28MAR25-40000-P	0.138	59357.01	23400075285	1.7147E+12	-173.81292	-20.10674	151.40299	1.00E-05	-0.19038	19122.73	5.5	37.931	0.058	0.08	month	28-Mar-25	40000
944	0	0	0	0	BTC-28MAR25	58670.7	87.45	0	0	0	0.939	0.0001		[]	[]	0.46470659	BTC-28MAR25-42000-C	0.4395	59357.01	0	1.7147E+12	188.00443	-21.08911	159.44797	1.00E-05	0.79326	0	0				month	28-Mar-25	42000
945	0	0	310.34	0	BTC-28MAR25	58669.61	87.45	0	0	0	0.6545	0.0001	0.5975	[]	[]	0.11541386	BTC-28MAR25-42000-P	0.1549	59357.01	23399122078	1.7147E+12	-191.44758	-21.12983	159.14743	1.00E-05	-0.20676	1043897.48	50	447.6627	0.1091	0.5975	month	28-Mar-25	42000
946	0	0	0	0	BTC-28MAR25	58669.29	83.85	0	0	0	0.913	0.0001		[]	[]	0.44815506	BTC-28MAR25-44000-C	0.4131	59356.99	0	1.7147E+12	193.50134	-21.14075	167.14246	1.00E-05	0.77626	0	0				month	28-Mar-25	44000
947	0	0	0	0	BTC-28MAR25	58669.29	83.85	0	0	0	0.663	0.0001		[]	[]	0.1298484	BTC-28MAR25-44000-P	0.163	59356.99	0	1.7147E+12	-206.05147	-21.14075	167.14246	1.00E-05	-0.22374	0	0				month	28-Mar-25	44000
948	0	0	0	0	BTC-28MAR25	58669.29	80.74	0	0	0	0.524	0.2815	0.61	[]	[]	0.43265685	BTC-28MAR25-45000-C	0.396	59356.99	23371621360	1.7147E+12	197.97488	-20.80748	171.04036	1.00E-05	0.76715	0	0				month	28-Mar-25	45000
949	0	0	0	0	BTC-28MAR25	58669.29	80.74	0	0	0	0.34	0.076	0.081	[]	[]	0.12984344	BTC-28MAR25-45000-P	0.163	59356.99	23371619564	1.7147E+12	-211.16781	-20.80745	171.04053	1.00E-05	-0.23285	0	0				month	28-Mar-25	45000
950	0	0	0	0	BTC-28MAR25	58669.29	77.76	0	0	0	0.507	0.264		[]	[]	0.41721085	BTC-28MAR25-46000-C	0.379	59356.99	23371621140	1.7147E+12	202.01242	-20.48124	174.8255	1.00E-05	0.75767	0	0				month	28-Mar-25	46000
951	0	0	0	0	BTC-28MAR25	58668.76	77.75	0	0	0	0.3405	0.0755	0.0645	[]	[]	0.12989025	BTC-28MAR25-46000-P	0.163	59357.12	23371623827	1.7147E+12	-216.2208	-20.48072	174.82554	1.00E-05	-0.24233	0	0				month	28-Mar-25	46000
952	0	0	0	0	BTC-28MAR25	58668.76	71.95	0	0	0	0.473	0.2305	0.5855	[]	[]	0.39876671	BTC-28MAR25-48000-C	0.3449	59357.12	23371619391	1.7147E+12	209.42639	-19.76818	182.35997	1.00E-05	0.73747	0	0				month	28-Mar-25	48000
953	0	0	0	0	BTC-28MAR25	58668.76	71.95	0	0	0	0.3415	0.0745	0.2625	[]	[]	0.14243217	BTC-28MAR25-48000-P	0.163	59357.12	23371620110	1.7147E+12	-226.99279	-19.76818	182.35997	1.00E-05	-0.26253	0	0				month	28-Mar-25	48000
954	3	3	64.18	67.75	BTC-28MAR25	58668.76	65.35	0.3025	0.3145	106.6	0.4345	0.1945	0.3995	"[[0.3145, 3.0]]"	"[[0.3025, 3.0]]"	0.3826103	BTC-28MAR25-50000-C	0.3068	59357.12	23400073800	1.7147E+12	216.02782	-18.77576	189.18943	1.00E-05	0.71496	0	0				month	28-Mar-25	50000
955	4	4	64.11	66.43	BTC-28MAR25	58668.76	65.35	0.155	0.163	426.3	0.338	0.0715	0.1185	"[[0.163, 4.0]]"	"[[0.155, 4.0]]"	0.15726182	BTC-28MAR25-50000-P	0.159	59357.12	23400074180	1.7147E+12	-235.01004	-18.77576	189.18943	1.00E-05	-0.28504	0	0				month	28-Mar-25	50000
956	0	0	136.37	0	BTC-28MAR25	58668.76	72.36	0	0	0	0.4485	0.201	0.5145	[]	[]	0.36785643	BTC-28MAR25-52000-C	0.3146	59357.12	23389866132	1.7147E+12	203.75003	-21.30854	194.56009	1.00E-05	0.69829	0	0				month	28-Mar-25	52000
957	0	0	0	0	BTC-28MAR25	58668.76	72.36	0	0	0	0.399	0.0985	0.1175	[]	[]	0.17403759	BTC-28MAR25-52000-P	0.2014	59357.12	23371620029	1.7147E+12	-268.32227	-21.25543	194.96744	1.00E-05	-0.30158	0	0				month	28-Mar-25	52000
958	0	0	146.74	0	BTC-28MAR25	58668.76	69.74	0	0	0	0.4255	0.179	0.5355	[]	[]	0.35399894	BTC-28MAR25-54000-C	0.2916	59357.12	23377304004	1.7147E+12	204.82415	-21.14109	200.88688	1.00E-05	0.67618	0	0				month	28-Mar-25	54000
959	0	0	0	0	BTC-28MAR25	58668.76	69.74	0	0	0	0.415	0.105	0.196	[]	[]	0.19081396	BTC-28MAR25-54000-P	0.2122	59357.12	23371622177	1.7147E+12	-285.8946	-21.12301	201.02896	1.00E-05	-0.32377	0	0				month	28-Mar-25	54000
