	best_bid_amount	best_ask_amount	bid_iv	ask_iv	underlying_index	underlying_price	mark_iv	best_bid_price	best_ask_price	open_interest	max_price	min_price	last_price	asks	bids	settlement_price	instrument_name	mark_price	index_price	change_id	timestamp	greeks.rho	greeks.theta	greeks.vega	greeks.gamma	greeks.delta	stats.volume_usd	stats.volume	stats.price_change	stats.low	stats.high	settlement_period	Expiration Date	Strike Price
261	70	70	46.82	60.47	SYN.BTC-17MAY24	58189.8233	54.43	0.108	0.115	0.3	0.3145	0.01	0.0415	"[[0.115, 70.0], [0.179, 10.0]]"	"[[0.108, 70.0], [0.0995, 10.0]]"	0.1154703	BTC-17MAY24-64000-P	0.1115	59385.02	23400044041	1.7147E+12	-20.65325	-62.01209	32.49326	5.00E-05	-0.79696	0	0				week	17-May-24	64000
262	44.6	69	52.43	55.52	SYN.BTC-17MAY24	58189.8233	55.24	0.008	0.0095	96.8	0.0895	0.0001	0.0255	"[[0.0095, 69.0], [0.075, 10.0]]"	"[[0.008, 44.6]]"	0.01174897	BTC-17MAY24-65000-C	0.0094	59385.02	23400025223	1.7147E+12	3.6255	-56.12018	28.97704	4.00E-05	0.16881	0	0				week	17-May-24	65000
263	14.6	23.1	49.21	61.3	SYN.BTC-17MAY24	58189.8233	55.24	0.1235	0.1295	25	0.334	0.015	0.053	"[[0.1295, 23.1], [0.197, 10.0]]"	"[[0.1235, 14.6]]"	0.13114648	BTC-17MAY24-65000-P	0.1264	59386.83	23400044477	1.7147E+12	-21.76686	-56.16018	28.99346	4.00E-05	-0.83104	0	0				week	17-May-24	65000
264	93.5	55.7	53.67	56.02	SYN.BTC-17MAY24	58188.5667	56.21	0.006	0.0075	25.8	0.0825	0.0001	0.0125	"[[0.0075, 55.7], [0.0765, 10.0]]"	"[[0.006, 93.5]]"	0.01072427	BTC-17MAY24-66000-C	0.0076	59383.93	23400035776	1.7147E+12	3.02166	-50.57554	25.66169	3.00E-05	0.14049	0	0				week	17-May-24	66000
265	10.5	16.3	47.78	61.92	SYN.BTC-17MAY24	58188.5667	56.21	0.1385	0.1445	0	0.354	0.0205	0.07	"[[0.1445, 16.3], [0.2155, 10.0]]"	"[[0.1385, 10.5]]"	0.14734561	BTC-17MAY24-66000-P	0.1418	59383.93	23400044178	1.7147E+12	-22.76458	-50.5752	25.66026	3.00E-05	-0.85951	0	0				week	17-May-24	66000
266	18.6	10	54.05	167.86	SYN.BTC-17MAY24	58188.5667	60.7	0.005	0.079	76.6	0.081	0.0001	0.008	"[[0.079, 10.0]]"	"[[0.005, 18.6]]"	0.00854183	BTC-17MAY24-67000-C	0.0076	59383.93	23400031262	1.7147E+12	2.83725	-52.43127	24.63883	3.00E-05	0.13238	1892.35	4	0	0.008	0.008	week	17-May-24	67000
267	10.3	10	47.83	174.46	SYN.BTC-17MAY24	58186.3533	60.66	0.1545	0.2355	0	0.3755	0.0295	0.0775	"[[0.2355, 10.0]]"	"[[0.1545, 10.3]]"	0.16238489	BTC-17MAY24-67000-P	0.159	59384.33	23400043506	1.7147E+12	-23.34473	-52.33541	24.60607	3.00E-05	-0.86786	0	0				week	17-May-24	67000
268	43.9	96.6	55.66	59.56	SYN.BTC-17MAY24	58186.3533	60.66	0.0042	0.0055	30.4	0.074	0.0001	0.0085	"[[0.0055, 96.6], [0.0825, 10.0]]"	"[[0.0042, 43.9]]"	0.00675618	BTC-17MAY24-68000-C	0.0059	59384.33	23400044187	1.7147E+12	2.30996	-45.24576	21.27279	3.00E-05	0.10751	0	0				week	17-May-24	68000
269	10.3	15.7	46.42	66.79	SYN.BTC-17MAY24	58185.1367	60.63	0.171	0.177	0	0.3955	0.037	0.0835	"[[0.177, 15.7], [0.257, 10.0]]"	"[[0.171, 10.3]]"	0.17782096	BTC-17MAY24-68000-P	0.1746	59385.25	23400044724	1.7147E+12	-24.26057	-45.17792	21.25088	3.00E-05	-0.89264	0	0				week	17-May-24	68000
270	9	6.4	56.68	58.82	SYN.BTC-17MAY24	58185.1367	60.63	0.0034	0.0039	31.1	0.0675	0.0001	0.0046	"[[0.0039, 6.4], [0.0875, 10.0]]"	"[[0.0034, 9.0]]"	0.00548926	BTC-17MAY24-69000-C	0.0045	59385.25	23400044277	1.7147E+12	1.86339	-38.55394	18.13508	2.00E-05	0.08652	0	0				week	17-May-24	69000
271	70	20.8	45.75	68.04	SYN.BTC-17MAY24	58185.1367	60.63	0.187	0.193	0	0.415	0.046	0.09	"[[0.193, 20.8], [0.2795, 10.0]]"	"[[0.187, 70.0]]"	0.19377473	BTC-17MAY24-69000-P	0.1904	59385.25	23400044474	1.7147E+12	-25.09466	-38.55394	18.13508	2.00E-05	-0.91348	0	0				week	17-May-24	69000
272	23	10	192.34	206.16	SYN.BTC-17MAY24	58186.05	62.32	0.0835	0.0935	113.2	0.064	0.0001	0.0065	"[[0.0935, 10.0]]"	"[[0.0835, 23.0], [0.0029, 31.5]]"	0.00719322	BTC-17MAY24-70000-C	0.0039	59383.63	23400042136	1.7147E+12	1.61669	-35.59598	16.29103	2.00E-05	0.07506	19146.8	52	-8.4507	0.0055	0.0071	week	17-May-24	70000
273	11.1	19.6	47.61	71.6	SYN.BTC-17MAY24	58186.05	62.32	0.204	0.21	0	0.4355	0.0565		"[[0.21, 19.6], [0.303, 10.0]]"	"[[0.204, 11.1]]"	0.21270226	BTC-17MAY24-70000-P	0.207	59383.63	23400044476	1.7147E+12	-25.73206	-35.59598	16.29103	2.00E-05	-0.92494	0	0				week	17-May-24	70000
274	0	10	0	220.98	SYN.BTC-17MAY24	58186.05	65.82	0	0.1005	25	0.0625	0.0001	0.0453	"[[0.1005, 10.0]]"	[]	0.00590706	BTC-17MAY24-71000-C	0.0039	59383.63	23400043119	1.7147E+12	1.53558	-36.21068	15.69157	2.00E-05	0.07147	0	0				week	17-May-24	71000
275	0	10	0	229.1	SYN.BTC-17MAY24	58183.84	65.8	0	0.328	0	0.4565	0.0685		"[[0.328, 10.0]]"	[]	0.22858408	BTC-17MAY24-71000-P	0.2242	59379.3	23400044716	1.7147E+12	-26.20587	-36.1645	15.67537	2.00E-05	-0.92862	0	0				week	17-May-24	71000
276	52	3.1	60.01	62.69	SYN.BTC-17MAY24	58183.84	65.8	0.002	0.0024	62.1	0.0575	0.0001	0.005	"[[0.0024, 3.1], [0.109, 10.0]]"	"[[0.002, 52.0]]"	0.00679122	BTC-17MAY24-72000-C	0.0031	59379.3	23400033027	1.7147E+12	1.24542	-30.71448	13.31373	2.00E-05	0.05785	0	0				week	17-May-24	72000
277	9.1	15.9	0	76.26	SYN.BTC-17MAY24	58179.5433	65.79	0.238	0.2435	0	0.4765	0.08	0.112	"[[0.2435, 15.9], [0.354, 10.0]]"	"[[0.238, 9.1]]"	0.24673147	BTC-17MAY24-72000-P	0.2406	59379.3	23400045003	1.7147E+12	-26.88698	-30.66686	13.2944	2.00E-05	-0.94225	0	0				week	17-May-24	72000
278	0	10	0	255.98	SYN.BTC-17MAY24	58179.5433	65.9	0	0.119	0	0.0525	0.0001		"[[0.119, 10.0]]"	[]	0.00562276	BTC-17MAY24-73000-C	0.0024	59375.64	23400009663	1.7147E+12	1.00912	-25.98296	11.24826	1.00E-05	0.04679	0	0				week	17-May-24	73000
279	0	10	0	264.68	SYN.BTC-17MAY24	58176.9567	65.9	0	0.3815	0	0.4965	0.0915		"[[0.3815, 10.0]]"	[]	0.26279592	BTC-17MAY24-73000-P	0.2572	59370.77	23400044394	1.7147E+12	-27.51326	-25.95806	11.23501	1.00E-05	-0.95327	0	0				week	17-May-24	73000
280	56.4	2.5	62.81	64.88	SYN.BTC-17MAY24	58176.9567	65.9	0.0014	0.0017	147.7	0.048	0.0001	0.0037	"[[0.0017, 2.5], [0.1295, 10.0]]"	"[[0.0014, 56.4]]"	0.00464734	BTC-17MAY24-74000-C	0.0019	59370.77	23400031676	1.7147E+12	0.80771	-21.66988	9.37994	1.00E-05	0.03739	0	0				week	17-May-24	74000
281	70	16	0	80.19	SYN.BTC-17MAY24	58176.9567	65.9	0.272	0.2775	0.9	0.5165	0.104	0.1475	"[[0.2775, 16.0], [0.41, 10.0]]"	"[[0.272, 70.0]]"	0.27903327	BTC-17MAY24-74000-P	0.2738	59370.77	23400045424	1.7147E+12	-28.10406	-21.66734	9.37793	1.00E-05	-0.96262	0	0				week	17-May-24	74000
282	0	10	0	294.23	SYN.BTC-17MAY24	58173.25	66.44	0	0.1405	0	0.044	0.0001	0.0555	"[[0.1405, 10.0]]"	[]	0.00383319	BTC-17MAY24-75000-C	0.0015	59370.77	23400045432	1.7147E+12	0.66629	-18.63779	8.00048	1.00E-05	0.03082	12153.17	7	1581.8182	0.0033	0.0555	week	17-May-24	75000
283	0	10	0	305.5	SYN.BTC-17MAY24	58173.25	66.44	0	0.4395	0	0.5365	0.1175	0.123	"[[0.4395, 10.0]]"	[]	0.29543445	BTC-17MAY24-75000-P	0.2908	59372.12	23400044923	1.7147E+12	-28.63517	-18.65589	8.00824	1.00E-05	-0.96915	0	0				week	17-May-24	75000
284	17.2	10	186.31	315.94	SYN.BTC-17MAY24	58173.25	66.44	0.057	0.154	32	0.04	0.0001	0.0027	"[[0.154, 10.0]]"	"[[0.057, 17.2], [0.0011, 12.6]]"	0.00326365	BTC-17MAY24-76000-C	0.0012	59372.12	23400033368	1.7147E+12	0.52914	-15.3589	6.59329	1.00E-05	0.02444	4350.05	32.8	28.5714	0.0021	0.0027	week	17-May-24	76000
285	67	68.9	0	88.95	SYN.BTC-17MAY24	58175.4567	66.34	0.3065	0.312	0	0.557	0.1305	0.196	"[[0.312, 68.9], [0.4705, 10.0]]"	"[[0.3065, 67.0]]"	0.31208922	BTC-17MAY24-76000-P	0.3075	59375.34	23400045336	1.7147E+12	-29.16727	-15.25093	6.55629	1.00E-05	-0.97573	0	0				week	17-May-24	76000
286	55.7	28.2	70.16	75.21	SYN.BTC-17MAY24	58175.4567	66.34	0.0006	0.001	1.2	0.0275	0.0001	0.0025	"[[0.001, 28.2], [0.2175, 10.0]]"	"[[0.0006, 55.7]]"	0.00144658	BTC-17MAY24-80000-C	0.0004	59375.34	23399988217	1.7147E+12	0.19727	-6.53739	2.81148	0	0.00906	3670.49	25	0	0.0025	0.0025	week	17-May-24	80000
287	70	70	0	100.9	SYN.BTC-17MAY24	58179.9733	66.26	0.375	0.3805	4.3	0.6375	0.1865	0.2475	"[[0.3805, 70.0], [0.606, 10.0]]"	"[[0.375, 70.0]]"	0.37916989	BTC-17MAY24-80000-P	0.3754	59374.99	23400045335	1.7147E+12	-31.06009	-6.48431	2.79108	0	-0.99102	0	0				week	17-May-24	80000
288	0	0	0	480.85	SYN.BTC-17MAY24	58179.9733	67.33	0	0	0	0.0175	0.0001		[]	[]	0.00064158	BTC-17MAY24-85000-C	0.0002	59374.99	23381102029	1.7147E+12	0.1072	-3.30298	1.56849	0	0.00439	0	0				week	17-May-24	85000
289	0	0	0	400.56	SYN.BTC-17MAY24	58179.9733	67.33	0	0	0	0.7395	0.26		[]	[]	0.46458491	BTC-17MAY24-85000-P	0.4612	59374.99	23374042711	1.7147E+12	-38.64767	-3.74051	1.85034	0	-0.99483	0	0				week	17-May-24	85000
290	17.4	35.8	84.52	93.22	SYN.BTC-17MAY24	58179.6267	80.16	0.0003	0.0006	8.4	0.0195	0.0001	0.0006	"[[0.0006, 35.8], [0.02, 8.4]]"	"[[0.0003, 17.4]]"	0.00024207	BTC-17MAY24-90000-C	0.0002	59373.87	23399180397	1.7147E+12	0.08355	-3.67733	1.31557	0	0.00384	0	0				week	17-May-24	90000
291	0	70	0	124.08	SYN.BTC-17MAY24	58179.6267	80.16	0	0.552	0	0.8425	0.334	0.4295	"[[0.552, 70.0]]"	[]	0.5501813	BTC-17MAY24-90000-P	0.5471	59373.87	23400045000	1.7147E+12	-35.08148	-3.61122	1.28479	0	-0.99625	0	0				week	17-May-24	90000
292	0	0	93.53	105.22	SYN.BTC-17MAY24	58179.06	80.17	0	0	0	0.015	0.0001		[]	[]	0.0001496	BTC-17MAY24-95000-C	0.0001	59375.24	23372886191	1.7147E+12	0.07117	-2.56806	1.07288	0	0.0028	0	0				week	17-May-24	95000
293	0	0	0	0	SYN.BTC-17MAY24	58179.06	80.17	0	0	0	0.944	0.408		[]	[]	0.63620301	BTC-17MAY24-95000-P	0.633	59375.24	23371629195	1.7147E+12	-43.80582	-2.63039	1.10635	0	-0.99711	0	0				week	17-May-24	95000
294	0	0	0	86.1	SYN.BTC-17MAY24	58179.06	86.1	0	0	0	0.015	0.0001	0.0001	[]	[]	4.73E-05	BTC-17MAY24-100000-C	0.0001	59375.24	23377304440	1.7147E+12	0.04883	-2.03243	0.77154	0	0.00197	0	0				week	17-May-24	100000
295	0	0	0	0	SYN.BTC-17MAY24	58180.8067	86.1	0	0	0	1.0465	0.482		[]	[]	0.72221323	BTC-17MAY24-100000-P	0.7189	59375.18	23371629898	1.7147E+12	-46.1307	-2.29145	0.89741	0	-0.99771	0	0				week	17-May-24	100000
296	0	0	0	0	SYN.BTC-24MAY24	58115.3133	90.73	0	0	0	0.483	0.284	0.37	[]	[]	0.4017964	BTC-24MAY24-35000-C	0.3984	59375.18	23395549737	1.7147E+12	20.50748	-6.59243	3.15394	0	0.99186	170770.13	8	0	0.37	0.37	week	24-May-24	35000
297	0	10	0	354.05	SYN.BTC-24MAY24	58115.3133	90.73	0	0.111	0	0.0245	0.0001		"[[0.111, 10.0]]"	[]	0.00128887	BTC-24MAY24-35000-P	0.0006	59375.18	23399370825	1.7147E+12	-0.28264	-6.35068	2.98578	0	-0.00772	0	0				week	24-May-24	35000
298	0	0	0	0	SYN.BTC-24MAY24	58115.4033	63.96	0	0	0	0.4075	0.1825	0.3	[]	[]	0.32105069	BTC-24MAY24-40000-C	0.3121	59366.42	23395549739	1.7147E+12	23.54018	-3.91248	2.65523	0	0.9933	138496.99	8	0	0.3	0.3	week	24-May-24	40000
299	0	10	0	260.05	SYN.BTC-24MAY24	58115.4033	63.96	0	0.089	0	0.0245	0.0001		"[[0.089, 10.0]]"	[]	0.00642738	BTC-24MAY24-40000-P	0.0003	59366.42	23399258359	1.7147E+12	-0.22636	-3.75576	2.50565	0	-0.00633	0	0				week	24-May-24	40000
300	0	0	0	0	SYN.BTC-24MAY24	58115.4033	62.68	0	0	0	0.3355	0.0925	0.22	[]	[]	0.24101834	BTC-24MAY24-45000-C	0.2283	59366.42	23395549740	1.7147E+12	25.28179	-17.65884	12.22898	1.00E-05	0.95993	101493.92	8	0	0.22	0.22	week	24-May-24	45000
301	0	10	0	184.52	SYN.BTC-24MAY24	58106.9167	62.66	0	0.0685	0	0.056	0.0001		"[[0.0685, 10.0]]"	[]	0.0120465	BTC-24MAY24-45000-P	0.0025	59366.84	23400044725	1.7147E+12	-1.39142	-17.31113	11.74716	1.00E-05	-0.03862	0	0				week	24-May-24	45000
302	14.1	11.2	57.21	69.11	SYN.BTC-24MAY24	58106.9167	62.66	0.148	0.155	0	0.2675	0.033		"[[0.155, 11.2]]"	"[[0.148, 14.1]]"	0.16379086	BTC-24MAY24-50000-C	0.1513	59366.84	23400045665	1.7147E+12	23.90162	-46.55	31.58837	3.00E-05	0.85752	0	0				week	24-May-24	50000
303	40.8	123.8	62.08	64.81	SYN.BTC-24MAY24	58106.7767	62.65	0.0115	0.013	0	0.107	0.0001		"[[0.013, 123.8], [0.0565, 10.0]]"	"[[0.0115, 40.8]]"	0.02047592	BTC-24MAY24-50000-P	0.0118	59368.01	23399998122	1.7147E+12	-5.22251	-46.52889	31.58846	3.00E-05	-0.14246	0	0				week	24-May-24	50000
304	18.8	17.4	54.65	65.02	SYN.BTC-24MAY24	58106.7767	62.59	0.119	0.1265	0	0.624	0.0001		"[[0.1265, 17.4]]"	"[[0.119, 18.8]]"	0.13847539	BTC-24MAY24-52000-C	0.1243	59368.01	23400045775	1.7147E+12	22.57106	-59.29674	40.28043	3.00E-05	0.7912	0	0				week	24-May-24	52000
305	2.1	25.3	59.37	61.57	SYN.BTC-24MAY24	58106.7767	62.59	0.0175	0.0185	0	0.519	0.0001		"[[0.0185, 25.3]]"	"[[0.0175, 2.1]]"	0.02955171	BTC-24MAY24-52000-P	0.0192	59368.01	23400045439	1.7147E+12	-7.71715	-59.29629	40.28144	3.00E-05	-0.20881	0	0				week	24-May-24	52000
306	14.2	13.1	54.03	64.11	SYN.BTC-24MAY24	58107.2967	62.59	0.1055	0.1125	0	0.6115	0.0001		"[[0.1125, 13.1]]"	"[[0.1055, 14.2]]"	0.12493028	BTC-24MAY24-53000-C	0.1118	59365.27	23400044858	1.7147E+12	21.70768	-65.14752	44.26017	4.00E-05	0.7532	0	0				week	24-May-24	53000
307	23.6	40	57.33	60.02	SYN.BTC-24MAY24	58107.2967	62.59	0.0205	0.022	0	0.5235	0.0001	0.0115	"[[0.022, 40.0]]"	"[[0.0205, 23.6]]"	0.03314268	BTC-24MAY24-53000-P	0.0239	59365.27	23400042766	1.7147E+12	-9.16361	-65.14752	44.26017	4.00E-05	-0.2468	7007.58	10.3	0	0.0115	0.0115	week	24-May-24	53000
308	14	12.3	53.15	62.45	SYN.BTC-24MAY24	58105.0467	62.59	0.0925	0.0995	0	0.218	0.011		"[[0.0995, 12.3]]"	"[[0.0925, 14.0]]"	0.11284186	BTC-24MAY24-54000-C	0.1001	59365.66	23400044728	1.7147E+12	20.72838	-70.36921	47.80601	4.00E-05	0.71254	0	0				week	24-May-24	54000
309	16.2	57.6	56.53	59.01	SYN.BTC-24MAY24	58105.0467	62.59	0.025	0.0265	0	0.1605	0.0008	0.016	"[[0.0265, 57.6]]"	"[[0.025, 16.2]]"	0.03804096	BTC-24MAY24-54000-P	0.0294	59365.66	23400044641	1.7147E+12	-10.72538	-70.36921	47.80601	4.00E-05	-0.28746	1802.79	1.9	0	0.016	0.016	week	24-May-24	54000
310	13.4	2.2	54.32	59.54	SYN.BTC-24MAY24	58105.0467	62.59	0.0815	0.0865	0	0.589	0.0001		"[[0.0865, 2.2]]"	"[[0.0815, 13.4]]"	0.09985293	BTC-24MAY24-55000-C	0.0891	59365.66	23400044857	1.7147E+12	19.65229	-74.77638	50.80007	4.00E-05	0.6698	0	0				week	24-May-24	55000
311	34.5	33.9	55.44	57.76	SYN.BTC-24MAY24	58105.9133	62.59	0.03	0.0315	0	0.5355	0.0001		"[[0.0315, 33.9]]"	"[[0.03, 34.5]]"	0.04233749	BTC-24MAY24-55000-P	0.0357	59366.21	23400045968	1.7147E+12	-12.38663	-74.78331	50.80291	4.00E-05	-0.3303	0	0				week	24-May-24	55000
312	13	8.1	53.82	58.22	SYN.BTC-24MAY24	58105.9133	62.59	0.071	0.0745	0	0.195	0.006		"[[0.0745, 8.1]]"	"[[0.071, 13.0]]"	0.0873499	BTC-24MAY24-56000-C	0.079	59366.21	23400045662	1.7147E+12	18.49624	-78.24351	53.15528	4.00E-05	0.62548	0	0				week	24-May-24	56000
313	6	49.4	54.64	56.29	SYN.BTC-24MAY24	58105.9133	62.59	0.0355	0.0375	0	0.1905	0.0019	0.0215	"[[0.0375, 49.4]]"	"[[0.0355, 6.0]]"	0.04682076	BTC-24MAY24-56000-P	0.0427	59366.21	23400044282	1.7147E+12	-14.12248	-78.24351	53.15528	4.00E-05	-0.37452	891.02	0.7	0	0.0215	0.0215	week	24-May-24	56000
314	2.1	13.7	52.9	57.15	SYN.BTC-24MAY24	58106.8933	8.18	0.06	0.0645	0	0.1585	0.0004		"[[0.0645, 13.7]]"	"[[0.06, 2.1]]"	0.07740819	BTC-24MAY24-57000-C	0.0208	59367.45	23400046449	1.7147E+12	27.62925	-6.64522	34.5207	0.00021	0.83711	0	0				week	24-May-24	57000
315	0	74.7	0	55.6	SYN.BTC-24MAY24	58106.8933	8.18	0	0.0445	0	0.174	0.0001	0.026	"[[0.0445, 74.7]]"	[]	0.05401216	BTC-24MAY24-57000-P	0.0017	59367.45	23400044280	1.7147E+12	-5.56407	-6.63975	34.49342	0.00021	-0.16268	1660.25	1.1	4	0.025	0.026	week	24-May-24	57000
316	0.5	0.5	53.12	55.72	SYN.BTC-24MAY24	58108.52	5.36	0.052	0.054	0	0.145	0.0001		"[[0.054, 0.5]]"	"[[0.052, 0.5]]"	0.06833128	BTC-24MAY24-58000-C	0.0061	59369.37	23400045434	1.7147E+12	18.74613	-6.97342	55.31476	0.00052	0.55999	0	0				week	24-May-24	58000
317	0.6	45.8	54.02	55.59	SYN.BTC-24MAY24	58108.52	5.36	0.0505	0.0525	0	0.1925	0.0001		"[[0.0525, 45.8]]"	"[[0.0505, 0.6]]"	0.06206962	BTC-24MAY24-58000-P	0.0043	59367.45	23400046729	1.7147E+12	-15.03702	-6.97354	55.31384	0.00052	-0.44	0	0				week	24-May-24	58000
318	4.1	10.6	52.93	55.01	SYN.BTC-24MAY24	58108.52	53.83	0.044	0.0455	0	0.1535	0.0009	0.068	"[[0.0455, 10.6]]"	"[[0.044, 4.1]]"	0.06033222	BTC-24MAY24-59000-C	0.0449	59369.37	23400044397	1.7147E+12	14.69664	-70.73224	55.87017	5.00E-05	0.47909	62555.66	15.7	7.0866	0.0635	0.068	week	24-May-24	59000
319	0.5	1	52.59	54.67	SYN.BTC-24MAY24	58110.7533	53.84	0.0595	0.061	0	0.229	0.0031		"[[0.061, 1.0]]"	"[[0.0595, 0.5]]"	0.07120578	BTC-24MAY24-59000-P	0.0602	59365.68	23400045435	1.7147E+12	-19.66249	-70.75193	55.87547	5.00E-05	-0.5207	0	0				week	24-May-24	59000
320	0.5	22.5	52.81	54.92	SYN.BTC-24MAY24	58110.7533	53.45	0.037	0.0385	0	0.1425	0.0006	0.059	"[[0.0385, 22.5]]"	"[[0.037, 0.5]]"	0.05283619	BTC-24MAY24-60000-C	0.0376	59365.68	23400043269	1.7147E+12	13.18698	-69.15748	55.0165	5.00E-05	0.4272	34680.79	10	0	0.059	0.059	week	24-May-24	60000
321	33.9	36.8	51.7	54.87	SYN.BTC-24MAY24	58107.4067	53.47	0.069	0.0715	0	0.2465	0.0046		"[[0.0715, 36.8]]"	"[[0.069, 33.9]]"	0.08084711	BTC-24MAY24-60000-P	0.0702	59365.84	23400046285	1.7147E+12	-21.76606	-69.17435	55.00897	5.00E-05	-0.57294	0	0				week	24-May-24	60000
322	14.3	15.6	52.33	54.51	SYN.BTC-24MAY24	58107.4067	53.47	0.0305	0.032	0	0.1325	0.0003	0.0515	"[[0.032, 15.6]]"	"[[0.0305, 14.3]]"	0.04582043	BTC-24MAY24-61000-C	0.0315	59365.84	23400037904	1.7147E+12	11.71763	-67.02355	53.30208	5.00E-05	0.37771	17259.19	5.7	0	0.0515	0.0515	week	24-May-24	61000
323	13	10.9	50.4	54.77	SYN.BTC-24MAY24	58107.4067	53.47	0.079	0.0825	0	0.2645	0.0065		"[[0.0825, 10.9]]"	"[[0.079, 13.0]]"	0.09166858	BTC-24MAY24-61000-P	0.0813	59365.84	23400045010	1.7147E+12	-23.81967	-67.01131	53.29061	5.00E-05	-0.62246	0	0				week	24-May-24	61000
324	35.7	40.1	52.05	54.34	SYN.BTC-24MAY24	58107.7233	53.5	0.025	0.0265	0	0.123	0.0002	0.0445	"[[0.0265, 40.1]]"	"[[0.025, 35.7]]"	0.04047897	BTC-24MAY24-62000-C	0.0263	59367.16	23400045342	1.7147E+12	10.30898	-63.97314	50.83996	5.00E-05	0.33085	55193.31	21.1	0	0.0445	0.0445	week	24-May-24	62000
325	14.2	16.4	50.33	55.49	SYN.BTC-24MAY24	58107.7233	53.5	0.091	0.095	0	0.283	0.0095		"[[0.095, 16.4]]"	"[[0.091, 14.2]]"	0.10291611	BTC-24MAY24-62000-P	0.0933	59367.16	23400045774	1.7147E+12	-25.80333	-63.97546	50.84014	5.00E-05	-0.66914	0	0				week	24-May-24	62000
326	0.8	28.7	52.02	54.46	SYN.BTC-24MAY24	58107.7233	53.51	0.0205	0.022	50	0.114	0.0002	0.0564	"[[0.022, 28.7]]"	"[[0.0205, 0.8]]"	0.03519933	BTC-24MAY24-63000-C	0.0217	59367.16	23400044727	1.7147E+12	8.98769	-60.13648	47.79031	5.00E-05	0.28726	0	0				week	24-May-24	63000
327	69.3	69.3	49.3	56.03	SYN.BTC-24MAY24	58109.2533	53.52	0.103	0.108	0	0.3015	0.0125		"[[0.108, 69.3]]"	"[[0.103, 69.3]]"	0.11491659	BTC-24MAY24-63000-P	0.1059	59369.79	23400044199	1.7147E+12	-27.70687	-60.15584	47.79461	5.00E-05	-0.71269	0	0				week	24-May-24	63000
328	25.4	38.4	53.09	54.39	SYN.BTC-24MAY24	58109.2533	53.71	0.017	0.0185	0	0.106	0.0001	0.03	"[[0.0185, 38.4]]"	"[[0.017, 25.4]]"	0.0304903	BTC-24MAY24-64000-C	0.018	59369.79	23400025453	1.7147E+12	7.7926	-56.07557	44.39536	4.00E-05	0.24819	1748.14	1	0	0.03	0.03	week	24-May-24	64000
329	21.2	24.6	49.18	57.72	SYN.BTC-24MAY24	58109.2533	53.71	0.116	0.123	0	0.3205	0.017	0.123	"[[0.123, 24.6]]"	"[[0.116, 21.2]]"	0.12733775	BTC-24MAY24-64000-P	0.1194	59369.79	23400046450	1.7147E+12	-29.48621	-56.07722	44.39087	4.00E-05	-0.75183	0	0				week	24-May-24	64000
330	0	0	87.61	90.78	SYN.BTC-24MAY24	58111.2533	55.89	0	0	0	0.101	0.0001	0.1065	[]	[]	0.02631155	BTC-24MAY24-65000-C	0.0186	59370.33	23372886208	1.7147E+12	8.27563	-53.91515	45.80978	4.00E-05	0.23746	0	0				week	24-May-24	65000
331	0	0	0	0	SYN.BTC-24MAY24	58111.2533	55.89	0	0	0	0.341	0.023		[]	[]	0.14028832	BTC-24MAY24-65000-P	0.1372	59370.33	23371628411	1.7147E+12	-34.15367	-53.86529	45.98558	4.00E-05	-0.76191	0	0				week	24-May-24	65000
332	59.5	28.6	53.08	55.43	SYN.BTC-24MAY24	58112.6467	55.88	0.0115	0.0125	0	0.093	0.0001	0.0245	"[[0.0125, 28.6]]"	"[[0.0115, 59.5]]"	0.0228517	BTC-24MAY24-66000-C	0.0133	59367.56	23400046040	1.7147E+12	5.99603	-50.08971	38.11314	3.00E-05	0.19044	31960.85	22.2	0	0.0245	0.0245	week	24-May-24	66000
333	16	19.1	48.51	59.56	SYN.BTC-24MAY24	58112.6467	55.88	0.145	0.1515	0	0.36	0.029		"[[0.1515, 19.1]]"	"[[0.145, 16.0]]"	0.15476598	BTC-24MAY24-66000-P	0.149	59367.56	23400045437	1.7147E+12	-32.44714	-50.08961	38.11431	3.00E-05	-0.80956	0	0				week	24-May-24	66000
334	0	0	85.95	88.77	SYN.BTC-24MAY24	58112	56.05	0	0	0	0.0865	0.0001		[]	[]	0.02034954	BTC-24MAY24-67000-C	0.0129	59366.04	23372886210	1.7147E+12	6.23326	-45.5446	38.58762	3.00E-05	0.17776	0	0				week	24-May-24	67000
335	0	0	0	0	SYN.BTC-24MAY24	58112	56.05	0	0	0	0.3795	0.036		[]	[]	0.16858705	BTC-24MAY24-67000-P	0.1659	59366.04	23371630057	1.7147E+12	-37.51133	-45.5428	38.77003	3.00E-05	-0.82158	0	0				week	24-May-24	67000
336	24.2	58.4	54.38	57.24	SYN.BTC-24MAY24	58112	56.18	0.008	0.009	0	0.08	0.0001	0.0135	"[[0.009, 58.4]]"	"[[0.008, 24.2]]"	0.01744729	BTC-24MAY24-68000-C	0.0089	59366.04	23400044791	1.7147E+12	4.35504	-40.75738	30.84988	3.00E-05	0.13759	0	0				week	24-May-24	68000
