,best_bid_amount,best_ask_amount,bid_iv,ask_iv,underlying_index,underlying_price,mark_iv,interest_rate,best_bid_price,best_ask_price,open_interest,max_price,min_price,last_price,asks,bids,settlement_price,instrument_name,mark_price,index_price,change_id,timestamp,greeks.rho,greeks.theta,greeks.vega,greeks.gamma,greeks.delta,stats.volume_usd,stats.volume,stats.price_change,stats.low,stats.high,settlement_period,Expiration Date,Strike Price,Expiration_Date,Time to Expiration,Implied Volatility,SMA Volatility,BS Price,BS Price_1,Market Price,Theoretical Price,BS Price QuantLib
174,1.6,4.0,58.79,59.82,BTC-27DEC24,46184.53,59.3,0.0,0.0885,0.092,204.9,0.59,0.0001,0.0915,"[[0.092, 4.0], [0.094, 19.0], [0.0965, 9.0], [0.113, 1.0], [0.114, 1.0], [0.1145, 1.0], [0.115, 1.0], [0.1155, 2.0]]","[[0.0885, 1.6], [0.0855, 52.0], [0.085, 12.0], [0.07, 1.0], [0.0695, 1.0], [0.06, 1.0]]",0.09200089,BTC-27DEC24-70000-C,0.0902,43048.15,20963047408,1706969600369,96.55942,-14.21513,157.12945,1e-05,0.32308,402556.07,102.3,1.105,0.0905,0.0925,month,2024-12-27,70000,2024-12-27,0.6438356164383562,0.59305,1.2103800000000002,2923.1631454795697,11683.674231580857,0.0915,1848.708847224274,2939.183096088823
175,3.0,0.5,49.95,499.06,BTC-27DEC24,46184.53,59.3,0.0,0.5755,1.4935,86.6,1.1055,0.106,0.603,"[[1.4935, 0.5]]","[[0.5755, 3.0]]",0.60767863,BTC-27DEC24-70000-P,0.6059,43048.15,20963047814,1706969600417,-531.98491,-14.21513,157.12945,1e-05,-0.67692,431367.58,16.7,0.0,0.603,0.603,month,2024-12-27,70000,2024-12-27,0.6438356164383562,2.74505,1.2837633333333334,31029.79734438008,12763.309488328037,0.603,1848.708847224274,54002.772444373346
176,13.0,6.0,58.79,60.66,BTC-27DEC24,46184.53,59.72,0.0,0.0735,0.0795,61.2,0.576,0.0001,0.08,"[[0.0795, 6.0], [0.0805, 6.0], [0.081, 13.0]]","[[0.0735, 13.0], [0.0725, 6.0], [0.0695, 6.0], [0.065, 1.0], [0.064, 6.0]]",0.07774599,BTC-27DEC24-75000-C,0.0765,43048.15,20963047316,1706969600368,85.66907,-13.49392,148.09728,1e-05,0.28307,0.0,0.0,,,,month,2024-12-27,75000,2024-12-27,0.6438356164383562,0.59725,1.2202,2359.8541693755296,10967.164505319768,0.08,1362.7362495239686,2374.533591968555
177,2.5,0.5,49.58,499.03,BTC-27DEC24,46184.53,59.72,0.0,0.67,1.601,146.9,1.2,0.2005,0.688,"[[1.601, 0.5]]","[[0.67, 2.5]]",0.70168642,BTC-27DEC24-75000-P,0.7004,43048.15,20963047815,1706969600418,-587.77129,-13.49392,148.09728,1e-05,-0.71693,1248488.06,41.9,-1.4327,0.688,0.699,month,2024-12-27,75000,2024-12-27,0.6438356164383562,2.74305,1.293591666666667,30532.067157302794,12051.337923455698,0.688,1362.7362495239686,58442.435047279556
178,3.0,6.0,61.06,61.39,BTC-27DEC24,46184.53,61.23,0.0,0.068,0.069,67.8,0.5685,0.0001,0.0625,"[[0.069, 6.0], [0.0705, 14.0], [0.0715, 1.0], [0.08, 2.0]]","[[0.068, 3.0], [0.0655, 0.1], [0.0615, 14.0]]",0.06699587,BTC-27DEC24-80000-C,0.0685,43048.15,20963044091,1706969600369,77.61554,-13.14527,140.72228,1e-05,0.25567,0.0,0.0,,,,month,2024-12-27,80000,2024-12-27,0.6438356164383562,0.61225,1.2951133333333336,2027.6541658642982,11296.602257151451,0.0625,1004.3975870106224,2041.5088466177033
179,2.5,1.0,48.99,130.0,BTC-27DEC24,46184.4,61.23,0.0,0.767,1.05,72.4,1.3005,0.301,0.8005,"[[1.05, 1.0], [1.069, 0.2]]","[[0.767, 2.5]]",0.799199,BTC-27DEC24-80000-P,0.8007,43048.77,20963047652,1706969605406,-640.72382,-13.14455,140.71838,1e-05,-0.74434,656169.13,19.2,0.3133,0.798,0.8005,month,2024-12-27,80000,2024-12-27,0.6438356164383562,0.89495,1.3069916666666666,5508.937401688625,11472.140381829513,0.8005,1004.3809679566766,38323.35241544311
180,4.0,6.0,62.39,62.95,BTC-27DEC24,46184.4,62.67,0.0,0.052,0.0535,84.4,0.5525,0.0001,0.0525,"[[0.0535, 6.0], [0.0545, 21.0], [0.055, 6.0]]","[[0.052, 4.0], [0.05, 2.0], [0.0485, 6.0], [0.048, 6.0]]",0.05225055,BTC-27DEC24-90000-C,0.0528,43048.77,20963047856,1706969605410,62.83441,-11.86361,124.07958,1e-05,0.20427,91372.59,40.4,0.9615,0.052,0.0525,month,2024-12-27,90000,2024-12-27,0.6438356164383562,0.6267,1.2367199999999998,1431.4039261368007,9087.068777017084,0.0525,546.984831003454,1443.0689354050726
181,1.0,1.0,0.0,133.29,BTC-27DEC24,46184.4,62.67,0.0,0.15,1.25,174.2,1.501,0.5015,0.9775,"[[1.25, 1.0], [1.272, 0.2]]","[[0.15, 1.0]]",1.00097907,BTC-27DEC24-90000-P,1.0015,43048.77,20963047406,1706969605408,-745.29402,-11.86361,124.07958,1e-05,-0.79573,1093252.2,25.7,-2.2011,0.9775,0.9995,month,2024-12-27,90000,2024-12-27,0.6438356164383562,0.66645,1.2410066666666668,1787.0798330768184,9149.62511716101,0.9775,546.984831003454,44459.94735356368
182,2.0,0.3,63.31,63.53,BTC-27DEC24,46184.4,63.42,0.0,0.04,0.0405,52.6,0.54,0.0001,0.0405,"[[0.0405, 0.3], [0.042, 1.0], [0.0435, 8.0], [0.05, 10.0], [0.088, 2.0], [0.0885, 2.0], [0.1, 10.0], [0.145, 2.0]]","[[0.04, 2.0], [0.038, 2.0], [0.0375, 18.0], [0.034, 1.0], [0.0325, 3.0], [0.032, 1.0], [0.01, 1.0]]",0.0402503,BTC-27DEC24-100000-C,0.0403,43048.77,20963047781,1706969605406,50.62018,-10.39975,107.48543,1e-05,0.16232,1050.34,0.6,0.0,0.0405,0.0405,month,2024-12-27,100000,2024-12-27,0.6438356164383562,0.6342,1.2436900000000002,1000.0320700980592,8067.653288503354,0.0405,299.8778847901924,1009.529326728724
183,0.0,1.0,0.0,148.79,BTC-27DEC24,46184.4,63.42,0.0,0.0,1.5,229.4,1.705,0.7055,1.1795,"[[1.5, 1.0], [1.525, 0.3]]",[],1.20550421,BTC-27DEC24-100000-P,1.2055,43048.77,20963047693,1706969605406,-847.30029,-10.39975,107.48543,1e-05,-0.83768,1518483.84,29.6,-1.8719,1.1795,1.202,month,2024-12-27,100000,2024-12-27,0.6438356164383562,0.74395,1.2505716666666666,1886.2431549174935,8166.041586166391,1.1795,299.8778847901924,54431.90247919049
184,3.0,0.2,64.24,64.74,BTC-27DEC24,46184.4,64.49,0.0,0.0315,0.0325,42.1,0.5315,0.0001,0.03,"[[0.0325, 0.2], [0.05, 3.0], [0.07, 3.0]]","[[0.0315, 3.0], [0.03, 2.7], [0.0275, 16.0], [0.005, 25.0]]",0.03072684,BTC-27DEC24-110000-C,0.032,43048.77,20963047557,1706969605406,41.68464,-9.23003,93.81436,1e-05,0.13252,0.0,0.0,,,,month,2024-12-27,110000,2024-12-27,0.6438356164383562,0.6448999999999999,1.253635,733.7545297246002,7264.021368120784,0.03,165.9285955555515,741.6188879028578
185,0.0,0.0,0.0,0.0,BTC-27DEC24,46185.06,64.49,0.0,0.0,0.0,25.0,1.9135,0.914,1.312,[],[],1.41250615,BTC-27DEC24-110000-P,1.4138,43048.96,20933634416,1706969607420,-946.02613,-9.23031,93.81755,1e-05,-0.86748,0.0,0.0,,,,month,2024-12-27,110000,2024-12-27,0.6438356164383562,0.0,1.2357066666666667,0.0,7015.545783509226,1.312,165.9462689946131,62401.63204219086
186,16.0,0.1,63.81,65.54,BTC-27DEC24,46185.06,64.68,0.0,0.023,0.026,43.0,0.524,0.0001,0.0225,"[[0.026, 0.1], [0.03, 16.0], [0.0375, 2.0], [0.04, 2.0], [0.056, 1.0], [0.06, 1.0]]","[[0.023, 16.0], [0.021, 16.0], [0.02, 1.0]]",0.02421801,BTC-27DEC24-120000-C,0.0245,43048.96,20963046675,1706969607420,33.54356,-7.87169,79.77856,1e-05,0.10536,0.0,0.0,,,,month,2024-12-27,120000,2024-12-27,0.6438356164383562,0.6467500000000002,1.23871,514.0462871184959,6261.465754360412,0.0225,92.81142425380779,520.2513888796681
187,0.0,0.0,0.0,0.0,BTC-27DEC24,46185.06,64.68,0.0,0.0,0.0,0.0,2.1225,1.123,1.6088,[],[],1.62252271,BTC-27DEC24-120000-P,1.6228,43048.96,20961388490,1706969607422,-1043.961,-7.87169,79.77856,1e-05,-0.89464,3482680.18,50.0,-0.2233,1.6088,1.6124,month,2024-12-27,120000,2024-12-27,0.6438356164383562,0.0,1.2207000000000001,0.0,6022.081475351157,1.6088,92.81142425380779,72273.14950057185
188,17.0,0.1,63.86,66.23,BTC-27DEC24,46185.26,65.05,0.0,0.0175,0.021,26.1,0.519,0.0001,0.0185,"[[0.021, 0.1], [0.0215, 2.0], [0.0225, 2.0], [0.025, 2.0]]","[[0.0175, 17.0], [0.0165, 17.0]]",0.01998682,BTC-27DEC24-130000-C,0.0192,43048.71,20963047660,1706969608428,27.37576,-6.77116,68.23377,1e-05,0.08522,0.0,0.0,,,,month,2024-12-27,130000,2024-12-27,0.6438356164383562,0.65045,1.2236883333333333,371.35914080074167,5390.810898183855,0.0185,52.51118039066523,376.31383008464366
189,0.0,0.0,0.0,0.0,BTC-27DEC24,46185.0,65.05,0.0,0.0,0.0,0.0,2.3335,1.334,1.8219,[],[],1.8348169,BTC-27DEC24-130000-P,1.834,43048.71,20961388487,1706969608429,-1139.92144,-6.77103,68.23253,1e-05,-0.91478,3939045.49,50.0,0.0275,1.8214,1.8219,month,2024-12-27,130000,2024-12-27,0.6438356164383562,0.0,1.2056499999999999,0.0,5162.922951529283,1.8219,52.50871864925142,82144.72695895283
